Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
997¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Program
1601¿VariableDeclarator¿¿1748¿v168¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1602¿LogicalExpression¿||¿1748¿¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿LogicalExpression
1603¿Identifier¿¿1748¿v165¿¿¿¿¿Identifier
1604¿Identifier¿¿1748¿v167¿¿¿¿¿Identifier
1605¿IfStatement¿¿1748¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":134,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1606¿Identifier¿¿1748¿v168¿¿¿¿¿Identifier
1607¿ReturnStatement¿¿1748¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1608¿BlockStatement¿¿1748¿¿¿¿{"start":{"line":132,"column":25},"end":{"line":134,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1609¿VariableDeclarator¿¿1748¿v169¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1610¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1611¿Identifier¿¿1748¿process¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1612¿Identifier¿¿1748¿platform¿¿¿{"start":{"line":136,"column":14},"end":{"line":136,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1613¿VariableDeclarator¿¿1748¿v170¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1614¿CallExpression¿¿1748¿¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1615¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1616¿Identifier¿¿1748¿v169¿¿¿¿¿Identifier
1617¿Identifier¿¿1748¿includes¿¿¿{"start":{"line":136,"column":23},"end":{"line":136,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1618¿Literal¿string¿1748¿¿'linux'¿¿{"start":{"line":136,"column":32},"end":{"line":136,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1619¿IfStatement¿¿1748¿¿¿¿{"start":{"line":136,"column":2},"end":{"line":147,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1620¿Identifier¿¿1748¿v170¿¿¿¿¿Identifier
1621¿VariableDeclarator¿¿1748¿v171¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1622¿MemberExpression¿computed¿1748¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1623¿Identifier¿¿1748¿data¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1624¿Literal¿number¿1748¿¿0¿¿{"start":{"line":138,"column":13},"end":{"line":138,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1625¿VariableDeclarator¿¿1748¿v172¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1626¿CallExpression¿¿1748¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1627¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1628¿Identifier¿¿1748¿v171¿¿¿¿¿Identifier
1629¿Identifier¿¿1748¿indexOf¿¿¿{"start":{"line":138,"column":16},"end":{"line":138,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1630¿Literal¿string¿1748¿¿'no entry'¿¿{"start":{"line":138,"column":24},"end":{"line":138,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1631¿VariableDeclarator¿¿1748¿v173¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1632¿BinaryExpression¿>=¿1748¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BinaryExpression
1633¿Identifier¿¿1748¿v172¿¿¿¿¿Identifier
1634¿Literal¿number¿1748¿¿0¿¿{"start":{"line":138,"column":39},"end":{"line":138,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1635¿IfStatement¿¿1748¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":140,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1636¿Identifier¿¿1748¿v173¿¿¿¿¿Identifier
1637¿ReturnStatement¿¿1748¿¿¿¿{"start":{"line":139,"column":6},"end":{"line":139,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1638¿BlockStatement¿¿1748¿¿¿¿{"start":{"line":138,"column":42},"end":{"line":140,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1639¿VariableDeclarator¿¿1748¿v174¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1640¿MemberExpression¿computed¿1748¿¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1641¿Identifier¿¿1748¿data¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1642¿Literal¿number¿1748¿¿0¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1643¿VariableDeclarator¿¿1748¿v175¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1644¿CallExpression¿¿1748¿¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1645¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1646¿Identifier¿¿1748¿v174¿¿¿¿¿Identifier
1647¿Identifier¿¿1748¿split¿¿¿{"start":{"line":143,"column":23},"end":{"line":143,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1648¿Literal¿string¿1748¿¿'\n'¿¿{"start":{"line":143,"column":29},"end":{"line":143,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1649¿VariableDeclarator¿¿1748¿v176¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1650¿CallExpression¿¿1748¿¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1651¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1652¿Identifier¿¿1748¿v175¿¿¿¿¿Identifier
1653¿Identifier¿¿1748¿slice¿¿¿{"start":{"line":143,"column":35},"end":{"line":143,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1654¿Literal¿number¿1748¿¿1¿¿{"start":{"line":143,"column":41},"end":{"line":143,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1655¿VariableDeclarator¿¿1748¿rows¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1656¿MemberExpression¿computed¿1748¿¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1657¿Identifier¿¿1748¿v176¿¿¿¿¿Identifier
1658¿Literal¿number¿1748¿¿0¿¿{"start":{"line":143,"column":44},"end":{"line":143,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1659¿VariableDeclarator¿¿1748¿v177¿¿¿{"start":{"line":144,"column":11},"end":{"line":144,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1660¿CallExpression¿¿1748¿¿¿¿{"start":{"line":144,"column":11},"end":{"line":144,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1661¿Identifier¿¿1748¿parseLinux¿¿¿{"start":{"line":144,"column":11},"end":{"line":144,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1662¿Identifier¿¿1748¿rows¿¿¿{"start":{"line":144,"column":22},"end":{"line":144,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1663¿Identifier¿¿1748¿servers¿¿¿{"start":{"line":144,"column":28},"end":{"line":144,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1664¿Literal¿boolean¿1748¿¿true¿¿{"start":{"line":144,"column":37},"end":{"line":144,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1665¿ReturnStatement¿¿1748¿¿¿¿{"start":{"line":144,"column":4},"end":{"line":144,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1666¿Identifier¿¿1748¿v177¿¿¿¿¿Identifier
1667¿BlockStatement¿¿1748¿¿¿¿{"start":{"line":136,"column":42},"end":{"line":145,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1668¿VariableDeclarator¿¿1748¿v178¿¿¿{"start":{"line":145,"column":13},"end":{"line":145,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1669¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":145,"column":13},"end":{"line":145,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1670¿Identifier¿¿1748¿process¿¿¿{"start":{"line":145,"column":13},"end":{"line":145,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1671¿Identifier¿¿1748¿platform¿¿¿{"start":{"line":145,"column":21},"end":{"line":145,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1672¿VariableDeclarator¿¿1748¿v179¿¿¿{"start":{"line":145,"column":13},"end":{"line":145,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1673¿CallExpression¿¿1748¿¿¿¿{"start":{"line":145,"column":13},"end":{"line":145,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1674¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":145,"column":13},"end":{"line":145,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1675¿Identifier¿¿1748¿v178¿¿¿¿¿Identifier
1676¿Identifier¿¿1748¿includes¿¿¿{"start":{"line":145,"column":30},"end":{"line":145,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1677¿Literal¿string¿1748¿¿'win32'¿¿{"start":{"line":145,"column":39},"end":{"line":145,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1678¿IfStatement¿¿1748¿¿¿¿{"start":{"line":145,"column":9},"end":{"line":147,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1679¿Identifier¿¿1748¿v179¿¿¿¿¿Identifier
1680¿ReturnStatement¿¿1748¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1681¿BlockStatement¿¿1748¿¿¿¿{"start":{"line":145,"column":49},"end":{"line":147,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1682¿BlockStatement¿¿1748¿¿¿¿¿¿BlockStatement
1683¿VariableDeclarator¿¿1748¿v180¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1684¿MemberExpression¿computed¿1748¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1685¿Identifier¿¿1748¿data¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1686¿Literal¿number¿1748¿¿0¿¿{"start":{"line":149,"column":23},"end":{"line":149,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1687¿VariableDeclarator¿¿1748¿v181¿¿¿{"start":{"line":149,"column":9},"end":{"line":149,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1688¿CallExpression¿¿1748¿¿¿¿{"start":{"line":149,"column":9},"end":{"line":149,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1689¿Identifier¿¿1748¿parseRow¿¿¿{"start":{"line":149,"column":9},"end":{"line":149,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1690¿Identifier¿¿1748¿v180¿¿¿¿¿Identifier
1691¿Identifier¿¿1748¿servers¿¿¿{"start":{"line":149,"column":27},"end":{"line":149,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1692¿ReturnStatement¿¿1748¿¿¿¿{"start":{"line":149,"column":2},"end":{"line":149,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1693¿Identifier¿¿1748¿v181¿¿¿¿¿Identifier
1694¿BlockStatement¿¿1748¿¿¿¿{"start":{"line":131,"column":25},"end":{"line":150,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1695¿VariableDeclarator¿¿1713¿unlock¿¿¿{"start":{"line":155,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1696¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":155,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1697¿Identifier¿¿0¿key¿¿¿{"start":{"line":155,"column":17},"end":{"line":155,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1698¿VariableDeclarator¿¿1754¿v182¿¿¿{"start":{"line":156,"column":9},"end":{"line":159,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1699¿FunctionExpression¿¿1754¿anon¿¿¿{"start":{"line":156,"column":9},"end":{"line":159,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1700¿Identifier¿¿0¿data¿¿¿{"start":{"line":156,"column":19},"end":{"line":156,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1701¿ExpressionStatement¿¿1756¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1702¿AssignmentExpression¿=¿1756¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿AssignmentExpression
1703¿MemberExpression¿computed¿1756¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1704¿Identifier¿¿1756¿lock¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1705¿Identifier¿¿1756¿key¿¿¿{"start":{"line":157,"column":9},"end":{"line":157,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1706¿Literal¿object¿1756¿¿null¿¿{"start":{"line":157,"column":16},"end":{"line":157,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1707¿ReturnStatement¿¿1756¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1708¿Identifier¿¿1756¿data¿¿¿{"start":{"line":158,"column":11},"end":{"line":158,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1709¿BlockStatement¿¿1756¿¿¿¿{"start":{"line":156,"column":25},"end":{"line":159,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1710¿ReturnStatement¿¿1754¿¿¿¿{"start":{"line":156,"column":2},"end":{"line":159,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1711¿Identifier¿¿1754¿v182¿¿¿¿¿Identifier
1712¿BlockStatement¿¿1754¿¿¿¿{"start":{"line":155,"column":22},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1713¿CFG_F_START¿¿1713¿__main__¿¿¿¿¿CFG_F_START
1714¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1715¿CFG_F_START¿¿1715¿1058_anon¿¿¿¿¿CFG_F_START
1716¿CFG_F_END¿¿0¿1058_anon¿¿¿¿¿CFG_F_END
1717¿CFG_IF_END¿¿0¿1088¿¿¿¿¿CFG_IF_END
1718¿CFG_F_START¿¿1718¿1132_anon¿¿¿¿¿CFG_F_START
1719¿CFG_F_END¿¿0¿1132_anon¿¿¿¿¿CFG_F_END
1720¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1721¿CFG_IF_END¿¿0¿1180¿¿¿¿¿CFG_IF_END
1722¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1723¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1724¿CFG_F_START¿¿1724¿1263_anon¿¿¿¿¿CFG_F_START
1725¿CFG_F_END¿¿0¿1263_anon¿¿¿¿¿CFG_F_END
1726¿CFG_F_START¿¿1726¿1280_anon¿¿¿¿¿CFG_F_START
1727¿CFG_F_END¿¿0¿1280_anon¿¿¿¿¿CFG_F_END
1728¿CFG_F_START¿¿1728¿1283_anon¿¿¿¿¿CFG_F_START
1729¿CFG_F_END¿¿0¿1283_anon¿¿¿¿¿CFG_F_END
1730¿CFG_F_START¿¿1730¿1319_anon¿¿¿¿¿CFG_F_START
1731¿CFG_F_END¿¿0¿1319_anon¿¿¿¿¿CFG_F_END
1732¿CFG_F_START¿¿1732¿1343_anon¿¿¿¿¿CFG_F_START
1733¿CFG_F_END¿¿0¿1343_anon¿¿¿¿¿CFG_F_END
1734¿CFG_F_START¿¿1734¿1361_anon¿¿¿¿¿CFG_F_START
1735¿CFG_F_END¿¿0¿1361_anon¿¿¿¿¿CFG_F_END
1736¿CFG_IF_END¿¿0¿1377¿¿¿¿¿CFG_IF_END
1737¿CFG_F_START¿¿1737¿1407_anon¿¿¿¿¿CFG_F_START
1738¿CFG_F_END¿¿0¿1407_anon¿¿¿¿¿CFG_F_END
1739¿CFG_F_START¿¿1739¿1461_anon¿¿¿¿¿CFG_F_START
1740¿CFG_F_END¿¿0¿1461_anon¿¿¿¿¿CFG_F_END
1741¿CFG_IF_END¿¿0¿1442¿¿¿¿¿CFG_IF_END
1742¿CFG_IF_END¿¿0¿1394¿¿¿¿¿CFG_IF_END
1743¿CFG_F_START¿¿1743¿1503_anon¿¿¿¿¿CFG_F_START
1744¿CFG_F_END¿¿0¿1503_anon¿¿¿¿¿CFG_F_END
