Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
882¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":126,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Program
1491¿Identifier¿¿1570¿path¿¿¿{"start":{"line":118,"column":43},"end":{"line":118,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1492¿Identifier¿¿1570¿dirname¿¿¿{"start":{"line":118,"column":48},"end":{"line":118,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1493¿Identifier¿¿1570¿hereReal¿¿¿{"start":{"line":118,"column":56},"end":{"line":118,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1494¿VariableDeclarator¿¿1570¿v172¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1495¿IfStatement¿¿1570¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1496¿Identifier¿¿1570¿v170¿¿¿¿¿Identifier
1497¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1498¿AssignmentExpression¿=¿1570¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿AssignmentExpression
1499¿Identifier¿¿1570¿v172¿¿¿¿¿Identifier
1500¿Identifier¿¿1570¿v171¿¿¿¿¿Identifier
1501¿BlockStatement¿¿1570¿¿¿¿¿¿BlockStatement
1502¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1503¿AssignmentExpression¿=¿1570¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿AssignmentExpression
1504¿Identifier¿¿1570¿v172¿¿¿¿¿Identifier
1505¿Literal¿object¿1570¿¿null¿¿{"start":{"line":118,"column":68},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1506¿BlockStatement¿¿1570¿¿¿¿¿¿BlockStatement
1507¿VariableDeclarator¿¿1570¿v173¿¿¿{"start":{"line":115,"column":13},"end":{"line":122,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1508¿ObjectExpression¿¿1570¿¿¿¿{"start":{"line":115,"column":13},"end":{"line":122,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ObjectExpression
1509¿Property¿¿1570¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1510¿Identifier¿¿1570¿current_path¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1511¿Identifier¿¿1570¿hereReal¿¿¿{"start":{"line":116,"column":20},"end":{"line":116,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1512¿Property¿¿1570¿¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1513¿Identifier¿¿1570¿is_root¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1514¿Identifier¿¿1570¿v169¿¿¿¿¿Identifier
1515¿Property¿¿1570¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1516¿Identifier¿¿1570¿parent_path¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1517¿Identifier¿¿1570¿v172¿¿¿¿¿Identifier
1518¿Property¿¿1570¿¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1519¿Identifier¿¿1570¿directories¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1520¿Identifier¿¿1570¿directories¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1521¿Property¿¿1570¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1522¿Identifier¿¿1570¿files¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1523¿Identifier¿¿1570¿files¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1524¿Property¿¿1570¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1525¿Identifier¿¿1570¿filter¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1526¿Identifier¿¿1570¿filter¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1527¿VariableDeclarator¿¿1570¿v174¿¿¿{"start":{"line":115,"column":4},"end":{"line":122,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1528¿CallExpression¿¿1570¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":122,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1529¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1530¿Identifier¿¿1570¿res¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1531¿Identifier¿¿1570¿json¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1532¿Identifier¿¿1570¿v173¿¿¿¿¿Identifier
1533¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":122,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1534¿Identifier¿¿1570¿v174¿¿¿¿¿Identifier
1535¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":47,"column":67},"end":{"line":123,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1536¿VariableDeclarator¿¿1567¿v176¿¿¿{"start":{"line":47,"column":2},"end":{"line":123,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1537¿CallExpression¿¿1567¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":123,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1538¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1539¿Identifier¿¿1567¿fs¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1540¿Identifier¿¿1567¿readdir¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1541¿Identifier¿¿1567¿targetDir¿¿¿{"start":{"line":47,"column":13},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1542¿Identifier¿¿1567¿v119¿¿¿¿¿Identifier
1543¿Identifier¿¿1567¿v175¿¿¿¿¿Identifier
1544¿ExpressionStatement¿¿1567¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":123,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1545¿Identifier¿¿1567¿v176¿¿¿¿¿Identifier
1546¿BlockStatement¿¿1567¿¿¿¿{"start":{"line":27,"column":36},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1547¿VariableDeclarator¿¿1562¿v178¿¿¿{"start":{"line":27,"column":0},"end":{"line":124,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1548¿CallExpression¿¿1562¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":124,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1549¿MemberExpression¿¿1562¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1550¿Identifier¿¿1562¿router¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1551¿Identifier¿¿1562¿get¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1552¿Literal¿string¿1562¿¿'/browse'¿¿{"start":{"line":27,"column":11},"end":{"line":27,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1553¿Identifier¿¿1562¿v177¿¿¿¿¿Identifier
1554¿ExpressionStatement¿¿1562¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":124,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1555¿Identifier¿¿1562¿v178¿¿¿¿¿Identifier
1556¿ExpressionStatement¿¿1562¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1557¿AssignmentExpression¿=¿1562¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿AssignmentExpression
1558¿MemberExpression¿¿1562¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1559¿Identifier¿¿1562¿module¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1560¿Identifier¿¿1562¿exports¿¿¿{"start":{"line":126,"column":7},"end":{"line":126,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1561¿Identifier¿¿1562¿router¿¿¿{"start":{"line":126,"column":17},"end":{"line":126,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1562¿CFG_F_START¿¿1562¿__main__¿¿¿¿¿CFG_F_START
1563¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1564¿CFG_F_START¿¿1564¿926_anon¿¿¿¿¿CFG_F_START
1565¿CFG_F_END¿¿0¿926_anon¿¿¿¿¿CFG_F_END
1566¿CFG_IF_END¿¿0¿947¿¿¿¿¿CFG_IF_END
1567¿CFG_F_START¿¿1567¿996_anon¿¿¿¿¿CFG_F_START
1568¿CFG_F_END¿¿0¿996_anon¿¿¿¿¿CFG_F_END
1569¿CFG_IF_END¿¿0¿1076¿¿¿¿¿CFG_IF_END
1570¿CFG_F_START¿¿1570¿1115_anon¿¿¿¿¿CFG_F_START
1571¿CFG_F_END¿¿0¿1115_anon¿¿¿¿¿CFG_F_END
1572¿CFG_IF_END¿¿0¿1118¿¿¿¿¿CFG_IF_END
1573¿CFG_IF_END¿¿0¿1192¿¿¿¿¿CFG_IF_END
1574¿CFG_IF_END¿¿0¿1180¿¿¿¿¿CFG_IF_END
1575¿CFG_F_START¿¿1575¿1219_anon¿¿¿¿¿CFG_F_START
1576¿CFG_F_END¿¿0¿1219_anon¿¿¿¿¿CFG_F_END
1577¿CFG_IF_END¿¿0¿1243¿¿¿¿¿CFG_IF_END
1578¿CFG_IF_END¿¿0¿1254¿¿¿¿¿CFG_IF_END
1579¿CFG_IF_END¿¿0¿1313¿¿¿¿¿CFG_IF_END
1580¿CFG_IF_END¿¿0¿1294¿¿¿¿¿CFG_IF_END
1581¿CFG_IF_END¿¿0¿1263¿¿¿¿¿CFG_IF_END
1582¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1583¿CFG_F_START¿¿1583¿1402_anon¿¿¿¿¿CFG_F_START
1584¿CFG_F_END¿¿0¿1402_anon¿¿¿¿¿CFG_F_END
1585¿CFG_IF_END¿¿0¿1409¿¿¿¿¿CFG_IF_END
1586¿CFG_IF_END¿¿0¿1421¿¿¿¿¿CFG_IF_END
1587¿CFG_F_START¿¿1587¿1452_anon¿¿¿¿¿CFG_F_START
1588¿CFG_F_END¿¿0¿1452_anon¿¿¿¿¿CFG_F_END
1589¿CFG_IF_END¿¿0¿1495¿¿¿¿¿CFG_IF_END
1590¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1591¿PDG_CALL¿¿1562¿1562.CALL->require-o171¿¿¿¿¿PDG_CALL
1592¿PDG_OBJECT¿¿0¿1562.express-o172¿¿¿¿¿PDG_OBJECT
1593¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1594¿PDG_CALL¿¿1562¿1562.CALL->express.Router-o173¿¿¿¿¿PDG_CALL
1595¿PDG_OBJECT¿¿0¿1562.router-o174¿¿¿¿¿PDG_OBJECT
1596¿PDG_CALL¿¿1562¿1562.CALL->require-o175¿¿¿¿¿PDG_CALL
1597¿PDG_OBJECT¿¿0¿1562.fs-o176¿¿¿¿¿PDG_OBJECT
1598¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1599¿PDG_CALL¿¿1562¿1562.CALL->require-o177¿¿¿¿¿PDG_CALL
1600¿PDG_OBJECT¿¿0¿1562.path-o178¿¿¿¿¿PDG_OBJECT
1601¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1602¿PDG_OBJECT¿¿0¿1562.process-o179¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1562.process.env-o180¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1562.v90.MEMGRAPH_ROOT-o181¿¿¿¿¿PDG_OBJECT
1605¿PDG_CALL¿¿1562¿1562.CALL->path.join-o182¿¿¿¿¿PDG_CALL
1606¿PDG_OBJECT¿¿0¿1562.v92-o183¿¿¿¿¿PDG_OBJECT
1607¿PDG_CALL¿¿1562¿1562.CALL->path.resolve-o184¿¿¿¿¿PDG_CALL
1608¿PDG_OBJECT¿¿0¿1562.BASE_DIR-o185¿¿¿¿¿PDG_OBJECT
1609¿PDG_OBJECT¿¿0¿1564.this-o186¿¿¿¿¿PDG_OBJECT
1610¿PDG_OBJECT¿¿0¿1564.candidate-o187¿¿¿¿¿PDG_OBJECT
1611¿PDG_OBJECT¿¿0¿1562.safeInsideBase-o188¿¿¿¿¿PDG_OBJECT
1612¿PDG_OBJECT¿¿0¿1567.this-o189¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1567.req-o190¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1567.res-o191¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1562.v177-o192¿¿¿¿¿PDG_OBJECT
1616¿PDG_CALL¿¿1562¿1562.CALL->router.get-o193¿¿¿¿¿PDG_CALL
1617¿PDG_OBJECT¿¿0¿1562.v178-o194¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1562.module-o195¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1562.module.exports-o196¿¿¿¿¿PDG_OBJECT
1620¿PDG_CALL¿¿1564¿1564.CALL->fs.realpathSync-o197¿¿¿¿¿PDG_CALL
1621¿PDG_OBJECT¿¿0¿1564.baseReal-o198¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1564.candReal-o199¿¿¿¿¿PDG_OBJECT
1623¿PDG_CALL¿¿1564¿1564.CALL->fs.existsSync-o200¿¿¿¿¿PDG_CALL
1624¿PDG_OBJECT¿¿0¿1564.v94-o201¿¿¿¿¿PDG_OBJECT
1625¿PDG_CALL¿¿1564¿1564.CALL->fs.realpathSync-o202¿¿¿¿¿PDG_CALL
1626¿PDG_OBJECT¿¿0¿1564.v95-o203¿¿¿¿¿PDG_OBJECT
1627¿PDG_CALL¿¿1564¿1564.CALL->path.relative-o204¿¿¿¿¿PDG_CALL
1628¿PDG_OBJECT¿¿0¿1564.rel-o205¿¿¿¿¿PDG_OBJECT
1629¿PDG_CALL¿¿1564¿1564.CALL->rel.startsWith-o206¿¿¿¿¿PDG_CALL
1630¿PDG_OBJECT¿¿0¿1564.v96-o207¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1564.v98-o208¿¿¿¿¿PDG_OBJECT
1632¿PDG_CALL¿¿1564¿1564.CALL->path.isAbsolute-o209¿¿¿¿¿PDG_CALL
1633¿PDG_OBJECT¿¿0¿1564.v99-o210¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1564.v101-o211¿¿¿¿¿PDG_OBJECT
1635¿PDG_RETURN¿¿0¿1564.RET_OBJ-o212¿¿¿¿¿PDG_RETURN
1636¿PDG_CALL¿¿1567¿1567.CALL->console.log-o213¿¿¿¿¿PDG_CALL
1637¿PDG_OBJECT¿¿0¿1567.v102-o214¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1567.req.query-o215¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1567.v103.path-o216¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1567.v105-o217¿¿¿¿¿PDG_OBJECT
1641¿PDG_CALL¿¿1567¿1567.CALL->String-o218¿¿¿¿¿PDG_CALL
1642¿PDG_OBJECT¿¿0¿1567.requestedPath-o219¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1567.v106.filter-o220¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1567.v108-o221¿¿¿¿¿PDG_OBJECT
1645¿PDG_CALL¿¿1567¿1567.CALL->String-o222¿¿¿¿¿PDG_CALL
1646¿PDG_OBJECT¿¿0¿1567.filter-o223¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1567.v109-o224¿¿¿¿¿PDG_OBJECT
1648¿PDG_CALL¿¿1567¿1567.CALL->console.log-o225¿¿¿¿¿PDG_CALL
1649¿PDG_OBJECT¿¿0¿1567.v110-o226¿¿¿¿¿PDG_OBJECT
1650¿PDG_CALL¿¿1567¿1567.CALL->requestedPath.replace-o227¿¿¿¿¿PDG_CALL
1651¿PDG_OBJECT¿¿0¿1567.v111-o228¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1567.v112-o229¿¿¿¿¿PDG_OBJECT
1653¿PDG_CALL¿¿1567¿1567.CALL->path.resolve-o230¿¿¿¿¿PDG_CALL
1654¿PDG_OBJECT¿¿0¿1567.targetDir-o231¿¿¿¿¿PDG_OBJECT
1655¿PDG_CALL¿¿1567¿1567.CALL->safeInsideBase-o232¿¿¿¿¿PDG_CALL
1656¿PDG_OBJECT¿¿0¿1567.v113-o233¿¿¿¿¿PDG_OBJECT
1657¿PDG_CALL¿¿1567¿1567.CALL->console.error-o234¿¿¿¿¿PDG_CALL
1658¿PDG_OBJECT¿¿0¿1567.v115-o235¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1567¿1567.CALL->res.status-o236¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1567.v116-o237¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿0¿1567.v117-o238¿¿¿¿¿PDG_OBJECT
1662¿PDG_CALL¿¿1567¿1567.CALL->v116.json-o239¿¿¿¿¿PDG_CALL
1663¿PDG_OBJECT¿¿0¿1567.v118-o240¿¿¿¿¿PDG_OBJECT
1664¿PDG_RETURN¿¿0¿1567.RET_OBJ-o241¿¿¿¿¿PDG_RETURN
1665¿PDG_OBJECT¿¿0¿1567.v119-o242¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1570.this-o243¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1570.err-o244¿¿¿¿¿PDG_OBJECT
1668¿PDG_OBJECT¿¿0¿1570.entries-o245¿¿¿¿¿PDG_OBJECT
1669¿PDG_OBJECT¿¿0¿1567.v175-o246¿¿¿¿¿PDG_OBJECT
1670¿PDG_CALL¿¿1567¿1567.CALL->fs.readdir-o247¿¿¿¿¿PDG_CALL
1671¿PDG_OBJECT¿¿0¿1567.v176-o248¿¿¿¿¿PDG_OBJECT
1672¿PDG_OBJECT¿¿0¿1570.err.message-o249¿¿¿¿¿PDG_OBJECT
1673¿PDG_CALL¿¿1570¿1570.CALL->console.error-o250¿¿¿¿¿PDG_CALL
1674¿PDG_OBJECT¿¿0¿1570.v121-o251¿¿¿¿¿PDG_OBJECT
1675¿PDG_CALL¿¿1570¿1570.CALL->res.status-o252¿¿¿¿¿PDG_CALL
1676¿PDG_OBJECT¿¿0¿1570.v122-o253¿¿¿¿¿PDG_OBJECT
1677¿PDG_OBJECT¿¿0¿1570.v124-o254¿¿¿¿¿PDG_OBJECT
1678¿PDG_CALL¿¿1570¿1570.CALL->v122.json-o255¿¿¿¿¿PDG_CALL
1679¿PDG_OBJECT¿¿0¿1570.v125-o256¿¿¿¿¿PDG_OBJECT
1680¿PDG_RETURN¿¿0¿1570.RET_OBJ-o257¿¿¿¿¿PDG_RETURN
1681¿PDG_OBJECT¿¿0¿1570.files-o258¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿0¿1570.directories-o259¿¿¿¿¿PDG_OBJECT
1683¿PDG_CALL¿¿1570¿1570.CALL->fs.realpathSync-o260¿¿¿¿¿PDG_CALL
1684¿PDG_OBJECT¿¿0¿1570.baseReal-o261¿¿¿¿¿PDG_OBJECT
1685¿PDG_CALL¿¿1570¿1570.CALL->fs.realpathSync-o262¿¿¿¿¿PDG_CALL
1686¿PDG_OBJECT¿¿0¿1570.hereReal-o263¿¿¿¿¿PDG_OBJECT
1687¿PDG_OBJECT¿¿0¿1570.v126-o264¿¿¿¿¿PDG_OBJECT
1688¿PDG_CALL¿¿1570¿1570.CALL->path.dirname-o265¿¿¿¿¿PDG_CALL
1689¿PDG_OBJECT¿¿0¿1570.parent-o266¿¿¿¿¿PDG_OBJECT
1690¿PDG_CALL¿¿1570¿1570.CALL->safeInsideBase-o267¿¿¿¿¿PDG_CALL
1691¿PDG_OBJECT¿¿0¿1570.v127-o268¿¿¿¿¿PDG_OBJECT
1692¿PDG_OBJECT¿¿0¿1570.v128-o269¿¿¿¿¿PDG_OBJECT
1693¿PDG_CALL¿¿1570¿1570.CALL->directories.push-o270¿¿¿¿¿PDG_CALL
