Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5201¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":617,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Program
5857¿VariableDeclarator¿¿9200¿v578¿¿¿{"start":{"line":108,"column":11},"end":{"line":108,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5858¿CallExpression¿¿9200¿¿¿¿{"start":{"line":108,"column":11},"end":{"line":108,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5859¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":108,"column":11},"end":{"line":108,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5860¿Identifier¿¿9200¿fs¿¿¿{"start":{"line":108,"column":11},"end":{"line":108,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5861¿Identifier¿¿9200¿existsSync¿¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5862¿Identifier¿¿9200¿schemaPath¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5863¿VariableDeclarator¿¿9200¿v579¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5864¿UnaryExpression¿!¿9200¿¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿UnaryExpression
5865¿Identifier¿¿9200¿v578¿¿¿¿¿Identifier
5866¿IfStatement¿¿9200¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":111,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
5867¿Identifier¿¿9200¿v579¿¿¿¿¿Identifier
5868¿VariableDeclarator¿¿9200¿v580¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5869¿CallExpression¿¿9200¿¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5870¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5871¿Identifier¿¿9200¿chalk¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5872¿Identifier¿¿9200¿red¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5873¿Literal¿string¿9200¿¿'✗ Schema file not found'¿¿{"start":{"line":109,"column":32},"end":{"line":109,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5874¿VariableDeclarator¿¿9200¿v581¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5875¿CallExpression¿¿9200¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5876¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5877¿Identifier¿¿9200¿console¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5878¿Identifier¿¿9200¿error¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5879¿Identifier¿¿9200¿v580¿¿¿¿¿Identifier
5880¿ExpressionStatement¿¿9200¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5881¿Identifier¿¿9200¿v581¿¿¿¿¿Identifier
5882¿ReturnStatement¿¿9200¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ReturnStatement
5883¿Literal¿boolean¿9200¿¿false¿¿{"start":{"line":110,"column":15},"end":{"line":110,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5884¿BlockStatement¿¿9200¿¿¿¿{"start":{"line":108,"column":38},"end":{"line":111,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5885¿VariableDeclarator¿¿9200¿schema¿¿¿{"start":{"line":113,"column":12},"end":{"line":113,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5886¿CallExpression¿¿9200¿¿¿¿{"start":{"line":113,"column":21},"end":{"line":113,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5887¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":113,"column":21},"end":{"line":113,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5888¿Identifier¿¿9200¿JSON¿¿¿{"start":{"line":113,"column":21},"end":{"line":113,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5889¿Identifier¿¿9200¿parse¿¿¿{"start":{"line":113,"column":26},"end":{"line":113,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5890¿AwaitExpression¿¿9200¿¿¿¿{"start":{"line":113,"column":32},"end":{"line":113,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AwaitExpression
5891¿CallExpression¿¿9200¿¿¿¿{"start":{"line":113,"column":38},"end":{"line":113,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5892¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":113,"column":38},"end":{"line":113,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5893¿ThisExpression¿¿9200¿¿¿¿{"start":{"line":113,"column":38},"end":{"line":113,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5894¿Identifier¿¿9200¿safeReadFile¿¿¿{"start":{"line":113,"column":43},"end":{"line":113,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5895¿Identifier¿¿9200¿schemaPath¿¿¿{"start":{"line":113,"column":56},"end":{"line":113,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5896¿Literal¿string¿9200¿¿'utf8'¿¿{"start":{"line":113,"column":68},"end":{"line":113,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5897¿VariableDeclarator¿¿9200¿v582¿¿¿{"start":{"line":114,"column":26},"end":{"line":114,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5898¿ObjectExpression¿¿9200¿¿¿¿{"start":{"line":114,"column":26},"end":{"line":114,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ObjectExpression
5899¿Property¿¿9200¿¿¿¿{"start":{"line":114,"column":28},"end":{"line":114,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Property
5900¿Identifier¿¿9200¿allErrors¿¿¿{"start":{"line":114,"column":28},"end":{"line":114,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5901¿Literal¿boolean¿9200¿¿true¿¿{"start":{"line":114,"column":39},"end":{"line":114,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5902¿VariableDeclarator¿¿9200¿ajv¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5903¿NewExpression¿¿9200¿¿¿¿{"start":{"line":114,"column":18},"end":{"line":114,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿NewExpression
5904¿Identifier¿¿9200¿Ajv¿¿¿{"start":{"line":114,"column":22},"end":{"line":114,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5905¿Identifier¿¿9200¿v582¿¿¿¿¿Identifier
5906¿VariableDeclarator¿¿9200¿validate¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5907¿CallExpression¿¿9200¿¿¿¿{"start":{"line":115,"column":23},"end":{"line":115,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5908¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":115,"column":23},"end":{"line":115,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5909¿Identifier¿¿9200¿ajv¿¿¿{"start":{"line":115,"column":23},"end":{"line":115,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5910¿Identifier¿¿9200¿compile¿¿¿{"start":{"line":115,"column":27},"end":{"line":115,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5911¿Identifier¿¿9200¿schema¿¿¿{"start":{"line":115,"column":35},"end":{"line":115,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5912¿VariableDeclarator¿¿9200¿valid¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5913¿CallExpression¿¿9200¿¿¿¿{"start":{"line":116,"column":20},"end":{"line":116,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5914¿Identifier¿¿9200¿validate¿¿¿{"start":{"line":116,"column":20},"end":{"line":116,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5915¿Identifier¿¿9200¿lopData¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5916¿IfStatement¿¿9200¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":132,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
5917¿Identifier¿¿9200¿valid¿¿¿{"start":{"line":118,"column":10},"end":{"line":118,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5918¿VariableDeclarator¿¿9200¿v583¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5919¿CallExpression¿¿9200¿¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5920¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5921¿Identifier¿¿9200¿chalk¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5922¿Identifier¿¿9200¿green¿¿¿{"start":{"line":119,"column":26},"end":{"line":119,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5923¿Literal¿string¿9200¿¿'✅ LOP validation successful!'¿¿{"start":{"line":119,"column":32},"end":{"line":119,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5924¿VariableDeclarator¿¿9200¿v584¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5925¿CallExpression¿¿9200¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5926¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5927¿Identifier¿¿9200¿console¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5928¿Identifier¿¿9200¿log¿¿¿{"start":{"line":119,"column":16},"end":{"line":119,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5929¿Identifier¿¿9200¿v583¿¿¿¿¿Identifier
5930¿ExpressionStatement¿¿9200¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5931¿Identifier¿¿9200¿v584¿¿¿¿¿Identifier
5932¿VariableDeclarator¿¿9200¿v585¿¿¿{"start":{"line":120,"column":42},"end":{"line":120,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5933¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":120,"column":42},"end":{"line":120,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5934¿Identifier¿¿9200¿lopData¿¿¿{"start":{"line":120,"column":42},"end":{"line":120,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5935¿Identifier¿¿9200¿metadata¿¿¿{"start":{"line":120,"column":50},"end":{"line":120,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5936¿VariableDeclarator¿¿9200¿v586¿¿¿{"start":{"line":120,"column":42},"end":{"line":120,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5937¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":120,"column":42},"end":{"line":120,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5938¿Identifier¿¿9200¿v585¿¿¿¿¿Identifier
5939¿Identifier¿¿9200¿name¿¿¿{"start":{"line":120,"column":59},"end":{"line":120,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5940¿VariableDeclarator¿¿9200¿v587¿¿¿{"start":{"line":120,"column":31},"end":{"line":120,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5941¿TemplateLiteral¿¿9200¿¿¿¿{"start":{"line":120,"column":31},"end":{"line":120,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
