Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
843¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":195,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Program
1516¿PDG_OBJECT¿¿0¿1462.v61-o211¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1462.v61.regenerateHTTPSCertificate-o212¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1462.shellCommand-o213¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1462.v61-o214¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1462.v61.shellCommand-o215¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1462.wpCommand-o216¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1462.v61-o217¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿0¿1462.v61.wpCommand-o218¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1462.module-o219¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1462.module.exports-o220¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1464.this-o221¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1464.commandArgs-o222¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1464.container-o223¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1468.this-o224¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1468.command-o225¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1468.captureOutput-o226¿¿¿¿¿PDG_OBJECT
1532¿PDG_OBJECT¿¿0¿1470.this-o227¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1470.sql-o228¿¿¿¿¿PDG_OBJECT
1534¿PDG_OBJECT¿¿0¿1470.selectDatabase-o229¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿0¿1473.this-o230¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1473.hosts-o231¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1477.this-o232¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1477.cwd-o233¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1477.command-o234¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1477.args-o235¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1477.captureOutput-o236¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1484.this-o237¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿0¿1484.commandArgs-o238¿¿¿¿¿PDG_OBJECT
1544¿PDG_OBJECT¿¿0¿1484.container-o239¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1464.environment.currentSiteName-o240¿¿¿¿¿PDG_OBJECT
1546¿PDG_OBJECT¿¿0¿1464.config.default_php_container-o241¿¿¿¿¿PDG_OBJECT
1547¿PDG_CALL¿¿1464¿1464.CALL->console.error-o242¿¿¿¿¿PDG_CALL
1548¿PDG_OBJECT¿¿0¿1464.v64-o243¿¿¿¿¿PDG_OBJECT
1549¿PDG_CALL¿¿1464¿1464.CALL->process.exit-o244¿¿¿¿¿PDG_CALL
1550¿PDG_OBJECT¿¿0¿1464.v65-o245¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1464.workdir-o246¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1464.composeArgs-o247¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1464.composeArgs.0-o248¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1464.composeArgs.1-o249¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1464.composeArgs.2-o250¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1464.composeArgs.3-o251¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1464.composeArgs.4-o252¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1464.composeArgs.5-o253¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1464.composeArgs.6-o254¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1464.composeArgs.7-o255¿¿¿¿¿PDG_OBJECT
1561¿PDG_CALL¿¿1464¿1464.CALL->composeCommand-o256¿¿¿¿¿PDG_CALL
1562¿PDG_OBJECT¿¿0¿1464.v66-o257¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1468.environment.runDirectory-o258¿¿¿¿¿PDG_OBJECT
1564¿PDG_CALL¿¿1468¿1468.CALL->shellCommand-o259¿¿¿¿¿PDG_CALL
1565¿PDG_OBJECT¿¿0¿1468.v68-o260¿¿¿¿¿PDG_OBJECT
1566¿PDG_RETURN¿¿0¿1468.RET_OBJ-o261¿¿¿¿¿PDG_RETURN
1567¿PDG_OBJECT¿¿0¿1470.v70-o262¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1470.v72-o263¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1470.v73-o264¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1470.sql-o265¿¿¿¿¿PDG_OBJECT
1571¿PDG_OBJECT¿¿0¿1470.v75-o266¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1470.v75.0-o267¿¿¿¿¿PDG_OBJECT
1573¿PDG_OBJECT¿¿0¿1470.v75.1-o268¿¿¿¿¿PDG_OBJECT
1574¿PDG_OBJECT¿¿0¿1470.v75.2-o269¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1470.v75.3-o270¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1470.v75.4-o271¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1470.v75.5-o272¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1470.v75.6-o273¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1470.v75.7-o274¿¿¿¿¿PDG_OBJECT
1580¿PDG_CALL¿¿1470¿1470.CALL->composeCommand-o275¿¿¿¿¿PDG_CALL
1581¿PDG_OBJECT¿¿0¿1470.v76-o276¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1473.environment.appHomeDirectory-o277¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1473.v78-o278¿¿¿¿¿PDG_OBJECT
1584¿PDG_OBJECT¿¿0¿1473.v78.0-o279¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1473.v78.1-o280¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1473.v78.2-o281¿¿¿¿¿PDG_OBJECT
1587¿PDG_OBJECT¿¿0¿1473.v78.3-o282¿¿¿¿¿PDG_OBJECT
1588¿PDG_OBJECT¿¿0¿1473.v78.4-o283¿¿¿¿¿PDG_OBJECT
1589¿PDG_CALL¿¿1473¿1473.CALL->shellCommand-o284¿¿¿¿¿PDG_CALL
1590¿PDG_OBJECT¿¿0¿1473.v79-o285¿¿¿¿¿PDG_OBJECT
1591¿PDG_CALL¿¿1473¿1473.CALL->hosts.unshift-o286¿¿¿¿¿PDG_CALL
1592¿PDG_OBJECT¿¿0¿1473.v80-o287¿¿¿¿¿PDG_OBJECT
1593¿PDG_OBJECT¿¿0¿1475.this-o288¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1475.host-o289¿¿¿¿¿PDG_OBJECT
1595¿PDG_OBJECT¿¿0¿1473.v82-o290¿¿¿¿¿PDG_OBJECT
1596¿PDG_CALL¿¿1473¿1473.CALL->hosts.map-o291¿¿¿¿¿PDG_CALL
1597¿PDG_OBJECT¿¿0¿1473.altNames-o292¿¿¿¿¿PDG_OBJECT
1598¿PDG_OBJECT¿¿0¿1473.v83-o293¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1473.attrs-o294¿¿¿¿¿PDG_OBJECT
1600¿PDG_OBJECT¿¿0¿1473.attrs.0-o295¿¿¿¿¿PDG_OBJECT
1601¿PDG_OBJECT¿¿0¿1473.v84-o296¿¿¿¿¿PDG_OBJECT
1602¿PDG_OBJECT¿¿0¿1473.v85-o297¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1473.v86-o298¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1473.v86.0-o299¿¿¿¿¿PDG_OBJECT
1605¿PDG_OBJECT¿¿0¿1473.v86.1-o300¿¿¿¿¿PDG_OBJECT
1606¿PDG_OBJECT¿¿0¿1473.options-o301¿¿¿¿¿PDG_OBJECT
1607¿PDG_OBJECT¿¿0¿1473.options-o302¿¿¿¿¿PDG_OBJECT
1608¿PDG_OBJECT¿¿0¿1473.options.algorithm-o303¿¿¿¿¿PDG_OBJECT
1609¿PDG_OBJECT¿¿0¿1473.options-o304¿¿¿¿¿PDG_OBJECT
1610¿PDG_OBJECT¿¿0¿1473.options.days-o305¿¿¿¿¿PDG_OBJECT
1611¿PDG_OBJECT¿¿0¿1473.options-o306¿¿¿¿¿PDG_OBJECT
1612¿PDG_OBJECT¿¿0¿1473.options.extensions-o307¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1473.options-o308¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1473.options.keySize-o309¿¿¿¿¿PDG_OBJECT
1615¿PDG_CALL¿¿1473¿1473.CALL->selfsigned.generate-o310¿¿¿¿¿PDG_CALL
1616¿PDG_OBJECT¿¿0¿1473.pems-o311¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1473.environment.httpsCertificateCertPath-o312¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1473.pems.cert-o313¿¿¿¿¿PDG_OBJECT
1619¿PDG_CALL¿¿1473¿1473.CALL->fs.writeFileSync-o314¿¿¿¿¿PDG_CALL
1620¿PDG_OBJECT¿¿0¿1473.v89-o315¿¿¿¿¿PDG_OBJECT
1621¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1622¿PDG_OBJECT¿¿0¿1473.environment.httpsCertificateKeyPath-o316¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1473.pems.private-o317¿¿¿¿¿PDG_OBJECT
1624¿PDG_CALL¿¿1473¿1473.CALL->fs.writeFileSync-o318¿¿¿¿¿PDG_CALL
1625¿PDG_OBJECT¿¿0¿1473.v92-o319¿¿¿¿¿PDG_OBJECT
1626¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1627¿PDG_OBJECT¿¿0¿1473.v95-o320¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1473.v95.0-o321¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1473.v95.1-o322¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1473.v95.2-o323¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1473.v95.3-o324¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1473.v95.4-o325¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1473.v95.5-o326¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1473.v95.6-o327¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1473.v95.7-o328¿¿¿¿¿PDG_OBJECT
1636¿PDG_CALL¿¿1473¿1473.CALL->shellCommand-o329¿¿¿¿¿PDG_CALL
1637¿PDG_OBJECT¿¿0¿1473.v96-o330¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1475.v81-o331¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1475.v81-o332¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1475.v81.type-o333¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1475.v81-o334¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1475.v81.value-o335¿¿¿¿¿PDG_OBJECT
1643¿PDG_RETURN¿¿0¿1475.RET_OBJ-o336¿¿¿¿¿PDG_RETURN
1644¿PDG_OBJECT¿¿0¿1477.v97-o337¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1477.v98-o338¿¿¿¿¿PDG_OBJECT
1646¿PDG_CALL¿¿1477¿1477.CALL->childProcess.spawnSync-o339¿¿¿¿¿PDG_CALL
1647¿PDG_OBJECT¿¿0¿1477.result-o340¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1477.stderr-o341¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1477.result.stderr-o342¿¿¿¿¿PDG_OBJECT
1650¿PDG_CALL¿¿1477¿1477.CALL->v100.toString-o343¿¿¿¿¿PDG_CALL
1651¿PDG_OBJECT¿¿0¿1477.v101-o344¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1477.stdout-o345¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1477.result.stdout-o346¿¿¿¿¿PDG_OBJECT
1654¿PDG_CALL¿¿1477¿1477.CALL->v103.toString-o347¿¿¿¿¿PDG_CALL
1655¿PDG_OBJECT¿¿0¿1477.v104-o348¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1477.stdout.length-o349¿¿¿¿¿PDG_OBJECT
1657¿PDG_CALL¿¿1477¿1477.CALL->stdout.trim-o350¿¿¿¿¿PDG_CALL
1658¿PDG_OBJECT¿¿0¿1477.v106-o351¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1477¿1477.CALL->stderr.trim-o352¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1477.v107-o353¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿0¿1477.v108-o354¿¿¿¿¿PDG_OBJECT
1662¿PDG_RETURN¿¿0¿1477.RET_OBJ-o355¿¿¿¿¿PDG_RETURN
1663¿PDG_OBJECT¿¿0¿1484.composeArgs-o356¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1484.environment.currentPathInSite-o357¿¿¿¿¿PDG_OBJECT
1665¿PDG_OBJECT¿¿0¿1484.workdir-o358¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1484.wpPath-o359¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1484.composeArgs.0-o360¿¿¿¿¿PDG_OBJECT
1668¿PDG_OBJECT¿¿0¿1484.composeArgs.1-o361¿¿¿¿¿PDG_OBJECT
1669¿PDG_OBJECT¿¿0¿1484.composeArgs.2-o362¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿0¿1484.composeArgs.3-o363¿¿¿¿¿PDG_OBJECT
1671¿PDG_OBJECT¿¿0¿1484.composeArgs.4-o364¿¿¿¿¿PDG_OBJECT
1672¿PDG_OBJECT¿¿0¿1484.composeArgs.5-o365¿¿¿¿¿PDG_OBJECT
1673¿PDG_OBJECT¿¿0¿1484.composeArgs.6-o366¿¿¿¿¿PDG_OBJECT
1674¿PDG_OBJECT¿¿0¿1484.composeArgs.7-o367¿¿¿¿¿PDG_OBJECT
1675¿PDG_OBJECT¿¿0¿1484.commandArgs.length-o368¿¿¿¿¿PDG_OBJECT
1676¿PDG_OBJECT¿¿0¿1484.v112-o369¿¿¿¿¿PDG_OBJECT
1677¿PDG_OBJECT¿¿0¿1484.commandArgs.0-o370¿¿¿¿¿PDG_OBJECT
1678¿PDG_OBJECT¿¿0¿1484.v114-o371¿¿¿¿¿PDG_OBJECT
1679¿PDG_OBJECT¿¿0¿1484.v115-o372¿¿¿¿¿PDG_OBJECT
1680¿PDG_CALL¿¿1484¿1484.CALL->console.error-o373¿¿¿¿¿PDG_CALL
1681¿PDG_OBJECT¿¿0¿1484.v118-o374¿¿¿¿¿PDG_OBJECT
1682¿PDG_CALL¿¿1484¿1484.CALL->process.exit-o375¿¿¿¿¿PDG_CALL
1683¿PDG_OBJECT¿¿0¿1484.v119-o376¿¿¿¿¿PDG_OBJECT
1684¿PDG_CALL¿¿1484¿1484.CALL->composeCommand-o377¿¿¿¿¿PDG_CALL
1685¿PDG_OBJECT¿¿0¿1484.v120-o378¿¿¿¿¿PDG_OBJECT
