Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
810¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":107,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Program
1403¿Identifier¿¿1409¿app¿¿¿{"start":{"line":105,"column":0},"end":{"line":105,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1404¿Identifier¿¿1409¿listen¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1405¿Identifier¿¿1409¿port¿¿¿{"start":{"line":105,"column":11},"end":{"line":105,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1406¿Identifier¿¿1409¿v169¿¿¿¿¿Identifier
1407¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":105,"column":0},"end":{"line":107,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1408¿Identifier¿¿1409¿v170¿¿¿¿¿Identifier
1409¿CFG_F_START¿¿1409¿__main__¿¿¿¿¿CFG_F_START
1410¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1411¿CFG_F_START¿¿1411¿903_anon¿¿¿¿¿CFG_F_START
1412¿CFG_F_END¿¿0¿903_anon¿¿¿¿¿CFG_F_END
1413¿CFG_F_START¿¿1413¿925_anon¿¿¿¿¿CFG_F_START
1414¿CFG_F_END¿¿0¿925_anon¿¿¿¿¿CFG_F_END
1415¿CFG_F_START¿¿1415¿955_anon¿¿¿¿¿CFG_F_START
1416¿CFG_F_END¿¿0¿955_anon¿¿¿¿¿CFG_F_END
1417¿CFG_F_START¿¿1417¿999_anon¿¿¿¿¿CFG_F_START
1418¿CFG_F_END¿¿0¿999_anon¿¿¿¿¿CFG_F_END
1419¿CFG_F_START¿¿1419¿1041_anon¿¿¿¿¿CFG_F_START
1420¿CFG_F_END¿¿0¿1041_anon¿¿¿¿¿CFG_F_END
1421¿CFG_IF_END¿¿0¿1044¿¿¿¿¿CFG_IF_END
1422¿CFG_F_START¿¿1422¿1076_anon¿¿¿¿¿CFG_F_START
1423¿CFG_F_END¿¿0¿1076_anon¿¿¿¿¿CFG_F_END
1424¿CFG_IF_END¿¿0¿1079¿¿¿¿¿CFG_IF_END
1425¿CFG_IF_END¿¿0¿1073¿¿¿¿¿CFG_IF_END
1426¿CFG_F_START¿¿1426¿1143_anon¿¿¿¿¿CFG_F_START
1427¿CFG_F_END¿¿0¿1143_anon¿¿¿¿¿CFG_F_END
1428¿CFG_F_START¿¿1428¿1232_anon¿¿¿¿¿CFG_F_START
1429¿CFG_F_END¿¿0¿1232_anon¿¿¿¿¿CFG_F_END
1430¿CFG_IF_END¿¿0¿1234¿¿¿¿¿CFG_IF_END
1431¿CFG_IF_END¿¿0¿1229¿¿¿¿¿CFG_IF_END
1432¿CFG_IF_END¿¿0¿1202¿¿¿¿¿CFG_IF_END
1433¿CFG_F_START¿¿1433¿1387_anon¿¿¿¿¿CFG_F_START
1434¿CFG_F_END¿¿0¿1387_anon¿¿¿¿¿CFG_F_END
1435¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1436¿PDG_CALL¿¿1409¿1409.CALL->require-o172¿¿¿¿¿PDG_CALL
1437¿PDG_OBJECT¿¿0¿1409.express-o173¿¿¿¿¿PDG_OBJECT
1438¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1439¿PDG_CALL¿¿1409¿1409.CALL->express-o174¿¿¿¿¿PDG_CALL
1440¿PDG_OBJECT¿¿0¿1409.app-o175¿¿¿¿¿PDG_OBJECT
1441¿PDG_CALL¿¿1409¿1409.CALL->require-o176¿¿¿¿¿PDG_CALL
1442¿PDG_OBJECT¿¿0¿1409.fs-o177¿¿¿¿¿PDG_OBJECT
1443¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1444¿PDG_CALL¿¿1409¿1409.CALL->require-o178¿¿¿¿¿PDG_CALL
1445¿PDG_OBJECT¿¿0¿1409.path-o179¿¿¿¿¿PDG_OBJECT
1446¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1447¿PDG_CALL¿¿1409¿1409.CALL->require-o180¿¿¿¿¿PDG_CALL
1448¿PDG_OBJECT¿¿0¿1409.fileUpload-o181¿¿¿¿¿PDG_OBJECT
1449¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1450¿PDG_CALL¿¿1409¿1409.CALL->require-o182¿¿¿¿¿PDG_CALL
1451¿PDG_OBJECT¿¿0¿1409.v86-o183¿¿¿¿¿PDG_OBJECT
1452¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1453¿PDG_OBJECT¿¿0¿1409.v86.execSync-o184¿¿¿¿¿PDG_OBJECT
1454¿PDG_CALL¿¿1409¿1409.CALL->express.static-o185¿¿¿¿¿PDG_CALL
1455¿PDG_OBJECT¿¿0¿1409.v87-o186¿¿¿¿¿PDG_OBJECT
1456¿PDG_CALL¿¿1409¿1409.CALL->app.use-o187¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿0¿1409.v88-o188¿¿¿¿¿PDG_OBJECT
1458¿PDG_OBJECT¿¿0¿1409.v89-o189¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿0¿1409.v90-o190¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1409.v91-o191¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1409.v91-o192¿¿¿¿¿PDG_OBJECT
1462¿PDG_OBJECT¿¿0¿1409.v91.fileSize-o193¿¿¿¿¿PDG_OBJECT
1463¿PDG_OBJECT¿¿0¿1409.v92-o194¿¿¿¿¿PDG_OBJECT
1464¿PDG_CALL¿¿1409¿1409.CALL->fileUpload-o195¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿0¿1409.v93-o196¿¿¿¿¿PDG_OBJECT
1466¿PDG_CALL¿¿1409¿1409.CALL->app.use-o197¿¿¿¿¿PDG_CALL
1467¿PDG_OBJECT¿¿0¿1409.v94-o198¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1411.this-o199¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1411.request-o200¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1411.response-o201¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿0¿1409.v96-o202¿¿¿¿¿PDG_OBJECT
1472¿PDG_CALL¿¿1409¿1409.CALL->app.get-o203¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿0¿1409.v97-o204¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1413.this-o205¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿0¿1413.request-o206¿¿¿¿¿PDG_OBJECT
1476¿PDG_OBJECT¿¿0¿1413.response-o207¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿0¿1409.v100-o208¿¿¿¿¿PDG_OBJECT
1478¿PDG_CALL¿¿1409¿1409.CALL->app.get-o209¿¿¿¿¿PDG_CALL
1479¿PDG_OBJECT¿¿0¿1409.v101-o210¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1415.this-o211¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1415.request-o212¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿0¿1415.response-o213¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿0¿1409.v106-o214¿¿¿¿¿PDG_OBJECT
1484¿PDG_CALL¿¿1409¿1409.CALL->app.get-o215¿¿¿¿¿PDG_CALL
1485¿PDG_OBJECT¿¿0¿1409.v107-o216¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿0¿1417.this-o217¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1417.request-o218¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿0¿1417.response-o219¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿0¿1409.v126-o220¿¿¿¿¿PDG_OBJECT
1490¿PDG_CALL¿¿1409¿1409.CALL->app.get-o221¿¿¿¿¿PDG_CALL
1491¿PDG_OBJECT¿¿0¿1409.v127-o222¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1426.this-o223¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1426.request-o224¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿0¿1426.response-o225¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿0¿1409.v165-o226¿¿¿¿¿PDG_OBJECT
1496¿PDG_CALL¿¿1409¿1409.CALL->app.post-o227¿¿¿¿¿PDG_CALL
1497¿PDG_OBJECT¿¿0¿1409.v166-o228¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿0¿1433.this-o229¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1409.v169-o230¿¿¿¿¿PDG_OBJECT
1500¿PDG_CALL¿¿1409¿1409.CALL->app.listen-o231¿¿¿¿¿PDG_CALL
1501¿PDG_OBJECT¿¿0¿1409.v170-o232¿¿¿¿¿PDG_OBJECT
1502¿PDG_CALL¿¿1411¿1411.CALL->response.send-o233¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1411.v95-o234¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1413.request.query-o235¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1413.v98.'dest'-o236¿¿¿¿¿PDG_OBJECT
1506¿PDG_CALL¿¿1413¿1413.CALL->response.redirect-o237¿¿¿¿¿PDG_CALL
1507¿PDG_OBJECT¿¿0¿1413.v99-o238¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1415.request.query-o239¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1415.v102.'page'-o240¿¿¿¿¿PDG_OBJECT
1510¿PDG_CALL¿¿1415¿1415.CALL->response.setHeader-o241¿¿¿¿¿PDG_CALL
1511¿PDG_OBJECT¿¿0¿1415.v103-o242¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1415.v104-o243¿¿¿¿¿PDG_OBJECT
1513¿PDG_CALL¿¿1415¿1415.CALL->response.sendFile-o244¿¿¿¿¿PDG_CALL
1514¿PDG_OBJECT¿¿0¿1415.v105-o245¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1417.request.query-o246¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1417.v108.'page'-o247¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1417.v109-o248¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1417.file_path-o249¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1417.v110-o250¿¿¿¿¿PDG_OBJECT
1520¿PDG_CALL¿¿1417¿1417.CALL->console.log-o251¿¿¿¿¿PDG_CALL
1521¿PDG_OBJECT¿¿0¿1417.v111-o252¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1417.v112-o253¿¿¿¿¿PDG_OBJECT
1523¿PDG_CALL¿¿1417¿1417.CALL->console.log-o254¿¿¿¿¿PDG_CALL
1524¿PDG_OBJECT¿¿0¿1417.v113-o255¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1419.this-o256¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1419.error-o257¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1419.resolved_path-o258¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1417.v124-o259¿¿¿¿¿PDG_OBJECT
1529¿PDG_CALL¿¿1417¿1417.CALL->fs.realpath-o260¿¿¿¿¿PDG_CALL
1530¿PDG_OBJECT¿¿0¿1417.v125-o261¿¿¿¿¿PDG_OBJECT
1531¿PDG_CALL¿¿1419¿1419.CALL->console.error-o262¿¿¿¿¿PDG_CALL
1532¿PDG_OBJECT¿¿0¿1419.v114-o263¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1419.v115-o264¿¿¿¿¿PDG_OBJECT
1534¿PDG_CALL¿¿1419¿1419.CALL->console.log-o265¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1419.v116-o266¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1419¿1419.CALL->resolved_path.startsWith-o267¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿0¿1419.v117-o268¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1422.this-o269¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1422.error-o270¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1422.data-o271¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1419.v120-o272¿¿¿¿¿PDG_OBJECT
1542¿PDG_CALL¿¿1419¿1419.CALL->fs.readFile-o273¿¿¿¿¿PDG_CALL
1543¿PDG_OBJECT¿¿0¿1419.v121-o274¿¿¿¿¿PDG_OBJECT
1544¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1545¿PDG_OBJECT¿¿0¿1419.v122-o275¿¿¿¿¿PDG_OBJECT
1546¿PDG_CALL¿¿1419¿1419.CALL->console.log-o276¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1419.v123-o277¿¿¿¿¿PDG_OBJECT
1548¿PDG_CALL¿¿1422¿1422.CALL->console.error-o278¿¿¿¿¿PDG_CALL
1549¿PDG_OBJECT¿¿0¿1422.v118-o279¿¿¿¿¿PDG_OBJECT
1550¿PDG_CALL¿¿1422¿1422.CALL->response.send-o280¿¿¿¿¿PDG_CALL
1551¿PDG_OBJECT¿¿0¿1422.v119-o281¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1426.request.files-o282¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1426.v128.uploaded_image-o283¿¿¿¿¿PDG_OBJECT
1554¿PDG_CALL¿¿1426¿1426.CALL->path.join-o284¿¿¿¿¿PDG_CALL
1555¿PDG_OBJECT¿¿0¿1426.v129-o285¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1426.file.name-o286¿¿¿¿¿PDG_OBJECT
1557¿PDG_CALL¿¿1426¿1426.CALL->path.join-o287¿¿¿¿¿PDG_CALL
1558¿PDG_OBJECT¿¿0¿1426.desired_file_path-o288¿¿¿¿¿PDG_OBJECT
1559¿PDG_CALL¿¿1426¿1426.CALL->console.log-o289¿¿¿¿¿PDG_CALL
1560¿PDG_OBJECT¿¿0¿1426.v131-o290¿¿¿¿¿PDG_OBJECT
1561¿PDG_CALL¿¿1426¿1426.CALL->v132.endsWith-o291¿¿¿¿¿PDG_CALL
1562¿PDG_OBJECT¿¿0¿1426.v133-o292¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1426.file.mimetype-o293¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1426.v135-o294¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1426.v136-o295¿¿¿¿¿PDG_OBJECT
1566¿PDG_CALL¿¿1426¿1426.CALL->console.log-o296¿¿¿¿¿PDG_CALL
1567¿PDG_OBJECT¿¿0¿1426.v137-o297¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1426.file.tempFilePath-o298¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1426.v139-o299¿¿¿¿¿PDG_OBJECT
1570¿PDG_CALL¿¿1426¿1426.CALL->execSync-o300¿¿¿¿¿PDG_CALL
1571¿PDG_OBJECT¿¿0¿1426.stdout-o301¿¿¿¿¿PDG_OBJECT
1572¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1573¿PDG_CALL¿¿1426¿1426.CALL->stdout.includes-o302¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1426.v140-o303¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1428.this-o304¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1428.error-o305¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1426.v163-o306¿¿¿¿¿PDG_OBJECT
1578¿PDG_CALL¿¿1426¿1426.CALL->file.mv-o307¿¿¿¿¿PDG_CALL
1579¿PDG_OBJECT¿¿0¿1426.v164-o308¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿0¿1428.v141-o309¿¿¿¿¿PDG_OBJECT
1581¿PDG_CALL¿¿1428¿1428.CALL->response.send-o310¿¿¿¿¿PDG_CALL
1582¿PDG_OBJECT¿¿0¿1428.v142-o311¿¿¿¿¿PDG_OBJECT
1583¿PDG_CALL¿¿1428¿1428.CALL->response.end-o312¿¿¿¿¿PDG_CALL
1584¿PDG_OBJECT¿¿0¿1428.v143-o313¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1428.response-o314¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1428.response.statusCode-o315¿¿¿¿¿PDG_OBJECT
1587¿PDG_CALL¿¿1428¿1428.CALL->response.setHeader-o316¿¿¿¿¿PDG_CALL
1588¿PDG_OBJECT¿¿0¿1428.v144-o317¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1428.v146-o318¿¿¿¿¿PDG_OBJECT
1590¿PDG_CALL¿¿1428¿1428.CALL->response.write-o319¿¿¿¿¿PDG_CALL
1591¿PDG_OBJECT¿¿0¿1428.v147-o320¿¿¿¿¿PDG_OBJECT
1592¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1593¿PDG_OBJECT¿¿0¿1428.file.size-o321¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1428.v149-o322¿¿¿¿¿PDG_OBJECT
1595¿PDG_CALL¿¿1428¿1428.CALL->response.write-o323¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1428.v150-o324¿¿¿¿¿PDG_OBJECT
1597¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1598¿PDG_OBJECT¿¿0¿1428.file.md5-o325¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1428.v152-o326¿¿¿¿¿PDG_OBJECT
1600¿PDG_CALL¿¿1428¿1428.CALL->response.write-o327¿¿¿¿¿PDG_CALL
1601¿PDG_OBJECT¿¿0¿1428.v153-o328¿¿¿¿¿PDG_OBJECT
1602¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1603¿PDG_OBJECT¿¿0¿1428.v155-o329¿¿¿¿¿PDG_OBJECT
1604¿PDG_CALL¿¿1428¿1428.CALL->response.write-o330¿¿¿¿¿PDG_CALL
1605¿PDG_OBJECT¿¿0¿1428.v156-o331¿¿¿¿¿PDG_OBJECT
1606¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1607¿PDG_OBJECT¿¿0¿1428.v158-o332¿¿¿¿¿PDG_OBJECT
1608¿PDG_CALL¿¿1428¿1428.CALL->response.write-o333¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1428.v159-o334¿¿¿¿¿PDG_OBJECT
1610¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1611¿PDG_OBJECT¿¿0¿1428.v160-o335¿¿¿¿¿PDG_OBJECT
1612¿PDG_CALL¿¿1428¿1428.CALL->response.write-o336¿¿¿¿¿PDG_CALL
1613¿PDG_OBJECT¿¿0¿1428.v161-o337¿¿¿¿¿PDG_OBJECT
1614¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1615¿PDG_CALL¿¿1428¿1428.CALL->response.end-o338¿¿¿¿¿PDG_CALL
1616¿PDG_OBJECT¿¿0¿1428.v162-o339¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1433.v167-o340¿¿¿¿¿PDG_OBJECT
1618¿PDG_CALL¿¿1433¿1433.CALL->console.log-o341¿¿¿¿¿PDG_CALL
1619¿PDG_OBJECT¿¿0¿1433.v168-o342¿¿¿¿¿PDG_OBJECT
