Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2221¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":254,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Program
2857¿Identifier¿¿3882¿matches¿¿¿{"start":{"line":88,"column":23},"end":{"line":88,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2858¿BlockStatement¿¿3882¿¿¿¿{"start":{"line":72,"column":48},"end":{"line":89,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BlockStatement
2859¿VariableDeclarator¿¿3873¿exclusions¿¿¿{"start":{"line":91,"column":16},"end":{"line":95,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2860¿ArrayExpression¿¿3873¿¿¿¿{"start":{"line":91,"column":29},"end":{"line":95,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ArrayExpression
2861¿Literal¿string¿3873¿¿'/apple'¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2862¿Literal¿string¿3873¿¿'/bbs'¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2863¿Literal¿string¿3873¿¿'LOGOS'¿¿{"start":{"line":92,"column":34},"end":{"line":92,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2864¿Literal¿string¿3873¿¿'SEQ'¿¿{"start":{"line":92,"column":43},"end":{"line":92,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2865¿Literal¿string¿3873¿¿'../archives/asciiart.zip'¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2866¿Literal¿string¿3873¿¿'NFOS'¿¿{"start":{"line":93,"column":44},"end":{"line":93,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2867¿Literal¿string¿3873¿¿'LOGOS'¿¿{"start":{"line":93,"column":52},"end":{"line":93,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2868¿Literal¿string¿3873¿¿'RTTY'¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2869¿Literal¿string¿3873¿¿'/piracy'¿¿{"start":{"line":94,"column":24},"end":{"line":94,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2870¿VariableDeclarator¿¿3873¿v318¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2871¿MemberExpression¿computed¿3873¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2872¿Identifier¿¿3873¿parts¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2873¿Literal¿number¿3873¿¿0¿¿{"start":{"line":97,"column":25},"end":{"line":97,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2874¿SwitchStatement¿¿3873¿¿¿¿{"start":{"line":97,"column":12},"end":{"line":170,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchStatement
2875¿Identifier¿¿3873¿v318¿¿¿¿¿Identifier
2876¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":166,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2877¿Literal¿string¿3873¿¿'textfiles.com'¿¿{"start":{"line":98,"column":21},"end":{"line":98,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2878¿VariableDeclarator¿¿3873¿v319¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2879¿MemberExpression¿computed¿3873¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2880¿Identifier¿¿3873¿parts¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2881¿Literal¿number¿3873¿¿1¿¿{"start":{"line":99,"column":29},"end":{"line":99,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2882¿IfStatement¿¿3873¿¿¿¿{"start":{"line":99,"column":20},"end":{"line":165,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿IfStatement
2883¿Identifier¿¿3873¿v319¿¿¿¿¿Identifier
2884¿VariableDeclarator¿¿3873¿pre¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2885¿Literal¿string¿3873¿¿''¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2886¿VariableDeclarator¿¿3873¿post¿¿¿{"start":{"line":101,"column":28},"end":{"line":101,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2887¿Literal¿string¿3873¿¿''¿¿{"start":{"line":101,"column":35},"end":{"line":101,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2888¿VariableDeclarator¿¿3873¿v320¿¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2889¿MemberExpression¿computed¿3873¿¿¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2890¿Identifier¿¿3873¿parts¿¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2891¿Literal¿number¿3873¿¿1¿¿{"start":{"line":102,"column":37},"end":{"line":102,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2892¿SwitchStatement¿¿3873¿¿¿¿{"start":{"line":102,"column":24},"end":{"line":123,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchStatement
2893¿Identifier¿¿3873¿v320¿¿¿¿¿Identifier
2894¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":103,"column":28},"end":{"line":104,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2895¿Literal¿string¿3873¿¿'NFOS'¿¿{"start":{"line":103,"column":33},"end":{"line":103,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2896¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":104,"column":32},"end":{"line":104,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
2897¿AssignmentExpression¿=¿3873¿¿¿¿{"start":{"line":104,"column":32},"end":{"line":104,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
2898¿Identifier¿¿3873¿post¿¿¿{"start":{"line":104,"column":32},"end":{"line":104,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2899¿Literal¿string¿3873¿¿'asciiart/'¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2900¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":105,"column":28},"end":{"line":107,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2901¿Literal¿string¿3873¿¿'asciiart'¿¿{"start":{"line":105,"column":33},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2902¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
2903¿AssignmentExpression¿=¿3873¿¿¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
2904¿Identifier¿¿3873¿pre¿¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2905¿Literal¿string¿3873¿¿'artscene.'¿¿{"start":{"line":106,"column":38},"end":{"line":106,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2906¿BreakStatement¿¿3873¿¿¿¿{"start":{"line":107,"column":32},"end":{"line":107,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BreakStatement
2907¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":108,"column":28},"end":{"line":108,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2908¿Literal¿string¿3873¿¿'LOGOS'¿¿{"start":{"line":108,"column":33},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2909¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":109,"column":28},"end":{"line":111,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2910¿Literal¿string¿3873¿¿'DECUS'¿¿{"start":{"line":109,"column":33},"end":{"line":109,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2911¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":110,"column":32},"end":{"line":110,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
2912¿AssignmentExpression¿=¿3873¿¿¿¿{"start":{"line":110,"column":32},"end":{"line":110,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
2913¿Identifier¿¿3873¿post¿¿¿{"start":{"line":110,"column":32},"end":{"line":110,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2914¿Literal¿string¿3873¿¿'art/'¿¿{"start":{"line":110,"column":39},"end":{"line":110,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2915¿BreakStatement¿¿3873¿¿¿¿{"start":{"line":111,"column":32},"end":{"line":111,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BreakStatement
2916¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":112,"column":28},"end":{"line":112,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2917¿Literal¿string¿3873¿¿'RAZOR'¿¿{"start":{"line":112,"column":33},"end":{"line":112,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2918¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":113,"column":28},"end":{"line":113,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2919¿Literal¿string¿3873¿¿'FAIRLIGHT'¿¿{"start":{"line":113,"column":33},"end":{"line":113,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2920¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":114,"column":28},"end":{"line":114,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2921¿Literal¿string¿3873¿¿'DREAMTEAM'¿¿{"start":{"line":114,"column":33},"end":{"line":114,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2922¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":115,"column":28},"end":{"line":115,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2923¿Literal¿string¿3873¿¿'HUMBLE'¿¿{"start":{"line":115,"column":33},"end":{"line":115,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2924¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":116,"column":28},"end":{"line":116,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2925¿Literal¿string¿3873¿¿'HYBRID'¿¿{"start":{"line":116,"column":33},"end":{"line":116,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2926¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":117,"column":28},"end":{"line":117,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2927¿Literal¿string¿3873¿¿'PRESTIGE'¿¿{"start":{"line":117,"column":33},"end":{"line":117,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2928¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":118,"column":28},"end":{"line":118,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2929¿Literal¿string¿3873¿¿'INC'¿¿{"start":{"line":118,"column":33},"end":{"line":118,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2930¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":119,"column":28},"end":{"line":119,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2931¿Literal¿string¿3873¿¿'TDUJAM'¿¿{"start":{"line":119,"column":33},"end":{"line":119,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2932¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":120,"column":28},"end":{"line":122,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
2933¿Literal¿string¿3873¿¿'ANSI'¿¿{"start":{"line":120,"column":33},"end":{"line":120,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2934¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":121,"column":32},"end":{"line":121,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
2935¿AssignmentExpression¿=¿3873¿¿¿¿{"start":{"line":121,"column":32},"end":{"line":121,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
2936¿Identifier¿¿3873¿post¿¿¿{"start":{"line":121,"column":32},"end":{"line":121,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2937¿Literal¿string¿3873¿¿'piracy/'¿¿{"start":{"line":121,"column":39},"end":{"line":121,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2938¿BreakStatement¿¿3873¿¿¿¿{"start":{"line":122,"column":32},"end":{"line":122,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BreakStatement
2939¿VariableDeclarator¿¿3873¿v321¿¿¿{"start":{"line":124,"column":27},"end":{"line":124,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2940¿MemberExpression¿computed¿3873¿¿¿¿{"start":{"line":124,"column":27},"end":{"line":124,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2941¿Identifier¿¿3873¿parts¿¿¿{"start":{"line":124,"column":27},"end":{"line":124,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2942¿Literal¿number¿3873¿¿2¿¿{"start":{"line":124,"column":33},"end":{"line":124,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2943¿IfStatement¿¿3873¿¿¿¿{"start":{"line":124,"column":24},"end":{"line":142,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿IfStatement
