Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
854¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Program
1567¿PDG_OBJECT¿¿0¿1460.this-o283¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1460.code-o284¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1453.v99-o285¿¿¿¿¿PDG_OBJECT
1570¿PDG_CALL¿¿1453¿1453.CALL->execCmd.on-o286¿¿¿¿¿PDG_CALL
1571¿PDG_OBJECT¿¿0¿1453.v100-o287¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1456.v86-o288¿¿¿¿¿PDG_OBJECT
1573¿PDG_CALL¿¿1456¿1456.CALL->console.log-o289¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1456.v87-o290¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1458.v91-o291¿¿¿¿¿PDG_OBJECT
1576¿PDG_CALL¿¿1458¿1458.CALL->console.log-o292¿¿¿¿¿PDG_CALL
1577¿PDG_OBJECT¿¿0¿1458.v92-o293¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1460.v95-o294¿¿¿¿¿PDG_OBJECT
1579¿PDG_CALL¿¿1460¿1460.CALL->Error-o295¿¿¿¿¿PDG_CALL
1580¿PDG_OBJECT¿¿0¿1460.v96-o296¿¿¿¿¿PDG_OBJECT
1581¿PDG_CALL¿¿1460¿1460.CALL->reject-o297¿¿¿¿¿PDG_CALL
1582¿PDG_OBJECT¿¿0¿1460.v97-o298¿¿¿¿¿PDG_OBJECT
1583¿PDG_RETURN¿¿0¿1460.RET_OBJ-o299¿¿¿¿¿PDG_RETURN
1584¿PDG_CALL¿¿1460¿1460.CALL->resolve-o300¿¿¿¿¿PDG_CALL
1585¿PDG_OBJECT¿¿0¿1460.v98-o301¿¿¿¿¿PDG_OBJECT
1586¿PDG_RETURN¿¿0¿1460.RET_OBJ-o302¿¿¿¿¿PDG_RETURN
1587¿PDG_OBJECT¿¿0¿1463.v103-o303¿¿¿¿¿PDG_OBJECT
1588¿PDG_CALL¿¿1463¿1463.CALL->path.join-o304¿¿¿¿¿PDG_CALL
1589¿PDG_OBJECT¿¿0¿1463.pathToEnvFile-o305¿¿¿¿¿PDG_OBJECT
1590¿PDG_CALL¿¿1463¿1463.CALL->Object.keys-o306¿¿¿¿¿PDG_CALL
1591¿PDG_OBJECT¿¿0¿1463.v104-o307¿¿¿¿¿PDG_OBJECT
1592¿PDG_OBJECT¿¿0¿1465.this-o308¿¿¿¿¿PDG_OBJECT
1593¿PDG_OBJECT¿¿0¿1465.answerKey-o309¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1463.v107-o310¿¿¿¿¿PDG_OBJECT
1595¿PDG_CALL¿¿1463¿1463.CALL->v104.map-o311¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1463.v108-o312¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1467.this-o313¿¿¿¿¿PDG_OBJECT
1598¿PDG_OBJECT¿¿0¿1467.previous-o314¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1467.current-o315¿¿¿¿¿PDG_OBJECT
1600¿PDG_OBJECT¿¿0¿1463.v110-o316¿¿¿¿¿PDG_OBJECT
1601¿PDG_CALL¿¿1463¿1463.CALL->v108.reduce-o317¿¿¿¿¿PDG_CALL
1602¿PDG_OBJECT¿¿0¿1463.contents-o318¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1463.v111-o319¿¿¿¿¿PDG_OBJECT
1604¿PDG_CALL¿¿1463¿1463.CALL->fs.writeFileSync-o320¿¿¿¿¿PDG_CALL
1605¿PDG_OBJECT¿¿0¿1463.v112-o321¿¿¿¿¿PDG_OBJECT
1606¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1607¿PDG_OBJECT¿¿0¿1463.ui.log-o322¿¿¿¿¿PDG_OBJECT
1608¿PDG_OBJECT¿¿0¿1463.v114-o323¿¿¿¿¿PDG_OBJECT
1609¿PDG_CALL¿¿1463¿1463.CALL->v113.write-o324¿¿¿¿¿PDG_CALL
1610¿PDG_OBJECT¿¿0¿1463.v115-o325¿¿¿¿¿PDG_OBJECT
1611¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1612¿PDG_OBJECT¿¿0¿1465.answers.*-o326¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1465.v106-o327¿¿¿¿¿PDG_OBJECT
1614¿PDG_RETURN¿¿0¿1465.RET_OBJ-o328¿¿¿¿¿PDG_RETURN
1615¿PDG_CALL¿¿1467¿1467.CALL->previous.concat-o329¿¿¿¿¿PDG_CALL
1616¿PDG_OBJECT¿¿0¿1467.v109-o330¿¿¿¿¿PDG_OBJECT
1617¿PDG_RETURN¿¿0¿1467.RET_OBJ-o331¿¿¿¿¿PDG_RETURN
1618¿PDG_CALL¿¿1469¿1469.CALL->fs.readdirSync-o332¿¿¿¿¿PDG_CALL
1619¿PDG_OBJECT¿¿0¿1469.files-o333¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1469.v116-o334¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1471.this-o335¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1471.file-o336¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1469.v124-o337¿¿¿¿¿PDG_OBJECT
1624¿PDG_CALL¿¿1469¿1469.CALL->files.forEach-o338¿¿¿¿¿PDG_CALL
1625¿PDG_OBJECT¿¿0¿1469.v125-o339¿¿¿¿¿PDG_OBJECT
1626¿PDG_RETURN¿¿0¿1469.RET_OBJ-o340¿¿¿¿¿PDG_RETURN
1627¿PDG_CALL¿¿1471¿1471.CALL->path.join-o341¿¿¿¿¿PDG_CALL
1628¿PDG_OBJECT¿¿0¿1471.v117-o342¿¿¿¿¿PDG_OBJECT
1629¿PDG_CALL¿¿1471¿1471.CALL->fs.statSync-o343¿¿¿¿¿PDG_CALL
1630¿PDG_OBJECT¿¿0¿1471.v118-o344¿¿¿¿¿PDG_OBJECT
1631¿PDG_CALL¿¿1471¿1471.CALL->v118.isDirectory-o345¿¿¿¿¿PDG_CALL
1632¿PDG_OBJECT¿¿0¿1471.v119-o346¿¿¿¿¿PDG_OBJECT
1633¿PDG_CALL¿¿1471¿1471.CALL->path.join-o347¿¿¿¿¿PDG_CALL
1634¿PDG_OBJECT¿¿0¿1471.v120-o348¿¿¿¿¿PDG_OBJECT
1635¿PDG_CALL¿¿1471¿1471.CALL->walkSync-o349¿¿¿¿¿PDG_CALL
1636¿PDG_OBJECT¿¿0¿1471.filelist-o350¿¿¿¿¿PDG_OBJECT
1637¿PDG_CALL¿¿1471¿1471.CALL->path.join-o351¿¿¿¿¿PDG_CALL
1638¿PDG_OBJECT¿¿0¿1471.v121-o352¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1471.v122-o353¿¿¿¿¿PDG_OBJECT
1640¿PDG_CALL¿¿1471¿1471.CALL->filelist.push-o354¿¿¿¿¿PDG_CALL
1641¿PDG_OBJECT¿¿0¿1471.v123-o355¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1476.this-o356¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1476.resolve-o357¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1476.reject-o358¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1474.v153-o359¿¿¿¿¿PDG_OBJECT
1646¿PDG_CALL¿¿1474¿1474.CALL->Promise-o360¿¿¿¿¿PDG_CALL
1647¿PDG_OBJECT¿¿0¿1474.v154-o361¿¿¿¿¿PDG_OBJECT
1648¿PDG_RETURN¿¿0¿1474.RET_OBJ-o362¿¿¿¿¿PDG_RETURN
1649¿PDG_OBJECT¿¿0¿1476.v126-o363¿¿¿¿¿PDG_OBJECT
1650¿PDG_CALL¿¿1476¿1476.CALL->path.join-o364¿¿¿¿¿PDG_CALL
1651¿PDG_OBJECT¿¿0¿1476.directory-o365¿¿¿¿¿PDG_OBJECT
1652¿PDG_CALL¿¿1476¿1476.CALL->fs.existsSync-o366¿¿¿¿¿PDG_CALL
1653¿PDG_OBJECT¿¿0¿1476.directoryExists-o367¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1478.this-o368¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1478.val-o369¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1476.v131-o370¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1476.v132-o371¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1476.v133-o372¿¿¿¿¿PDG_OBJECT
1659¿PDG_OBJECT¿¿0¿1476.v133.0-o373¿¿¿¿¿PDG_OBJECT
1660¿PDG_CALL¿¿1476¿1476.CALL->inquirer.prompt-o374¿¿¿¿¿PDG_CALL
1661¿PDG_OBJECT¿¿0¿1476.v134-o375¿¿¿¿¿PDG_OBJECT
1662¿PDG_OBJECT¿¿0¿1480.this-o376¿¿¿¿¿PDG_OBJECT
1663¿PDG_OBJECT¿¿0¿1480.directoryAnswers-o377¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1476.v150-o378¿¿¿¿¿PDG_OBJECT
1665¿PDG_CALL¿¿1476¿1476.CALL->v134.then-o379¿¿¿¿¿PDG_CALL
1666¿PDG_OBJECT¿¿0¿1476.v151-o380¿¿¿¿¿PDG_OBJECT
1667¿PDG_CALL¿¿1476¿1476.CALL->resolve-o381¿¿¿¿¿PDG_CALL
1668¿PDG_OBJECT¿¿0¿1476.v152-o382¿¿¿¿¿PDG_OBJECT
1669¿PDG_RETURN¿¿0¿1476.RET_OBJ-o383¿¿¿¿¿PDG_RETURN
1670¿PDG_CALL¿¿1478¿1478.CALL->val.replace-o384¿¿¿¿¿PDG_CALL
1671¿PDG_OBJECT¿¿0¿1478.v127-o385¿¿¿¿¿PDG_OBJECT
1672¿PDG_CALL¿¿1478¿1478.CALL->v127.trimRight-o386¿¿¿¿¿PDG_CALL
1673¿PDG_OBJECT¿¿0¿1478.v128-o387¿¿¿¿¿PDG_OBJECT
1674¿PDG_CALL¿¿1478¿1478.CALL->v128.replace-o388¿¿¿¿¿PDG_CALL
1675¿PDG_OBJECT¿¿0¿1478.v129-o389¿¿¿¿¿PDG_OBJECT
1676¿PDG_CALL¿¿1478¿1478.CALL->v129.toLowerCase-o390¿¿¿¿¿PDG_CALL
1677¿PDG_OBJECT¿¿0¿1478.v130-o391¿¿¿¿¿PDG_OBJECT
1678¿PDG_RETURN¿¿0¿1478.RET_OBJ-o392¿¿¿¿¿PDG_RETURN
1679¿PDG_OBJECT¿¿0¿1480.directoryAnswers.projectName-o393¿¿¿¿¿PDG_OBJECT
1680¿PDG_OBJECT¿¿0¿1480.v136-o394¿¿¿¿¿PDG_OBJECT
1681¿PDG_CALL¿¿1480¿1480.CALL->fs.remove-o395¿¿¿¿¿PDG_CALL
1682¿PDG_OBJECT¿¿0¿1480.v137-o396¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿0¿1482.this-o397¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿0¿1480.v142-o398¿¿¿¿¿PDG_OBJECT
1685¿PDG_CALL¿¿1480¿1480.CALL->v137.then-o399¿¿¿¿¿PDG_CALL
1686¿PDG_OBJECT¿¿0¿1480.v143-o400¿¿¿¿¿PDG_OBJECT
1687¿PDG_OBJECT¿¿0¿1484.this-o401¿¿¿¿¿PDG_OBJECT
1688¿PDG_OBJECT¿¿0¿1484.err-o402¿¿¿¿¿PDG_OBJECT
1689¿PDG_OBJECT¿¿0¿1480.v146-o403¿¿¿¿¿PDG_OBJECT
1690¿PDG_CALL¿¿1480¿1480.CALL->v143.catch-o404¿¿¿¿¿PDG_CALL
1691¿PDG_OBJECT¿¿0¿1480.v147-o405¿¿¿¿¿PDG_OBJECT
1692¿PDG_CALL¿¿1480¿1480.CALL->resolve-o406¿¿¿¿¿PDG_CALL
1693¿PDG_OBJECT¿¿0¿1480.v149-o407¿¿¿¿¿PDG_OBJECT
1694¿PDG_RETURN¿¿0¿1480.RET_OBJ-o408¿¿¿¿¿PDG_RETURN
1695¿PDG_OBJECT¿¿0¿1482.ui.log-o409¿¿¿¿¿PDG_OBJECT
1696¿PDG_OBJECT¿¿0¿1482.v139-o410¿¿¿¿¿PDG_OBJECT
1697¿PDG_CALL¿¿1482¿1482.CALL->v138.write-o411¿¿¿¿¿PDG_CALL
1698¿PDG_OBJECT¿¿0¿1482.v140-o412¿¿¿¿¿PDG_OBJECT
1699¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1700¿PDG_CALL¿¿1482¿1482.CALL->resolve-o413¿¿¿¿¿PDG_CALL
1701¿PDG_OBJECT¿¿0¿1482.v141-o414¿¿¿¿¿PDG_OBJECT
1702¿PDG_RETURN¿¿0¿1482.RET_OBJ-o415¿¿¿¿¿PDG_RETURN
1703¿PDG_CALL¿¿1484¿1484.CALL->Error-o416¿¿¿¿¿PDG_CALL
1704¿PDG_OBJECT¿¿0¿1484.v144-o417¿¿¿¿¿PDG_OBJECT
1705¿PDG_CALL¿¿1484¿1484.CALL->reject-o418¿¿¿¿¿PDG_CALL
1706¿PDG_OBJECT¿¿0¿1484.v145-o419¿¿¿¿¿PDG_OBJECT
1707¿PDG_RETURN¿¿0¿1484.RET_OBJ-o420¿¿¿¿¿PDG_RETURN
