Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
789¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Program
1465¿PDG_OBJECT¿¿0¿1347.constants.X_OK-o256¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿0¿1347.v86-o257¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1349.this-o258¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1349.err-o259¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1347.v89-o260¿¿¿¿¿PDG_OBJECT
1470¿PDG_CALL¿¿1347¿1347.CALL->access-o261¿¿¿¿¿PDG_CALL
1471¿PDG_OBJECT¿¿0¿1347.v90-o262¿¿¿¿¿PDG_OBJECT
1472¿PDG_CALL¿¿1349¿1349.CALL->callback-o263¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿0¿1349.v88-o264¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1351.v93-o265¿¿¿¿¿PDG_OBJECT
1475¿PDG_CALL¿¿1351¿1351.CALL->accessSync-o266¿¿¿¿¿PDG_CALL
1476¿PDG_OBJECT¿¿0¿1351.v94-o267¿¿¿¿¿PDG_OBJECT
1477¿PDG_RETURN¿¿0¿1351.RET_OBJ-o268¿¿¿¿¿PDG_RETURN
1478¿PDG_RETURN¿¿0¿1351.RET_OBJ-o269¿¿¿¿¿PDG_RETURN
1479¿PDG_OBJECT¿¿0¿1356.this-o270¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1356.isFile-o271¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1354.v106-o272¿¿¿¿¿PDG_OBJECT
1482¿PDG_CALL¿¿1354¿1354.CALL->fileNotExists-o273¿¿¿¿¿PDG_CALL
1483¿PDG_OBJECT¿¿0¿1354.v107-o274¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿0¿1356.v96-o275¿¿¿¿¿PDG_OBJECT
1485¿PDG_OBJECT¿¿0¿1356.v97-o276¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿0¿1356.v98-o277¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1356.v99-o278¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿0¿1356.v100-o279¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿0¿1358.this-o280¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1358.error-o281¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1358.stdout-o282¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1358.stderr-o283¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1356.v104-o284¿¿¿¿¿PDG_OBJECT
1494¿PDG_CALL¿¿1356¿1356.CALL->exec-o285¿¿¿¿¿PDG_CALL
1495¿PDG_OBJECT¿¿0¿1356.child-o286¿¿¿¿¿PDG_OBJECT
1496¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1497¿PDG_CALL¿¿1356¿1356.CALL->localExecutable-o287¿¿¿¿¿PDG_CALL
1498¿PDG_OBJECT¿¿0¿1356.v105-o288¿¿¿¿¿PDG_OBJECT
1499¿PDG_CALL¿¿1358¿1358.CALL->callback-o289¿¿¿¿¿PDG_CALL
1500¿PDG_OBJECT¿¿0¿1358.v103-o290¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1361.v108-o291¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1363.this-o292¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1363.error-o293¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1361.v112-o294¿¿¿¿¿PDG_OBJECT
1505¿PDG_CALL¿¿1361¿1361.CALL->exec-o295¿¿¿¿¿PDG_CALL
1506¿PDG_OBJECT¿¿0¿1361.child-o296¿¿¿¿¿PDG_OBJECT
1507¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1508¿PDG_OBJECT¿¿0¿1363.v109-o297¿¿¿¿¿PDG_OBJECT
1509¿PDG_CALL¿¿1363¿1363.CALL->callback-o298¿¿¿¿¿PDG_CALL
1510¿PDG_OBJECT¿¿0¿1363.v110-o299¿¿¿¿¿PDG_OBJECT
1511¿PDG_CALL¿¿1363¿1363.CALL->callback-o300¿¿¿¿¿PDG_CALL
1512¿PDG_OBJECT¿¿0¿1363.v111-o301¿¿¿¿¿PDG_OBJECT
1513¿PDG_CALL¿¿1366¿1366.CALL->fileNotExistsSync-o302¿¿¿¿¿PDG_CALL
1514¿PDG_OBJECT¿¿0¿1366.v113-o303¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1366.v114-o304¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1366.v115-o305¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1366.v116-o306¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1366.v117-o307¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1366.v118-o308¿¿¿¿¿PDG_OBJECT
1520¿PDG_CALL¿¿1366¿1366.CALL->execSync-o309¿¿¿¿¿PDG_CALL
1521¿PDG_OBJECT¿¿0¿1366.stdout-o310¿¿¿¿¿PDG_OBJECT
1522¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1523¿PDG_RETURN¿¿0¿1366.RET_OBJ-o311¿¿¿¿¿PDG_RETURN
1524¿PDG_RETURN¿¿0¿1366.RET_OBJ-o312¿¿¿¿¿PDG_RETURN
1525¿PDG_CALL¿¿1366¿1366.CALL->localExecutableSync-o313¿¿¿¿¿PDG_CALL
1526¿PDG_OBJECT¿¿0¿1366.v121-o314¿¿¿¿¿PDG_OBJECT
1527¿PDG_RETURN¿¿0¿1366.RET_OBJ-o315¿¿¿¿¿PDG_RETURN
1528¿PDG_OBJECT¿¿0¿1370.v122-o316¿¿¿¿¿PDG_OBJECT
1529¿PDG_CALL¿¿1370¿1370.CALL->execSync-o317¿¿¿¿¿PDG_CALL
1530¿PDG_OBJECT¿¿0¿1370.stdout-o318¿¿¿¿¿PDG_OBJECT
1531¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1532¿PDG_RETURN¿¿0¿1370.RET_OBJ-o319¿¿¿¿¿PDG_RETURN
1533¿PDG_RETURN¿¿0¿1370.RET_OBJ-o320¿¿¿¿¿PDG_RETURN
1534¿PDG_CALL¿¿1373¿1373.CALL->undefined.test-o321¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1373.v125-o322¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1373¿1373.CALL->s.replace-o323¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿0¿1373.v126-o324¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1373.v127-o325¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1373.s-o326¿¿¿¿¿PDG_OBJECT
1540¿PDG_CALL¿¿1373¿1373.CALL->s.replace-o327¿¿¿¿¿PDG_CALL
1541¿PDG_OBJECT¿¿0¿1373.v128-o328¿¿¿¿¿PDG_OBJECT
1542¿PDG_CALL¿¿1373¿1373.CALL->v128.replace-o329¿¿¿¿¿PDG_CALL
1543¿PDG_OBJECT¿¿0¿1373.s-o330¿¿¿¿¿PDG_OBJECT
1544¿PDG_RETURN¿¿0¿1373.RET_OBJ-o331¿¿¿¿¿PDG_RETURN
1545¿PDG_CALL¿¿1376¿1376.CALL->cleanInput-o332¿¿¿¿¿PDG_CALL
1546¿PDG_OBJECT¿¿0¿1376.cleanedCommandName-o333¿¿¿¿¿PDG_OBJECT
1547¿PDG_OBJECT¿¿0¿1376.v131-o334¿¿¿¿¿PDG_OBJECT
1548¿PDG_OBJECT¿¿0¿1376.v132-o335¿¿¿¿¿PDG_OBJECT
1549¿PDG_OBJECT¿¿0¿1378.this-o336¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿0¿1378.resolve-o337¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1378.reject-o338¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1376.v137-o339¿¿¿¿¿PDG_OBJECT
1553¿PDG_CALL¿¿1376¿1376.CALL->Promise-o340¿¿¿¿¿PDG_CALL
1554¿PDG_OBJECT¿¿0¿1376.v138-o341¿¿¿¿¿PDG_OBJECT
1555¿PDG_RETURN¿¿0¿1376.RET_OBJ-o342¿¿¿¿¿PDG_RETURN
1556¿PDG_CALL¿¿1376¿1376.CALL->commandExistsWindows-o343¿¿¿¿¿PDG_CALL
1557¿PDG_OBJECT¿¿0¿1376.v139-o344¿¿¿¿¿PDG_OBJECT
1558¿PDG_CALL¿¿1376¿1376.CALL->commandExistsUnix-o345¿¿¿¿¿PDG_CALL
1559¿PDG_OBJECT¿¿0¿1376.v140-o346¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1380.this-o347¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1380.error-o348¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1380.output-o349¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1378.v135-o350¿¿¿¿¿PDG_OBJECT
1564¿PDG_CALL¿¿1378¿1378.CALL->commandExists-o351¿¿¿¿¿PDG_CALL
1565¿PDG_OBJECT¿¿0¿1378.v136-o352¿¿¿¿¿PDG_OBJECT
1566¿PDG_CALL¿¿1380¿1380.CALL->resolve-o353¿¿¿¿¿PDG_CALL
1567¿PDG_OBJECT¿¿0¿1380.v133-o354¿¿¿¿¿PDG_OBJECT
1568¿PDG_CALL¿¿1380¿1380.CALL->reject-o355¿¿¿¿¿PDG_CALL
1569¿PDG_OBJECT¿¿0¿1380.v134-o356¿¿¿¿¿PDG_OBJECT
1570¿PDG_CALL¿¿1385¿1385.CALL->cleanInput-o357¿¿¿¿¿PDG_CALL
1571¿PDG_OBJECT¿¿0¿1385.cleanedCommandName-o358¿¿¿¿¿PDG_OBJECT
1572¿PDG_CALL¿¿1385¿1385.CALL->commandExistsWindowsSync-o359¿¿¿¿¿PDG_CALL
1573¿PDG_OBJECT¿¿0¿1385.v142-o360¿¿¿¿¿PDG_OBJECT
1574¿PDG_RETURN¿¿0¿1385.RET_OBJ-o361¿¿¿¿¿PDG_RETURN
1575¿PDG_CALL¿¿1385¿1385.CALL->commandExistsUnixSync-o362¿¿¿¿¿PDG_CALL
1576¿PDG_OBJECT¿¿0¿1385.v143-o363¿¿¿¿¿PDG_OBJECT
1577¿PDG_RETURN¿¿0¿1385.RET_OBJ-o364¿¿¿¿¿PDG_RETURN
