Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
836¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Program
1463¿CFG_F_START¿¿1463¿1032_anon¿¿¿¿¿CFG_F_START
1464¿CFG_F_END¿¿0¿1032_anon¿¿¿¿¿CFG_F_END
1465¿CFG_F_START¿¿1465¿1054_anon¿¿¿¿¿CFG_F_START
1466¿CFG_F_END¿¿0¿1054_anon¿¿¿¿¿CFG_F_END
1467¿CFG_IF_END¿¿0¿1061¿¿¿¿¿CFG_IF_END
1468¿CFG_F_START¿¿1468¿1097_anon¿¿¿¿¿CFG_F_START
1469¿CFG_F_END¿¿0¿1097_anon¿¿¿¿¿CFG_F_END
1470¿CFG_F_START¿¿1470¿1121_anon¿¿¿¿¿CFG_F_START
1471¿CFG_F_END¿¿0¿1121_anon¿¿¿¿¿CFG_F_END
1472¿CFG_IF_END¿¿0¿1152¿¿¿¿¿CFG_IF_END
1473¿CFG_F_START¿¿1473¿1169_anon¿¿¿¿¿CFG_F_START
1474¿CFG_F_END¿¿0¿1169_anon¿¿¿¿¿CFG_F_END
1475¿CFG_IF_END¿¿0¿1178¿¿¿¿¿CFG_IF_END
1476¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1477¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1478¿CFG_IF_END¿¿0¿1275¿¿¿¿¿CFG_IF_END
1479¿CFG_IF_END¿¿0¿1325¿¿¿¿¿CFG_IF_END
1480¿CFG_IF_END¿¿0¿1308¿¿¿¿¿CFG_IF_END
1481¿CFG_IF_END¿¿0¿1369¿¿¿¿¿CFG_IF_END
1482¿CFG_IF_END¿¿0¿1397¿¿¿¿¿CFG_IF_END
1483¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1484¿CFG_IF_END¿¿0¿1424¿¿¿¿¿CFG_IF_END
1485¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1486¿PDG_CALL¿¿1451¿1451.CALL->process.cwd-o179¿¿¿¿¿PDG_CALL
1487¿PDG_OBJECT¿¿0¿1451.root-o180¿¿¿¿¿PDG_OBJECT
1488¿PDG_CALL¿¿1451¿1451.CALL->path.join-o181¿¿¿¿¿PDG_CALL
1489¿PDG_OBJECT¿¿0¿1451.tmpDir-o182¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1453.this-o183¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1451.v72-o184¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1451.v73-o185¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1451.v73-o186¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿0¿1451.v73.desc-o187¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿0¿1451.v73-o188¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿0¿1451.v73.mutate-o189¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿0¿1455.this-o190¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿0¿1451.v75-o191¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1451.v76-o192¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1451.v76-o193¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1451.v76.desc-o194¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1451.v76-o195¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1451.v76.mutate-o196¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1457.this-o197¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1451.v78-o198¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1451.v79-o199¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1451.v79-o200¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1451.v79.desc-o201¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1451.v79-o202¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿0¿1451.v79.mutate-o203¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1459.this-o204¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1451.v81-o205¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1451.v82-o206¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1451.v82-o207¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1451.v82.desc-o208¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1451.v82-o209¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1451.v82.mutate-o210¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1451.scenarios-o211¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1451.scenarios-o212¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1451.scenarios.clean-o213¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1451.scenarios-o214¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1451.scenarios.'lint-error'-o215¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿0¿1451.scenarios-o216¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1451.scenarios.'format-error'-o217¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1451.scenarios-o218¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1451.scenarios.'type-error'-o219¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1461.this-o220¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1461.cmd-o221¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1451.run-o222¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1463.this-o223¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1463.p-o224¿¿¿¿¿PDG_OBJECT
1532¿PDG_OBJECT¿¿0¿1451.stageFile-o225¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1465.this-o226¿¿¿¿¿PDG_OBJECT
1534¿PDG_OBJECT¿¿0¿1451.resetTmp-o227¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿0¿1468.this-o228¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1451.runHookLike-o229¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1473.this-o230¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1473.name-o231¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1451.simulate-o232¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1451.process-o233¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1451.process.argv-o234¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1451.v121.2-o235¿¿¿¿¿PDG_OBJECT
1543¿PDG_CALL¿¿1451¿1451.CALL->simulate-o236¿¿¿¿¿PDG_CALL
1544¿PDG_OBJECT¿¿0¿1451.success-o237¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1451.v123-o238¿¿¿¿¿PDG_OBJECT
1546¿PDG_OBJECT¿¿0¿1451.v124-o239¿¿¿¿¿PDG_OBJECT
1547¿PDG_CALL¿¿1451¿1451.CALL->process.exit-o240¿¿¿¿¿PDG_CALL
1548¿PDG_OBJECT¿¿0¿1451.v125-o241¿¿¿¿¿PDG_OBJECT
1549¿PDG_CALL¿¿1451¿1451.CALL->process.exit-o242¿¿¿¿¿PDG_CALL
1550¿PDG_OBJECT¿¿0¿1451.v126-o243¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1451.name-o244¿¿¿¿¿PDG_OBJECT
1552¿PDG_CALL¿¿1451¿1451.CALL->Object.keys-o245¿¿¿¿¿PDG_CALL
1553¿PDG_OBJECT¿¿0¿1451.v127-o246¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1451.name-o247¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1451.expectedFail-o248¿¿¿¿¿PDG_OBJECT
1556¿PDG_CALL¿¿1451¿1451.CALL->simulate-o249¿¿¿¿¿PDG_CALL
1557¿PDG_OBJECT¿¿0¿1451.result-o250¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1451.v128-o251¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1451.v129-o252¿¿¿¿¿PDG_OBJECT
1560¿PDG_CALL¿¿1451¿1451.CALL->console.error-o253¿¿¿¿¿PDG_CALL
1561¿PDG_OBJECT¿¿0¿1451.v130-o254¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1451.v133-o255¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1451.v134-o256¿¿¿¿¿PDG_OBJECT
1564¿PDG_CALL¿¿1451¿1451.CALL->console.error-o257¿¿¿¿¿PDG_CALL
1565¿PDG_OBJECT¿¿0¿1451.v135-o258¿¿¿¿¿PDG_OBJECT
1566¿PDG_CALL¿¿1451¿1451.CALL->resetTmp-o259¿¿¿¿¿PDG_CALL
1567¿PDG_OBJECT¿¿0¿1451.v136-o260¿¿¿¿¿PDG_OBJECT
1568¿PDG_CALL¿¿1451¿1451.CALL->console.error-o261¿¿¿¿¿PDG_CALL
1569¿PDG_OBJECT¿¿0¿1451.v138-o262¿¿¿¿¿PDG_OBJECT
1570¿PDG_CALL¿¿1451¿1451.CALL->process.exit-o263¿¿¿¿¿PDG_CALL
1571¿PDG_OBJECT¿¿0¿1451.v139-o264¿¿¿¿¿PDG_OBJECT
1572¿PDG_CALL¿¿1451¿1451.CALL->console.log-o265¿¿¿¿¿PDG_CALL
1573¿PDG_OBJECT¿¿0¿1451.v140-o266¿¿¿¿¿PDG_OBJECT
1574¿PDG_CALL¿¿1453¿1453.CALL->path.join-o267¿¿¿¿¿PDG_CALL
1575¿PDG_OBJECT¿¿0¿1453.file-o268¿¿¿¿¿PDG_OBJECT
1576¿PDG_CALL¿¿1453¿1453.CALL->fs.writeFileSync-o269¿¿¿¿¿PDG_CALL
1577¿PDG_OBJECT¿¿0¿1453.v71-o270¿¿¿¿¿PDG_OBJECT
1578¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1579¿PDG_CALL¿¿1455¿1455.CALL->path.join-o271¿¿¿¿¿PDG_CALL
1580¿PDG_OBJECT¿¿0¿1455.file-o272¿¿¿¿¿PDG_OBJECT
1581¿PDG_CALL¿¿1455¿1455.CALL->fs.writeFileSync-o273¿¿¿¿¿PDG_CALL
1582¿PDG_OBJECT¿¿0¿1455.v74-o274¿¿¿¿¿PDG_OBJECT
1583¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1584¿PDG_CALL¿¿1457¿1457.CALL->path.join-o275¿¿¿¿¿PDG_CALL
1585¿PDG_OBJECT¿¿0¿1457.file-o276¿¿¿¿¿PDG_OBJECT
1586¿PDG_CALL¿¿1457¿1457.CALL->fs.writeFileSync-o277¿¿¿¿¿PDG_CALL
1587¿PDG_OBJECT¿¿0¿1457.v77-o278¿¿¿¿¿PDG_OBJECT
1588¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1589¿PDG_CALL¿¿1459¿1459.CALL->path.join-o279¿¿¿¿¿PDG_CALL
1590¿PDG_OBJECT¿¿0¿1459.file-o280¿¿¿¿¿PDG_OBJECT
1591¿PDG_CALL¿¿1459¿1459.CALL->fs.writeFileSync-o281¿¿¿¿¿PDG_CALL
1592¿PDG_OBJECT¿¿0¿1459.v80-o282¿¿¿¿¿PDG_OBJECT
1593¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1594¿PDG_OBJECT¿¿0¿1461.v83-o283¿¿¿¿¿PDG_OBJECT
1595¿PDG_CALL¿¿1461¿1461.CALL->execSync-o284¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1461.v84-o285¿¿¿¿¿PDG_OBJECT
1597¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1598¿PDG_CALL¿¿1461¿1461.CALL->v84.toString-o286¿¿¿¿¿PDG_CALL
1599¿PDG_OBJECT¿¿0¿1461.v85-o287¿¿¿¿¿PDG_OBJECT
1600¿PDG_RETURN¿¿0¿1461.RET_OBJ-o288¿¿¿¿¿PDG_RETURN
1601¿PDG_CALL¿¿1463¿1463.CALL->path.relative-o289¿¿¿¿¿PDG_CALL
1602¿PDG_OBJECT¿¿0¿1463.v86-o290¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1463.v87-o291¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1463.v87.0-o292¿¿¿¿¿PDG_OBJECT
1605¿PDG_OBJECT¿¿0¿1463.v87.1-o293¿¿¿¿¿PDG_OBJECT
1606¿PDG_CALL¿¿1463¿1463.CALL->execFileSync-o294¿¿¿¿¿PDG_CALL
1607¿PDG_OBJECT¿¿0¿1463.v88-o295¿¿¿¿¿PDG_OBJECT
1608¿PDG_CALL¿¿1465¿1465.CALL->fs.existsSync-o296¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1465.v89-o297¿¿¿¿¿PDG_OBJECT
1610¿PDG_OBJECT¿¿0¿1465.v90-o298¿¿¿¿¿PDG_OBJECT
1611¿PDG_CALL¿¿1465¿1465.CALL->fs.rmSync-o299¿¿¿¿¿PDG_CALL
1612¿PDG_OBJECT¿¿0¿1465.v91-o300¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1465.v92-o301¿¿¿¿¿PDG_OBJECT
1614¿PDG_CALL¿¿1465¿1465.CALL->fs.mkdirSync-o302¿¿¿¿¿PDG_CALL
1615¿PDG_OBJECT¿¿0¿1465.v93-o303¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1468.v94-o304¿¿¿¿¿PDG_OBJECT
1617¿PDG_CALL¿¿1468¿1468.CALL->execSync-o305¿¿¿¿¿PDG_CALL
1618¿PDG_OBJECT¿¿0¿1468.v95-o306¿¿¿¿¿PDG_OBJECT
1619¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1620¿PDG_CALL¿¿1468¿1468.CALL->run-o307¿¿¿¿¿PDG_CALL
1621¿PDG_OBJECT¿¿0¿1468.v96-o308¿¿¿¿¿PDG_OBJECT
1622¿PDG_CALL¿¿1468¿1468.CALL->v96.split-o309¿¿¿¿¿PDG_CALL
1623¿PDG_OBJECT¿¿0¿1468.v97-o310¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1470.this-o311¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1470.f-o312¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1468.v101-o313¿¿¿¿¿PDG_OBJECT
1627¿PDG_CALL¿¿1468¿1468.CALL->v97.filter-o314¿¿¿¿¿PDG_CALL
1628¿PDG_OBJECT¿¿0¿1468.changedTs-o315¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1468.changedTs.length-o316¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1468.v103-o317¿¿¿¿¿PDG_OBJECT
1631¿PDG_CALL¿¿1468¿1468.CALL->execSync-o318¿¿¿¿¿PDG_CALL
1632¿PDG_OBJECT¿¿0¿1468.v104-o319¿¿¿¿¿PDG_OBJECT
1633¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1634¿PDG_CALL¿¿1470¿1470.CALL->f.endsWith-o320¿¿¿¿¿PDG_CALL
1635¿PDG_OBJECT¿¿0¿1470.v98-o321¿¿¿¿¿PDG_OBJECT
1636¿PDG_CALL¿¿1470¿1470.CALL->f.endsWith-o322¿¿¿¿¿PDG_CALL
1637¿PDG_OBJECT¿¿0¿1470.v99-o323¿¿¿¿¿PDG_OBJECT
1638¿PDG_RETURN¿¿0¿1470.RET_OBJ-o324¿¿¿¿¿PDG_RETURN
1639¿PDG_OBJECT¿¿0¿1473.scenarios.*-o325¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1473.v106-o326¿¿¿¿¿PDG_OBJECT
1641¿PDG_CALL¿¿1473¿1473.CALL->console.error-o327¿¿¿¿¿PDG_CALL
1642¿PDG_OBJECT¿¿0¿1473.v107-o328¿¿¿¿¿PDG_OBJECT
1643¿PDG_CALL¿¿1473¿1473.CALL->process.exit-o329¿¿¿¿¿PDG_CALL
1644¿PDG_OBJECT¿¿0¿1473.v108-o330¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1473.scenario.desc-o331¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1473.v110-o332¿¿¿¿¿PDG_OBJECT
1647¿PDG_CALL¿¿1473¿1473.CALL->console.log-o333¿¿¿¿¿PDG_CALL
1648¿PDG_OBJECT¿¿0¿1473.v111-o334¿¿¿¿¿PDG_OBJECT
1649¿PDG_CALL¿¿1473¿1473.CALL->resetTmp-o335¿¿¿¿¿PDG_CALL
1650¿PDG_OBJECT¿¿0¿1473.v112-o336¿¿¿¿¿PDG_OBJECT
1651¿PDG_CALL¿¿1473¿1473.CALL->scenario.mutate-o337¿¿¿¿¿PDG_CALL
1652¿PDG_OBJECT¿¿0¿1473.v113-o338¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1473.f-o339¿¿¿¿¿PDG_OBJECT
1654¿PDG_CALL¿¿1473¿1473.CALL->fs.readdirSync-o340¿¿¿¿¿PDG_CALL
1655¿PDG_OBJECT¿¿0¿1473.v114-o341¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1473.f-o342¿¿¿¿¿PDG_OBJECT
1657¿PDG_CALL¿¿1473¿1473.CALL->path.join-o343¿¿¿¿¿PDG_CALL
1658¿PDG_OBJECT¿¿0¿1473.v115-o344¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1473¿1473.CALL->stageFile-o345¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1473.v116-o346¿¿¿¿¿PDG_OBJECT
1661¿PDG_CALL¿¿1473¿1473.CALL->runHookLike-o347¿¿¿¿¿PDG_CALL
1662¿PDG_OBJECT¿¿0¿1473.v117-o348¿¿¿¿¿PDG_OBJECT
1663¿PDG_CALL¿¿1473¿1473.CALL->execSync-o349¿¿¿¿¿PDG_CALL
1664¿PDG_OBJECT¿¿0¿1473.v118-o350¿¿¿¿¿PDG_OBJECT
1665¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1666¿PDG_OBJECT¿¿0¿1473.v119-o351¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1473.v119-o352¿¿¿¿¿PDG_OBJECT
1668¿PDG_OBJECT¿¿0¿1473.v119-o353¿¿¿¿¿PDG_OBJECT
1669¿PDG_CALL¿¿1473¿1473.CALL->console.log-o354¿¿¿¿¿PDG_CALL
1670¿PDG_OBJECT¿¿0¿1473.v120-o355¿¿¿¿¿PDG_OBJECT
1671¿PDG_RETURN¿¿0¿1473.RET_OBJ-o356¿¿¿¿¿PDG_RETURN
