Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Program
1580¿FunctionExpression¿¿1720¿anon¿¿¿{"start":{"line":96,"column":31},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1581¿Identifier¿¿0¿err¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1582¿Identifier¿¿0¿mac¿¿¿{"start":{"line":96,"column":46},"end":{"line":96,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1583¿VariableDeclarator¿¿1725¿v177¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1584¿CallExpression¿¿1725¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1585¿Identifier¿¿1725¿callback¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1586¿Identifier¿¿1725¿err¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1587¿Identifier¿¿1725¿mac¿¿¿{"start":{"line":97,"column":29},"end":{"line":97,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1588¿ReturnStatement¿¿1725¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1589¿Identifier¿¿1725¿v177¿¿¿¿¿Identifier
1590¿BlockStatement¿¿1725¿¿¿¿{"start":{"line":96,"column":51},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1591¿VariableDeclarator¿¿1720¿v179¿¿¿{"start":{"line":96,"column":6},"end":{"line":98,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1592¿CallExpression¿¿1720¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":98,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1593¿Identifier¿¿1720¿getMacInWin32¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1594¿Identifier¿¿1720¿ipAddress¿¿¿{"start":{"line":96,"column":20},"end":{"line":96,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1595¿Identifier¿¿1720¿v178¿¿¿¿¿Identifier
1596¿ExpressionStatement¿¿1720¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":98,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1597¿Identifier¿¿1720¿v179¿¿¿¿¿Identifier
1598¿BreakStatement¿¿1720¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BreakStatement
1599¿SwitchCase¿¿1720¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":105,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿SwitchCase
1600¿Literal¿string¿1720¿¿'darwin'¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1601¿VariableDeclarator¿¿1720¿v181¿¿¿{"start":{"line":102,"column":31},"end":{"line":104,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1602¿FunctionExpression¿¿1720¿anon¿¿¿{"start":{"line":102,"column":31},"end":{"line":104,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1603¿Identifier¿¿0¿err¿¿¿{"start":{"line":102,"column":41},"end":{"line":102,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1604¿Identifier¿¿0¿mac¿¿¿{"start":{"line":102,"column":46},"end":{"line":102,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1605¿VariableDeclarator¿¿1728¿v180¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1606¿CallExpression¿¿1728¿¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1607¿Identifier¿¿1728¿callback¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1608¿Identifier¿¿1728¿err¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1609¿Identifier¿¿1728¿mac¿¿¿{"start":{"line":103,"column":29},"end":{"line":103,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1610¿ReturnStatement¿¿1728¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1611¿Identifier¿¿1728¿v180¿¿¿¿¿Identifier
1612¿BlockStatement¿¿1728¿¿¿¿{"start":{"line":102,"column":51},"end":{"line":104,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1613¿VariableDeclarator¿¿1720¿v182¿¿¿{"start":{"line":102,"column":6},"end":{"line":104,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1614¿CallExpression¿¿1720¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":104,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1615¿Identifier¿¿1720¿getMacInLinux¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1616¿Identifier¿¿1720¿ipAddress¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1617¿Identifier¿¿1720¿v181¿¿¿¿¿Identifier
1618¿ExpressionStatement¿¿1720¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":104,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1619¿Identifier¿¿1720¿v182¿¿¿¿¿Identifier
1620¿BreakStatement¿¿1720¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BreakStatement
1621¿SwitchCase¿¿1720¿¿¿¿{"start":{"line":107,"column":4},"end":{"line":109,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿SwitchCase
1622¿VariableDeclarator¿¿1720¿v183¿¿¿{"start":{"line":108,"column":42},"end":{"line":108,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1623¿CallExpression¿¿1720¿¿¿¿{"start":{"line":108,"column":42},"end":{"line":108,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1624¿MemberExpression¿¿1720¿¿¿¿{"start":{"line":108,"column":42},"end":{"line":108,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1625¿Identifier¿¿1720¿os¿¿¿{"start":{"line":108,"column":42},"end":{"line":108,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1626¿Identifier¿¿1720¿platform¿¿¿{"start":{"line":108,"column":45},"end":{"line":108,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1627¿VariableDeclarator¿¿1720¿v184¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1628¿BinaryExpression¿+¿1720¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1629¿Literal¿string¿1720¿¿'Unsupported platform: '¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1630¿Identifier¿¿1720¿v183¿¿¿¿¿Identifier
1631¿VariableDeclarator¿¿1720¿v185¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1632¿CallExpression¿¿1720¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1633¿Identifier¿¿1720¿callback¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1634¿Identifier¿¿1720¿v184¿¿¿¿¿Identifier
1635¿Literal¿object¿1720¿¿null¿¿{"start":{"line":108,"column":57},"end":{"line":108,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1636¿ExpressionStatement¿¿1720¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1637¿Identifier¿¿1720¿v185¿¿¿¿¿Identifier
1638¿BreakStatement¿¿1720¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BreakStatement
1639¿BlockStatement¿¿1720¿¿¿¿{"start":{"line":87,"column":43},"end":{"line":111,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1640¿VariableDeclarator¿exported¿1683¿getMac¿¿¿{"start":{"line":113,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1641¿FunctionExpression¿¿1683¿anon¿¿¿{"start":{"line":113,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1642¿Identifier¿¿0¿ipAddress¿¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1643¿Identifier¿¿0¿callback¿¿¿{"start":{"line":113,"column":27},"end":{"line":113,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1644¿VariableDeclarator¿¿1733¿v186¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1645¿CallExpression¿¿1733¿¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1646¿Identifier¿¿1733¿isIpAddress¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1647¿Identifier¿¿1733¿ipAddress¿¿¿{"start":{"line":114,"column":19},"end":{"line":114,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1648¿VariableDeclarator¿¿1733¿v187¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1649¿UnaryExpression¿!¿1733¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿UnaryExpression
1650¿Identifier¿¿1733¿v186¿¿¿¿¿Identifier
1651¿IfStatement¿¿1733¿¿¿¿{"start":{"line":114,"column":2},"end":{"line":116,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1652¿Identifier¿¿1733¿v187¿¿¿¿¿Identifier
1653¿VariableDeclarator¿¿1733¿v188¿¿¿{"start":{"line":115,"column":10},"end":{"line":115,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1654¿NewExpression¿¿1733¿¿¿¿{"start":{"line":115,"column":10},"end":{"line":115,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿NewExpression
1655¿Identifier¿¿1733¿Error¿¿¿{"start":{"line":115,"column":14},"end":{"line":115,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1656¿Literal¿string¿1733¿¿'The value you entered is not a valid IP address'¿¿{"start":{"line":115,"column":20},"end":{"line":115,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1657¿ThrowStatement¿¿1733¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ThrowStatement
1658¿Identifier¿¿1733¿v188¿¿¿¿¿Identifier
1659¿BlockStatement¿¿1733¿¿¿¿{"start":{"line":114,"column":31},"end":{"line":116,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1660¿VariableDeclarator¿¿1733¿ownMacAddress¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1661¿CallExpression¿¿1733¿¿¿¿{"start":{"line":118,"column":22},"end":{"line":118,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1662¿Identifier¿¿1733¿getOwnMacAddress¿¿¿{"start":{"line":118,"column":22},"end":{"line":118,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1663¿Identifier¿¿1733¿ipAddress¿¿¿{"start":{"line":118,"column":39},"end":{"line":118,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1664¿IfStatement¿¿1733¿¿¿¿{"start":{"line":120,"column":2},"end":{"line":124,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1665¿Identifier¿¿1733¿ownMacAddress¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1666¿VariableDeclarator¿¿1733¿v189¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1667¿CallExpression¿¿1733¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1668¿Identifier¿¿1733¿callback¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1669¿Literal¿boolean¿1733¿¿false¿¿{"start":{"line":121,"column":13},"end":{"line":121,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1670¿Identifier¿¿1733¿ownMacAddress¿¿¿{"start":{"line":121,"column":20},"end":{"line":121,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1671¿ExpressionStatement¿¿1733¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1672¿Identifier¿¿1733¿v189¿¿¿¿¿Identifier
1673¿BlockStatement¿¿1733¿¿¿¿{"start":{"line":120,"column":21},"end":{"line":122,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1674¿VariableDeclarator¿¿1733¿v190¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1675¿CallExpression¿¿1733¿¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1676¿Identifier¿¿1733¿getRemoteMac¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1677¿Identifier¿¿1733¿ipAddress¿¿¿{"start":{"line":123,"column":17},"end":{"line":123,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1678¿Identifier¿¿1733¿callback¿¿¿{"start":{"line":123,"column":28},"end":{"line":123,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1679¿ExpressionStatement¿¿1733¿¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1680¿Identifier¿¿1733¿v190¿¿¿¿¿Identifier
1681¿BlockStatement¿¿1733¿¿¿¿{"start":{"line":122,"column":9},"end":{"line":124,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1682¿BlockStatement¿¿1733¿¿¿¿{"start":{"line":113,"column":37},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1683¿CFG_F_START¿¿1683¿__main__¿¿¿¿¿CFG_F_START
1684¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1685¿CFG_F_START¿¿1685¿1014_anon¿¿¿¿¿CFG_F_START
1686¿CFG_F_END¿¿0¿1014_anon¿¿¿¿¿CFG_F_END
1687¿CFG_IF_END¿¿0¿1030¿¿¿¿¿CFG_IF_END
1688¿CFG_F_START¿¿1688¿1058_anon¿¿¿¿¿CFG_F_START
1689¿CFG_F_END¿¿0¿1058_anon¿¿¿¿¿CFG_F_END
1690¿CFG_F_START¿¿1690¿1074_anon¿¿¿¿¿CFG_F_START
1691¿CFG_F_END¿¿0¿1074_anon¿¿¿¿¿CFG_F_END
1692¿CFG_F_START¿¿1692¿1081_anon¿¿¿¿¿CFG_F_START
1693¿CFG_F_END¿¿0¿1081_anon¿¿¿¿¿CFG_F_END
1694¿CFG_IF_END¿¿0¿1091¿¿¿¿¿CFG_IF_END
1695¿CFG_F_START¿¿1695¿1122_anon¿¿¿¿¿CFG_F_START
1696¿CFG_F_END¿¿0¿1122_anon¿¿¿¿¿CFG_F_END
1697¿CFG_F_START¿¿1697¿1142_anon¿¿¿¿¿CFG_F_START
1698¿CFG_F_END¿¿0¿1142_anon¿¿¿¿¿CFG_F_END
1699¿CFG_IF_END¿¿0¿1170¿¿¿¿¿CFG_IF_END
1700¿CFG_F_START¿¿1700¿1186_anon¿¿¿¿¿CFG_F_START
1701¿CFG_F_END¿¿0¿1186_anon¿¿¿¿¿CFG_F_END
1702¿CFG_F_START¿¿1702¿1194_anon¿¿¿¿¿CFG_F_START
1703¿CFG_F_END¿¿0¿1194_anon¿¿¿¿¿CFG_F_END
1704¿CFG_IF_END¿¿0¿1205¿¿¿¿¿CFG_IF_END
1705¿CFG_IF_END¿¿0¿1202¿¿¿¿¿CFG_IF_END
1706¿CFG_F_START¿¿1706¿1244_anon¿¿¿¿¿CFG_F_START
1707¿CFG_F_END¿¿0¿1244_anon¿¿¿¿¿CFG_F_END
1708¿CFG_IF_END¿¿0¿1255¿¿¿¿¿CFG_IF_END
1709¿CFG_IF_END¿¿0¿1252¿¿¿¿¿CFG_IF_END
1710¿CFG_F_START¿¿1710¿1360_anon¿¿¿¿¿CFG_F_START
1711¿CFG_F_END¿¿0¿1360_anon¿¿¿¿¿CFG_F_END
1712¿CFG_F_START¿¿1712¿1371_anon¿¿¿¿¿CFG_F_START
1713¿CFG_F_END¿¿0¿1371_anon¿¿¿¿¿CFG_F_END
1714¿CFG_IF_END¿¿0¿1382¿¿¿¿¿CFG_IF_END
1715¿CFG_IF_END¿¿0¿1379¿¿¿¿¿CFG_IF_END
1716¿CFG_F_START¿¿1716¿1421_anon¿¿¿¿¿CFG_F_START
1717¿CFG_F_END¿¿0¿1421_anon¿¿¿¿¿CFG_F_END
1718¿CFG_IF_END¿¿0¿1432¿¿¿¿¿CFG_IF_END
1719¿CFG_IF_END¿¿0¿1429¿¿¿¿¿CFG_IF_END
1720¿CFG_F_START¿¿1720¿1545_anon¿¿¿¿¿CFG_F_START
1721¿CFG_F_END¿¿0¿1545_anon¿¿¿¿¿CFG_F_END
1722¿CFG_F_START¿¿1722¿1558_anon¿¿¿¿¿CFG_F_START
1723¿CFG_F_END¿¿0¿1558_anon¿¿¿¿¿CFG_F_END
1724¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
