Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1034¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":138,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Program
1666¿ReturnStatement¿¿1814¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1667¿Identifier¿¿1814¿v173¿¿¿¿¿Identifier
1668¿BlockStatement¿¿1814¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":117,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1669¿CatchClause¿¿1814¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":122,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CatchClause
1670¿VariableDeclarator¿¿1814¿v174¿¿¿{"start":{"line":118,"column":11},"end":{"line":118,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1671¿CallExpression¿¿1814¿¿¿¿{"start":{"line":118,"column":11},"end":{"line":118,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1672¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":118,"column":11},"end":{"line":118,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1673¿Identifier¿¿1814¿res¿¿¿{"start":{"line":118,"column":11},"end":{"line":118,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1674¿Identifier¿¿1814¿status¿¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1675¿Literal¿number¿1814¿¿400¿¿{"start":{"line":118,"column":22},"end":{"line":118,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1676¿VariableDeclarator¿¿1814¿v175¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1677¿ObjectExpression¿¿1814¿¿¿¿¿¿ObjectExpression
1678¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1679¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1680¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1681¿Identifier¿¿1814¿v175¿¿¿¿¿Identifier
1682¿Identifier¿¿1814¿message¿¿¿{"start":{"line":120,"column":15},"end":{"line":120,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1683¿Literal¿string¿1814¿¿'Invalid filename'¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1684¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1685¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1686¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1687¿Identifier¿¿1814¿v175¿¿¿¿¿Identifier
1688¿Identifier¿¿1814¿code¿¿¿{"start":{"line":120,"column":44},"end":{"line":120,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1689¿Literal¿string¿1814¿¿'VALIDATION_ERROR'¿¿{"start":{"line":120,"column":50},"end":{"line":120,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1690¿VariableDeclarator¿¿1814¿v176¿¿¿{"start":{"line":118,"column":32},"end":{"line":121,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1691¿ObjectExpression¿¿1814¿¿¿¿{"start":{"line":118,"column":32},"end":{"line":121,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1692¿Property¿¿1814¿¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1693¿Identifier¿¿1814¿success¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1694¿Literal¿boolean¿1814¿¿false¿¿{"start":{"line":119,"column":15},"end":{"line":119,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1695¿Property¿¿1814¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1696¿Identifier¿¿1814¿error¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1697¿Identifier¿¿1814¿v175¿¿¿¿¿Identifier
1698¿VariableDeclarator¿¿1814¿v177¿¿¿{"start":{"line":118,"column":11},"end":{"line":121,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1699¿CallExpression¿¿1814¿¿¿¿{"start":{"line":118,"column":11},"end":{"line":121,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1700¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":118,"column":11},"end":{"line":118,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1701¿Identifier¿¿1814¿v174¿¿¿¿¿Identifier
1702¿Identifier¿¿1814¿json¿¿¿{"start":{"line":118,"column":27},"end":{"line":118,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1703¿Identifier¿¿1814¿v176¿¿¿¿¿Identifier
1704¿ReturnStatement¿¿1814¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":121,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1705¿Identifier¿¿1814¿v177¿¿¿¿¿Identifier
1706¿BlockStatement¿¿1814¿¿¿¿{"start":{"line":117,"column":14},"end":{"line":122,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1707¿Identifier¿¿1814¿e¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1708¿BlockStatement¿¿1814¿¿¿¿{"start":{"line":75,"column":52},"end":{"line":123,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1709¿VariableDeclarator¿¿1803¿v178¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1710¿CallExpression¿¿1803¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1711¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1712¿Identifier¿¿1803¿app¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1713¿Identifier¿¿1803¿use¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1714¿Literal¿string¿1803¿¿'/api/v1/requests'¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1715¿Identifier¿¿1803¿requestsRouter¿¿¿{"start":{"line":126,"column":28},"end":{"line":126,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1716¿ExpressionStatement¿¿1803¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1717¿Identifier¿¿1803¿v178¿¿¿¿¿Identifier
1718¿VariableDeclarator¿¿1803¿v179¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1719¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1720¿Identifier¿¿1803¿upload¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1721¿Identifier¿¿1803¿upload¿¿¿{"start":{"line":127,"column":35},"end":{"line":127,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1722¿VariableDeclarator¿¿1803¿v180¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1723¿CallExpression¿¿1803¿¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1724¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1725¿Identifier¿¿1803¿v179¿¿¿¿¿Identifier
1726¿Identifier¿¿1803¿single¿¿¿{"start":{"line":127,"column":42},"end":{"line":127,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1727¿Literal¿string¿1803¿¿'audio'¿¿{"start":{"line":127,"column":49},"end":{"line":127,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1728¿VariableDeclarator¿¿1803¿v181¿¿¿{"start":{"line":127,"column":59},"end":{"line":127,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1729¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":127,"column":59},"end":{"line":127,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1730¿Identifier¿¿1803¿uploadController¿¿¿{"start":{"line":127,"column":59},"end":{"line":127,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1731¿Identifier¿¿1803¿uploadAudio¿¿¿{"start":{"line":127,"column":76},"end":{"line":127,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1732¿VariableDeclarator¿¿1803¿v182¿¿¿{"start":{"line":127,"column":0},"end":{"line":127,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1733¿CallExpression¿¿1803¿¿¿¿{"start":{"line":127,"column":0},"end":{"line":127,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1734¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":127,"column":0},"end":{"line":127,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1735¿Identifier¿¿1803¿app¿¿¿{"start":{"line":127,"column":0},"end":{"line":127,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1736¿Identifier¿¿1803¿post¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1737¿Literal¿string¿1803¿¿'/api/v1/uploads'¿¿{"start":{"line":127,"column":9},"end":{"line":127,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1738¿Identifier¿¿1803¿v180¿¿¿¿¿Identifier
1739¿Identifier¿¿1803¿v181¿¿¿¿¿Identifier
1740¿ExpressionStatement¿¿1803¿¿¿¿{"start":{"line":127,"column":0},"end":{"line":127,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1741¿Identifier¿¿1803¿v182¿¿¿¿¿Identifier
1742¿VariableDeclarator¿¿1803¿v183¿¿¿{"start":{"line":128,"column":62},"end":{"line":128,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1743¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":128,"column":62},"end":{"line":128,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1744¿Identifier¿¿1803¿uploadController¿¿¿{"start":{"line":128,"column":62},"end":{"line":128,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1745¿Identifier¿¿1803¿streamAudio¿¿¿{"start":{"line":128,"column":79},"end":{"line":128,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1746¿VariableDeclarator¿¿1803¿v184¿¿¿{"start":{"line":128,"column":0},"end":{"line":128,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1747¿CallExpression¿¿1803¿¿¿¿{"start":{"line":128,"column":0},"end":{"line":128,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1748¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":128,"column":0},"end":{"line":128,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1749¿Identifier¿¿1803¿app¿¿¿{"start":{"line":128,"column":0},"end":{"line":128,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1750¿Identifier¿¿1803¿get¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1751¿Literal¿string¿1803¿¿'/api/v1/uploads/:filename'¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1752¿Identifier¿¿1803¿pathTraversalProtection¿¿¿{"start":{"line":128,"column":37},"end":{"line":128,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1753¿Identifier¿¿1803¿v183¿¿¿¿¿Identifier
1754¿ExpressionStatement¿¿1803¿¿¿¿{"start":{"line":128,"column":0},"end":{"line":128,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1755¿Identifier¿¿1803¿v184¿¿¿¿¿Identifier
1756¿VariableDeclarator¿¿1803¿v188¿¿¿{"start":{"line":131,"column":23},"end":{"line":133,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1757¿ArrowFunctionExpression¿¿1803¿¿¿¿{"start":{"line":131,"column":23},"end":{"line":133,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ArrowFunctionExpression
1758¿Identifier¿¿0¿req¿¿¿{"start":{"line":131,"column":24},"end":{"line":131,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1759¿Identifier¿¿0¿res¿¿¿{"start":{"line":131,"column":29},"end":{"line":131,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1760¿VariableDeclarator¿¿1821¿v185¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1761¿CallExpression¿¿1821¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1762¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1763¿Identifier¿¿1821¿res¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1764¿Identifier¿¿1821¿status¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1765¿Literal¿number¿1821¿¿200¿¿{"start":{"line":132,"column":13},"end":{"line":132,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1766¿VariableDeclarator¿¿1821¿v186¿¿¿{"start":{"line":132,"column":23},"end":{"line":132,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1767¿ObjectExpression¿¿1821¿¿¿¿{"start":{"line":132,"column":23},"end":{"line":132,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1768¿Property¿¿1821¿¿¿¿{"start":{"line":132,"column":25},"end":{"line":132,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1769¿Identifier¿¿1821¿status¿¿¿{"start":{"line":132,"column":25},"end":{"line":132,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1770¿Literal¿string¿1821¿¿'ok'¿¿{"start":{"line":132,"column":33},"end":{"line":132,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1771¿VariableDeclarator¿¿1821¿v187¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1772¿CallExpression¿¿1821¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1773¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1774¿Identifier¿¿1821¿v185¿¿¿¿¿Identifier
1775¿Identifier¿¿1821¿json¿¿¿{"start":{"line":132,"column":18},"end":{"line":132,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1776¿Identifier¿¿1821¿v186¿¿¿¿¿Identifier
1777¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1778¿Identifier¿¿1821¿v187¿¿¿¿¿Identifier
1779¿BlockStatement¿¿1821¿¿¿¿{"start":{"line":131,"column":37},"end":{"line":133,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1780¿VariableDeclarator¿¿1803¿v189¿¿¿{"start":{"line":131,"column":0},"end":{"line":133,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1781¿CallExpression¿¿1803¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":133,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1782¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1783¿Identifier¿¿1803¿app¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1784¿Identifier¿¿1803¿get¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1785¿Literal¿string¿1803¿¿'/api/health'¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1786¿Identifier¿¿1803¿v188¿¿¿¿¿Identifier
1787¿ExpressionStatement¿¿1803¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":133,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1788¿Identifier¿¿1803¿v189¿¿¿¿¿Identifier
1789¿VariableDeclarator¿¿1803¿v190¿¿¿{"start":{"line":136,"column":0},"end":{"line":136,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1790¿CallExpression¿¿1803¿¿¿¿{"start":{"line":136,"column":0},"end":{"line":136,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1791¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":136,"column":0},"end":{"line":136,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1792¿Identifier¿¿1803¿app¿¿¿{"start":{"line":136,"column":0},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1793¿Identifier¿¿1803¿use¿¿¿{"start":{"line":136,"column":4},"end":{"line":136,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
