Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
805¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Program
1407¿Identifier¿¿1409¿exports¿¿¿{"start":{"line":96,"column":7},"end":{"line":96,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1408¿Identifier¿¿1409¿router¿¿¿{"start":{"line":96,"column":17},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1409¿CFG_F_START¿¿1409¿__main__¿¿¿¿¿CFG_F_START
1410¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1411¿CFG_F_START¿¿1411¿852_anon¿¿¿¿¿CFG_F_START
1412¿CFG_F_END¿¿0¿852_anon¿¿¿¿¿CFG_F_END
1413¿CFG_F_START¿¿1413¿876_anon¿¿¿¿¿CFG_F_START
1414¿CFG_F_END¿¿0¿876_anon¿¿¿¿¿CFG_F_END
1415¿CFG_F_START¿¿1415¿907_anon¿¿¿¿¿CFG_F_START
1416¿CFG_F_END¿¿0¿907_anon¿¿¿¿¿CFG_F_END
1417¿CFG_IF_END¿¿0¿943¿¿¿¿¿CFG_IF_END
1418¿CFG_IF_END¿¿0¿984¿¿¿¿¿CFG_IF_END
1419¿CFG_IF_END¿¿0¿1035¿¿¿¿¿CFG_IF_END
1420¿CFG_IF_END¿¿0¿1074¿¿¿¿¿CFG_IF_END
1421¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1422¿CFG_F_START¿¿1422¿1148_anon¿¿¿¿¿CFG_F_START
1423¿CFG_F_END¿¿0¿1148_anon¿¿¿¿¿CFG_F_END
1424¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1425¿CFG_F_START¿¿1425¿1214_anon¿¿¿¿¿CFG_F_START
1426¿CFG_F_END¿¿0¿1214_anon¿¿¿¿¿CFG_F_END
1427¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1428¿CFG_F_START¿¿1428¿1283_anon¿¿¿¿¿CFG_F_START
1429¿CFG_F_END¿¿0¿1283_anon¿¿¿¿¿CFG_F_END
1430¿CFG_IF_END¿¿0¿1314¿¿¿¿¿CFG_IF_END
1431¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1432¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1433¿PDG_CALL¿¿1409¿1409.CALL->require-o171¿¿¿¿¿PDG_CALL
1434¿PDG_OBJECT¿¿0¿1409.express-o172¿¿¿¿¿PDG_OBJECT
1435¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1436¿PDG_CALL¿¿1409¿1409.CALL->require-o173¿¿¿¿¿PDG_CALL
1437¿PDG_OBJECT¿¿0¿1409.mongoose-o174¿¿¿¿¿PDG_OBJECT
1438¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1439¿PDG_CALL¿¿1409¿1409.CALL->require-o175¿¿¿¿¿PDG_CALL
1440¿PDG_OBJECT¿¿0¿1409.path-o176¿¿¿¿¿PDG_OBJECT
1441¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1442¿PDG_CALL¿¿1409¿1409.CALL->require-o177¿¿¿¿¿PDG_CALL
1443¿PDG_OBJECT¿¿0¿1409.fs-o178¿¿¿¿¿PDG_OBJECT
1444¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1445¿PDG_CALL¿¿1409¿1409.CALL->require-o179¿¿¿¿¿PDG_CALL
1446¿PDG_OBJECT¿¿0¿1409.crypto-o180¿¿¿¿¿PDG_OBJECT
1447¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1448¿PDG_CALL¿¿1409¿1409.CALL->express.Router-o181¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿0¿1409.router-o182¿¿¿¿¿PDG_OBJECT
1450¿PDG_CALL¿¿1409¿1409.CALL->require-o183¿¿¿¿¿PDG_CALL
1451¿PDG_OBJECT¿¿0¿1409.v70-o184¿¿¿¿¿PDG_OBJECT
1452¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1453¿PDG_OBJECT¿¿0¿1409.v70.FlagsTbl-o185¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿0¿1409.v70.ChallengesTbl-o186¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1409.v70.ProjectsTbl-o187¿¿¿¿¿PDG_OBJECT
1456¿PDG_CALL¿¿1409¿1409.CALL->require-o188¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿0¿1409.validateFlag-o189¿¿¿¿¿PDG_OBJECT
1458¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1459¿PDG_OBJECT¿¿0¿1411.this-o190¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1411.string-o191¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1409.sha256sum-o192¿¿¿¿¿PDG_OBJECT
1462¿PDG_OBJECT¿¿0¿1413.this-o193¿¿¿¿¿PDG_OBJECT
1463¿PDG_OBJECT¿¿0¿1413.filepath-o194¿¿¿¿¿PDG_OBJECT
1464¿PDG_OBJECT¿¿0¿1409.filePathExists-o195¿¿¿¿¿PDG_OBJECT
1465¿PDG_CALL¿¿1409¿1409.CALL->path.join-o196¿¿¿¿¿PDG_CALL
1466¿PDG_OBJECT¿¿0¿1409.v75-o197¿¿¿¿¿PDG_OBJECT
1467¿PDG_CALL¿¿1409¿1409.CALL->fs.realpathSync-o198¿¿¿¿¿PDG_CALL
1468¿PDG_OBJECT¿¿0¿1409.FILES_ROOT-o199¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1415.this-o200¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1415.req-o201¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿0¿1415.res-o202¿¿¿¿¿PDG_OBJECT
1472¿PDG_OBJECT¿¿0¿1409.v105-o203¿¿¿¿¿PDG_OBJECT
1473¿PDG_CALL¿¿1409¿1409.CALL->router.get-o204¿¿¿¿¿PDG_CALL
1474¿PDG_OBJECT¿¿0¿1409.v106-o205¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿0¿1422.this-o206¿¿¿¿¿PDG_OBJECT
1476¿PDG_OBJECT¿¿0¿1422.req-o207¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿0¿1422.res-o208¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿0¿1409.v113-o209¿¿¿¿¿PDG_OBJECT
1479¿PDG_CALL¿¿1409¿1409.CALL->router.get-o210¿¿¿¿¿PDG_CALL
1480¿PDG_OBJECT¿¿0¿1409.v114-o211¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1425.this-o212¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿0¿1425.req-o213¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿0¿1425.res-o214¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿0¿1409.v122-o215¿¿¿¿¿PDG_OBJECT
1485¿PDG_CALL¿¿1409¿1409.CALL->router.get-o216¿¿¿¿¿PDG_CALL
1486¿PDG_OBJECT¿¿0¿1409.v123-o217¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1428.this-o218¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿0¿1428.req-o219¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿0¿1428.res-o220¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1409.v137-o221¿¿¿¿¿PDG_OBJECT
1491¿PDG_CALL¿¿1409¿1409.CALL->router.post-o222¿¿¿¿¿PDG_CALL
1492¿PDG_OBJECT¿¿0¿1409.v138-o223¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1409.module-o224¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿0¿1409.module.exports-o225¿¿¿¿¿PDG_OBJECT
1495¿PDG_CALL¿¿1411¿1411.CALL->crypto.createHash-o226¿¿¿¿¿PDG_CALL
1496¿PDG_OBJECT¿¿0¿1411.v71-o227¿¿¿¿¿PDG_OBJECT
1497¿PDG_CALL¿¿1411¿1411.CALL->v71.update-o228¿¿¿¿¿PDG_CALL
1498¿PDG_OBJECT¿¿0¿1411.v72-o229¿¿¿¿¿PDG_OBJECT
1499¿PDG_CALL¿¿1411¿1411.CALL->v72.digest-o230¿¿¿¿¿PDG_CALL
1500¿PDG_OBJECT¿¿0¿1411.v73-o231¿¿¿¿¿PDG_OBJECT
1501¿PDG_RETURN¿¿0¿1411.RET_OBJ-o232¿¿¿¿¿PDG_RETURN
1502¿PDG_CALL¿¿1413¿1413.CALL->path.resolve-o233¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1413.absPath-o234¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1413¿1413.CALL->fs.existsSync-o235¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1413.v74-o236¿¿¿¿¿PDG_OBJECT
1506¿PDG_RETURN¿¿0¿1413.RET_OBJ-o237¿¿¿¿¿PDG_RETURN
1507¿PDG_OBJECT¿¿0¿1415.req.params-o238¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1415.v76.fileName-o239¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1415.v78-o240¿¿¿¿¿PDG_OBJECT
1510¿PDG_CALL¿¿1415¿1415.CALL->String-o241¿¿¿¿¿PDG_CALL
1511¿PDG_OBJECT¿¿0¿1415.raw-o242¿¿¿¿¿PDG_OBJECT
1512¿PDG_CALL¿¿1415¿1415.CALL->path.basename-o243¿¿¿¿¿PDG_CALL
1513¿PDG_OBJECT¿¿0¿1415.v79-o244¿¿¿¿¿PDG_OBJECT
1514¿PDG_CALL¿¿1415¿1415.CALL->v79.replace-o245¿¿¿¿¿PDG_CALL
1515¿PDG_OBJECT¿¿0¿1415.fileName-o246¿¿¿¿¿PDG_OBJECT
1516¿PDG_CALL¿¿1415¿1415.CALL->res.status-o247¿¿¿¿¿PDG_CALL
1517¿PDG_OBJECT¿¿0¿1415.v81-o248¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1415.v82-o249¿¿¿¿¿PDG_OBJECT
1519¿PDG_CALL¿¿1415¿1415.CALL->v81.json-o250¿¿¿¿¿PDG_CALL
1520¿PDG_OBJECT¿¿0¿1415.v83-o251¿¿¿¿¿PDG_OBJECT
1521¿PDG_RETURN¿¿0¿1415.RET_OBJ-o252¿¿¿¿¿PDG_RETURN
1522¿PDG_CALL¿¿1415¿1415.CALL->path.join-o253¿¿¿¿¿PDG_CALL
1523¿PDG_OBJECT¿¿0¿1415.candidate-o254¿¿¿¿¿PDG_OBJECT
1524¿PDG_CALL¿¿1415¿1415.CALL->fs.existsSync-o255¿¿¿¿¿PDG_CALL
1525¿PDG_OBJECT¿¿0¿1415.v84-o256¿¿¿¿¿PDG_OBJECT
1526¿PDG_CALL¿¿1415¿1415.CALL->res.status-o257¿¿¿¿¿PDG_CALL
1527¿PDG_OBJECT¿¿0¿1415.v86-o258¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1415.v87-o259¿¿¿¿¿PDG_OBJECT
1529¿PDG_CALL¿¿1415¿1415.CALL->v86.json-o260¿¿¿¿¿PDG_CALL
1530¿PDG_OBJECT¿¿0¿1415.v88-o261¿¿¿¿¿PDG_OBJECT
1531¿PDG_RETURN¿¿0¿1415.RET_OBJ-o262¿¿¿¿¿PDG_RETURN
1532¿PDG_CALL¿¿1415¿1415.CALL->fs.realpathSync-o263¿¿¿¿¿PDG_CALL
1533¿PDG_OBJECT¿¿0¿1415.real-o264¿¿¿¿¿PDG_OBJECT
1534¿PDG_CALL¿¿1415¿1415.CALL->path.relative-o265¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1415.rel-o266¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1415¿1415.CALL->rel.startsWith-o267¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿0¿1415.v89-o268¿¿¿¿¿PDG_OBJECT
1538¿PDG_CALL¿¿1415¿1415.CALL->path.isAbsolute-o269¿¿¿¿¿PDG_CALL
1539¿PDG_OBJECT¿¿0¿1415.v90-o270¿¿¿¿¿PDG_OBJECT
1540¿PDG_CALL¿¿1415¿1415.CALL->res.status-o271¿¿¿¿¿PDG_CALL
1541¿PDG_OBJECT¿¿0¿1415.v92-o272¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1415.v93-o273¿¿¿¿¿PDG_OBJECT
1543¿PDG_CALL¿¿1415¿1415.CALL->v92.json-o274¿¿¿¿¿PDG_CALL
1544¿PDG_OBJECT¿¿0¿1415.v94-o275¿¿¿¿¿PDG_OBJECT
1545¿PDG_RETURN¿¿0¿1415.RET_OBJ-o276¿¿¿¿¿PDG_RETURN
1546¿PDG_CALL¿¿1415¿1415.CALL->fs.statSync-o277¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1415.stat-o278¿¿¿¿¿PDG_OBJECT
1548¿PDG_CALL¿¿1415¿1415.CALL->stat.isFile-o279¿¿¿¿¿PDG_CALL
1549¿PDG_OBJECT¿¿0¿1415.v95-o280¿¿¿¿¿PDG_OBJECT
1550¿PDG_CALL¿¿1415¿1415.CALL->res.status-o281¿¿¿¿¿PDG_CALL
1551¿PDG_OBJECT¿¿0¿1415.v97-o282¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1415.v98-o283¿¿¿¿¿PDG_OBJECT
1553¿PDG_CALL¿¿1415¿1415.CALL->v97.json-o284¿¿¿¿¿PDG_CALL
1554¿PDG_OBJECT¿¿0¿1415.v99-o285¿¿¿¿¿PDG_OBJECT
1555¿PDG_RETURN¿¿0¿1415.RET_OBJ-o286¿¿¿¿¿PDG_RETURN
1556¿PDG_CALL¿¿1415¿1415.CALL->res.download-o287¿¿¿¿¿PDG_CALL
1557¿PDG_OBJECT¿¿0¿1415.v100-o288¿¿¿¿¿PDG_OBJECT
1558¿PDG_RETURN¿¿0¿1415.RET_OBJ-o289¿¿¿¿¿PDG_RETURN
1559¿PDG_CALL¿¿1415¿1415.CALL->console.error-o290¿¿¿¿¿PDG_CALL
1560¿PDG_OBJECT¿¿0¿1415.v101-o291¿¿¿¿¿PDG_OBJECT
1561¿PDG_CALL¿¿1415¿1415.CALL->res.status-o292¿¿¿¿¿PDG_CALL
1562¿PDG_OBJECT¿¿0¿1415.v102-o293¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1415.v103-o294¿¿¿¿¿PDG_OBJECT
1564¿PDG_CALL¿¿1415¿1415.CALL->v102.json-o295¿¿¿¿¿PDG_CALL
1565¿PDG_OBJECT¿¿0¿1415.v104-o296¿¿¿¿¿PDG_OBJECT
1566¿PDG_RETURN¿¿0¿1415.RET_OBJ-o297¿¿¿¿¿PDG_RETURN
1567¿PDG_CALL¿¿1422¿1422.CALL->res.status-o298¿¿¿¿¿PDG_CALL
1568¿PDG_OBJECT¿¿0¿1422.v107-o299¿¿¿¿¿PDG_OBJECT
1569¿PDG_CALL¿¿1422¿1422.CALL->v107.json-o300¿¿¿¿¿PDG_CALL
1570¿PDG_OBJECT¿¿0¿1422.v108-o301¿¿¿¿¿PDG_OBJECT
1571¿PDG_CALL¿¿1422¿1422.CALL->console.error-o302¿¿¿¿¿PDG_CALL
1572¿PDG_OBJECT¿¿0¿1422.v109-o303¿¿¿¿¿PDG_OBJECT
1573¿PDG_CALL¿¿1422¿1422.CALL->res.status-o304¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1422.v110-o305¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1422.v111-o306¿¿¿¿¿PDG_OBJECT
1576¿PDG_CALL¿¿1422¿1422.CALL->v110.json-o307¿¿¿¿¿PDG_CALL
1577¿PDG_OBJECT¿¿0¿1422.v112-o308¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1425.v115-o309¿¿¿¿¿PDG_OBJECT
1579¿PDG_CALL¿¿1425¿1425.CALL->res.status-o310¿¿¿¿¿PDG_CALL
1580¿PDG_OBJECT¿¿0¿1425.v116-o311¿¿¿¿¿PDG_OBJECT
1581¿PDG_CALL¿¿1425¿1425.CALL->v116.json-o312¿¿¿¿¿PDG_CALL
1582¿PDG_OBJECT¿¿0¿1425.v117-o313¿¿¿¿¿PDG_OBJECT
1583¿PDG_CALL¿¿1425¿1425.CALL->console.error-o314¿¿¿¿¿PDG_CALL
1584¿PDG_OBJECT¿¿0¿1425.v118-o315¿¿¿¿¿PDG_OBJECT
1585¿PDG_CALL¿¿1425¿1425.CALL->res.status-o316¿¿¿¿¿PDG_CALL
1586¿PDG_OBJECT¿¿0¿1425.v119-o317¿¿¿¿¿PDG_OBJECT
1587¿PDG_OBJECT¿¿0¿1425.v120-o318¿¿¿¿¿PDG_OBJECT
1588¿PDG_CALL¿¿1425¿1425.CALL->v119.json-o319¿¿¿¿¿PDG_CALL
1589¿PDG_OBJECT¿¿0¿1425.v121-o320¿¿¿¿¿PDG_OBJECT
1590¿PDG_OBJECT¿¿0¿1428.req.flag-o321¿¿¿¿¿PDG_OBJECT
1591¿PDG_CALL¿¿1428¿1428.CALL->sha256sum-o322¿¿¿¿¿PDG_CALL
1592¿PDG_OBJECT¿¿0¿1428.flagSign-o323¿¿¿¿¿PDG_OBJECT
1593¿PDG_OBJECT¿¿0¿1428.req.chal_id-o324¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1428.v126-o325¿¿¿¿¿PDG_OBJECT
1595¿PDG_OBJECT¿¿0¿1428.v128-o326¿¿¿¿¿PDG_OBJECT
1596¿PDG_CALL¿¿1428¿1428.CALL->res.json-o327¿¿¿¿¿PDG_CALL
1597¿PDG_OBJECT¿¿0¿1428.v129-o328¿¿¿¿¿PDG_OBJECT
1598¿PDG_RETURN¿¿0¿1428.RET_OBJ-o329¿¿¿¿¿PDG_RETURN
1599¿PDG_OBJECT¿¿0¿1428.v131-o330¿¿¿¿¿PDG_OBJECT
1600¿PDG_CALL¿¿1428¿1428.CALL->res.json-o331¿¿¿¿¿PDG_CALL
1601¿PDG_OBJECT¿¿0¿1428.v132-o332¿¿¿¿¿PDG_OBJECT
1602¿PDG_RETURN¿¿0¿1428.RET_OBJ-o333¿¿¿¿¿PDG_RETURN
1603¿PDG_CALL¿¿1428¿1428.CALL->console.error-o334¿¿¿¿¿PDG_CALL
1604¿PDG_OBJECT¿¿0¿1428.v133-o335¿¿¿¿¿PDG_OBJECT
1605¿PDG_CALL¿¿1428¿1428.CALL->res.status-o336¿¿¿¿¿PDG_CALL
1606¿PDG_OBJECT¿¿0¿1428.v134-o337¿¿¿¿¿PDG_OBJECT
1607¿PDG_OBJECT¿¿0¿1428.v135-o338¿¿¿¿¿PDG_OBJECT
1608¿PDG_CALL¿¿1428¿1428.CALL->v134.json-o339¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1428.v136-o340¿¿¿¿¿PDG_OBJECT
