Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
763¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":116,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Program
1454¿PDG_CALL¿¿1355¿1355.CALL->console.log-o253¿¿¿¿¿PDG_CALL
1455¿PDG_OBJECT¿¿0¿1355.v107-o254¿¿¿¿¿PDG_OBJECT
1456¿PDG_CALL¿¿1355¿1355.CALL->console.log-o255¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿0¿1355.v108-o256¿¿¿¿¿PDG_OBJECT
1458¿PDG_CALL¿¿1355¿1355.CALL->console.log-o257¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿0¿1355.v109-o258¿¿¿¿¿PDG_OBJECT
1460¿PDG_CALL¿¿1355¿1355.CALL->console.log-o259¿¿¿¿¿PDG_CALL
1461¿PDG_OBJECT¿¿0¿1355.v110-o260¿¿¿¿¿PDG_OBJECT
1462¿PDG_CALL¿¿1355¿1355.CALL->console.log-o261¿¿¿¿¿PDG_CALL
1463¿PDG_OBJECT¿¿0¿1355.v111-o262¿¿¿¿¿PDG_OBJECT
1464¿PDG_CALL¿¿1355¿1355.CALL->console.log-o263¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿0¿1355.v112-o264¿¿¿¿¿PDG_OBJECT
1466¿PDG_CALL¿¿1355¿1355.CALL->console.log-o265¿¿¿¿¿PDG_CALL
1467¿PDG_OBJECT¿¿0¿1355.v113-o266¿¿¿¿¿PDG_OBJECT
1468¿PDG_CALL¿¿1355¿1355.CALL->console.log-o267¿¿¿¿¿PDG_CALL
1469¿PDG_OBJECT¿¿0¿1355.v114-o268¿¿¿¿¿PDG_OBJECT
1470¿PDG_CALL¿¿1355¿1355.CALL->console.log-o269¿¿¿¿¿PDG_CALL
1471¿PDG_OBJECT¿¿0¿1355.v115-o270¿¿¿¿¿PDG_OBJECT
1472¿PDG_CALL¿¿1355¿1355.CALL->console.log-o271¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿0¿1355.v116-o272¿¿¿¿¿PDG_OBJECT
1474¿PDG_CALL¿¿1355¿1355.CALL->console.log-o273¿¿¿¿¿PDG_CALL
1475¿PDG_OBJECT¿¿0¿1355.v117-o274¿¿¿¿¿PDG_OBJECT
1476¿PDG_CALL¿¿1355¿1355.CALL->console.log-o275¿¿¿¿¿PDG_CALL
1477¿PDG_OBJECT¿¿0¿1355.v118-o276¿¿¿¿¿PDG_OBJECT
1478¿PDG_CALL¿¿1355¿1355.CALL->console.log-o277¿¿¿¿¿PDG_CALL
1479¿PDG_OBJECT¿¿0¿1355.v119-o278¿¿¿¿¿PDG_OBJECT
1480¿PDG_CALL¿¿1355¿1355.CALL->console.log-o279¿¿¿¿¿PDG_CALL
1481¿PDG_OBJECT¿¿0¿1355.v120-o280¿¿¿¿¿PDG_OBJECT
1482¿PDG_CALL¿¿1355¿1355.CALL->console.log-o281¿¿¿¿¿PDG_CALL
1483¿PDG_OBJECT¿¿0¿1355.v121-o282¿¿¿¿¿PDG_OBJECT
1484¿PDG_CALL¿¿1355¿1355.CALL->console.log-o283¿¿¿¿¿PDG_CALL
1485¿PDG_OBJECT¿¿0¿1355.v122-o284¿¿¿¿¿PDG_OBJECT
1486¿PDG_CALL¿¿1355¿1355.CALL->console.log-o285¿¿¿¿¿PDG_CALL
1487¿PDG_OBJECT¿¿0¿1355.v123-o286¿¿¿¿¿PDG_OBJECT
1488¿PDG_CALL¿¿1355¿1355.CALL->console.log-o287¿¿¿¿¿PDG_CALL
1489¿PDG_OBJECT¿¿0¿1355.v124-o288¿¿¿¿¿PDG_OBJECT
1490¿PDG_CALL¿¿1355¿1355.CALL->console.log-o289¿¿¿¿¿PDG_CALL
1491¿PDG_OBJECT¿¿0¿1355.v125-o290¿¿¿¿¿PDG_OBJECT
1492¿PDG_CALL¿¿1355¿1355.CALL->console.log-o291¿¿¿¿¿PDG_CALL
1493¿PDG_OBJECT¿¿0¿1355.v126-o292¿¿¿¿¿PDG_OBJECT
1494¿PDG_CALL¿¿1355¿1355.CALL->console.log-o293¿¿¿¿¿PDG_CALL
1495¿PDG_OBJECT¿¿0¿1355.v127-o294¿¿¿¿¿PDG_OBJECT
1496¿PDG_CALL¿¿1355¿1355.CALL->console.log-o295¿¿¿¿¿PDG_CALL
1497¿PDG_OBJECT¿¿0¿1355.v128-o296¿¿¿¿¿PDG_OBJECT
1498¿PDG_CALL¿¿1355¿1355.CALL->console.log-o297¿¿¿¿¿PDG_CALL
1499¿PDG_OBJECT¿¿0¿1355.v129-o298¿¿¿¿¿PDG_OBJECT
1500¿PDG_CALL¿¿1355¿1355.CALL->console.log-o299¿¿¿¿¿PDG_CALL
1501¿PDG_OBJECT¿¿0¿1355.v130-o300¿¿¿¿¿PDG_OBJECT
1502¿PDG_CALL¿¿1355¿1355.CALL->console.log-o301¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1355.v131-o302¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1355¿1355.CALL->console.log-o303¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1355.v132-o304¿¿¿¿¿PDG_OBJECT
1506¿PDG_CALL¿¿1355¿1355.CALL->console.log-o305¿¿¿¿¿PDG_CALL
1507¿PDG_OBJECT¿¿0¿1355.v133-o306¿¿¿¿¿PDG_OBJECT
1508¿PDG_CALL¿¿1355¿1355.CALL->console.log-o307¿¿¿¿¿PDG_CALL
1509¿PDG_OBJECT¿¿0¿1355.v134-o308¿¿¿¿¿PDG_OBJECT
1510¿PDG_CALL¿¿1355¿1355.CALL->console.log-o309¿¿¿¿¿PDG_CALL
1511¿PDG_OBJECT¿¿0¿1355.v135-o310¿¿¿¿¿PDG_OBJECT
1512¿PDG_CALL¿¿1355¿1355.CALL->console.log-o311¿¿¿¿¿PDG_CALL
1513¿PDG_OBJECT¿¿0¿1355.v136-o312¿¿¿¿¿PDG_OBJECT
1514¿PDG_CALL¿¿1355¿1355.CALL->console.log-o313¿¿¿¿¿PDG_CALL
1515¿PDG_OBJECT¿¿0¿1355.v137-o314¿¿¿¿¿PDG_OBJECT
1516¿PDG_CALL¿¿1355¿1355.CALL->console.log-o315¿¿¿¿¿PDG_CALL
1517¿PDG_OBJECT¿¿0¿1355.v138-o316¿¿¿¿¿PDG_OBJECT
1518¿PDG_CALL¿¿1355¿1355.CALL->process.exit-o317¿¿¿¿¿PDG_CALL
1519¿PDG_OBJECT¿¿0¿1355.v139-o318¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1355.error-o319¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1355.error.message-o320¿¿¿¿¿PDG_OBJECT
1522¿PDG_CALL¿¿1355¿1355.CALL->console.error-o321¿¿¿¿¿PDG_CALL
1523¿PDG_OBJECT¿¿0¿1355.v141-o322¿¿¿¿¿PDG_OBJECT
1524¿PDG_CALL¿¿1355¿1355.CALL->process.exit-o323¿¿¿¿¿PDG_CALL
1525¿PDG_OBJECT¿¿0¿1355.v142-o324¿¿¿¿¿PDG_OBJECT
