Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
791¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":92,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Program
1463¿PDG_OBJECT¿¿0¿1375.v79-o227¿¿¿¿¿PDG_OBJECT
1464¿PDG_CALL¿¿1375¿1375.CALL->targetType.isDirectory-o228¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿0¿1375.v80-o229¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿0¿1378.this-o230¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1378.error-o231¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1378.list-o232¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1375.v96-o233¿¿¿¿¿PDG_OBJECT
1470¿PDG_CALL¿¿1375¿1375.CALL->fs.readdir-o234¿¿¿¿¿PDG_CALL
1471¿PDG_OBJECT¿¿0¿1375.v97-o235¿¿¿¿¿PDG_OBJECT
1472¿PDG_CALL¿¿1375¿1375.CALL->res.end-o236¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿0¿1375.v98-o237¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1375.v99-o238¿¿¿¿¿PDG_OBJECT
1475¿PDG_CALL¿¿1375¿1375.CALL->res.writeHead-o239¿¿¿¿¿PDG_CALL
1476¿PDG_OBJECT¿¿0¿1375.v100-o240¿¿¿¿¿PDG_OBJECT
1477¿PDG_CALL¿¿1375¿1375.CALL->res.end-o241¿¿¿¿¿PDG_CALL
1478¿PDG_OBJECT¿¿0¿1375.v101-o242¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿0¿1388.this-o243¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1388.e-o244¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1375.v103-o245¿¿¿¿¿PDG_OBJECT
1482¿PDG_CALL¿¿1375¿1375.CALL->req.on-o246¿¿¿¿¿PDG_CALL
1483¿PDG_OBJECT¿¿0¿1375.v104-o247¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿0¿1390.this-o248¿¿¿¿¿PDG_OBJECT
1485¿PDG_OBJECT¿¿0¿1390.e-o249¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿0¿1375.v106-o250¿¿¿¿¿PDG_OBJECT
1487¿PDG_CALL¿¿1375¿1375.CALL->res.on-o251¿¿¿¿¿PDG_CALL
1488¿PDG_OBJECT¿¿0¿1375.v107-o252¿¿¿¿¿PDG_OBJECT
1489¿PDG_CALL¿¿1378¿1378.CALL->console.log-o253¿¿¿¿¿PDG_CALL
1490¿PDG_OBJECT¿¿0¿1378.v81-o254¿¿¿¿¿PDG_OBJECT
1491¿PDG_CALL¿¿1378¿1378.CALL->error.toString-o255¿¿¿¿¿PDG_CALL
1492¿PDG_OBJECT¿¿0¿1378.v82-o256¿¿¿¿¿PDG_OBJECT
1493¿PDG_CALL¿¿1378¿1378.CALL->res.end-o257¿¿¿¿¿PDG_CALL
1494¿PDG_OBJECT¿¿0¿1378.v83-o258¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿0¿1378.dirs-o259¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿0¿1378.files-o260¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿0¿1381.this-o261¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿0¿1381.val-o262¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1378.v89-o263¿¿¿¿¿PDG_OBJECT
1500¿PDG_CALL¿¿1378¿1378.CALL->list.forEach-o264¿¿¿¿¿PDG_CALL
1501¿PDG_OBJECT¿¿0¿1378.v90-o265¿¿¿¿¿PDG_OBJECT
1502¿PDG_CALL¿¿1378¿1378.CALL->res.writeHead-o266¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1378.v91-o267¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1378¿1378.CALL->utils.render-o268¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1378.v93-o269¿¿¿¿¿PDG_OBJECT
1506¿PDG_CALL¿¿1378¿1378.CALL->res.write-o270¿¿¿¿¿PDG_CALL
1507¿PDG_OBJECT¿¿0¿1378.v94-o271¿¿¿¿¿PDG_OBJECT
1508¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1509¿PDG_CALL¿¿1378¿1378.CALL->res.end-o272¿¿¿¿¿PDG_CALL
1510¿PDG_OBJECT¿¿0¿1378.v95-o273¿¿¿¿¿PDG_OBJECT
1511¿PDG_CALL¿¿1381¿1381.CALL->path.join-o274¿¿¿¿¿PDG_CALL
1512¿PDG_OBJECT¿¿0¿1381.v84-o275¿¿¿¿¿PDG_OBJECT
1513¿PDG_CALL¿¿1381¿1381.CALL->fs.lstatSync-o276¿¿¿¿¿PDG_CALL
1514¿PDG_OBJECT¿¿0¿1381.file-o277¿¿¿¿¿PDG_OBJECT
1515¿PDG_CALL¿¿1381¿1381.CALL->file.isFile-o278¿¿¿¿¿PDG_CALL
1516¿PDG_OBJECT¿¿0¿1381.v85-o279¿¿¿¿¿PDG_OBJECT
1517¿PDG_CALL¿¿1381¿1381.CALL->files.push-o280¿¿¿¿¿PDG_CALL
1518¿PDG_OBJECT¿¿0¿1381.v86-o281¿¿¿¿¿PDG_OBJECT
1519¿PDG_CALL¿¿1381¿1381.CALL->file.isDirectory-o282¿¿¿¿¿PDG_CALL
1520¿PDG_OBJECT¿¿0¿1381.v87-o283¿¿¿¿¿PDG_OBJECT
1521¿PDG_CALL¿¿1381¿1381.CALL->dirs.push-o284¿¿¿¿¿PDG_CALL
1522¿PDG_OBJECT¿¿0¿1381.v88-o285¿¿¿¿¿PDG_OBJECT
1523¿PDG_CALL¿¿1388¿1388.CALL->console.log-o286¿¿¿¿¿PDG_CALL
1524¿PDG_OBJECT¿¿0¿1388.v102-o287¿¿¿¿¿PDG_OBJECT
1525¿PDG_CALL¿¿1390¿1390.CALL->console.log-o288¿¿¿¿¿PDG_CALL
1526¿PDG_OBJECT¿¿0¿1390.v105-o289¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1392.print-o290¿¿¿¿¿PDG_OBJECT
1528¿PDG_CALL¿¿1392¿1392.CALL->print.push-o291¿¿¿¿¿PDG_CALL
1529¿PDG_OBJECT¿¿0¿1392.v110-o292¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1392.v112-o293¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1392.v113-o294¿¿¿¿¿PDG_OBJECT
1532¿PDG_CALL¿¿1392¿1392.CALL->print.push-o295¿¿¿¿¿PDG_CALL
1533¿PDG_OBJECT¿¿0¿1392.v114-o296¿¿¿¿¿PDG_OBJECT
1534¿PDG_CALL¿¿1392¿1392.CALL->print.push-o297¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1392.v115-o298¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1392¿1392.CALL->utils.getIP-o299¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿0¿1392.v116-o300¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1394.this-o301¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1394.val-o302¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1392.v123-o303¿¿¿¿¿PDG_OBJECT
1541¿PDG_CALL¿¿1392¿1392.CALL->v116.forEach-o304¿¿¿¿¿PDG_CALL
1542¿PDG_OBJECT¿¿0¿1392.v124-o305¿¿¿¿¿PDG_OBJECT
1543¿PDG_CALL¿¿1392¿1392.CALL->print.push-o306¿¿¿¿¿PDG_CALL
1544¿PDG_OBJECT¿¿0¿1392.v125-o307¿¿¿¿¿PDG_OBJECT
1545¿PDG_CALL¿¿1392¿1392.CALL->print.push-o308¿¿¿¿¿PDG_CALL
1546¿PDG_OBJECT¿¿0¿1392.v126-o309¿¿¿¿¿PDG_OBJECT
1547¿PDG_OBJECT¿¿0¿1392.print.length-o310¿¿¿¿¿PDG_OBJECT
1548¿PDG_OBJECT¿¿0¿1396.this-o311¿¿¿¿¿PDG_OBJECT
1549¿PDG_OBJECT¿¿0¿1396.val-o312¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿0¿1396.ind-o313¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1392.v134-o314¿¿¿¿¿PDG_OBJECT
1552¿PDG_CALL¿¿1392¿1392.CALL->print.forEach-o315¿¿¿¿¿PDG_CALL
1553¿PDG_OBJECT¿¿0¿1392.v135-o316¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1394.v117-o317¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1394.v118-o318¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1394.v120-o319¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1394.v121-o320¿¿¿¿¿PDG_OBJECT
1558¿PDG_CALL¿¿1394¿1394.CALL->print.push-o321¿¿¿¿¿PDG_CALL
1559¿PDG_OBJECT¿¿0¿1394.v122-o322¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1396.v127-o323¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1396.v128-o324¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1396.v129-o325¿¿¿¿¿PDG_OBJECT
1563¿PDG_CALL¿¿1396¿1396.CALL->console.log-o326¿¿¿¿¿PDG_CALL
1564¿PDG_OBJECT¿¿0¿1396.v131-o327¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1396.v132-o328¿¿¿¿¿PDG_OBJECT
1566¿PDG_CALL¿¿1396¿1396.CALL->console.log-o329¿¿¿¿¿PDG_CALL
1567¿PDG_OBJECT¿¿0¿1396.v133-o330¿¿¿¿¿PDG_OBJECT
1568¿PDG_CALL¿¿1399¿1399.CALL->console.log-o331¿¿¿¿¿PDG_CALL
1569¿PDG_OBJECT¿¿0¿1399.v138-o332¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1401.defaultOption-o333¿¿¿¿¿PDG_OBJECT
1571¿PDG_OBJECT¿¿0¿1401.defaultOption-o334¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1401.defaultOption.port-o335¿¿¿¿¿PDG_OBJECT
1573¿PDG_OBJECT¿¿0¿1401.envOption-o336¿¿¿¿¿PDG_OBJECT
1574¿PDG_CALL¿¿1401¿1401.CALL->utils.parseArg-o337¿¿¿¿¿PDG_CALL
1575¿PDG_OBJECT¿¿0¿1401.v141-o338¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1401.v142-o339¿¿¿¿¿PDG_OBJECT
1577¿PDG_CALL¿¿1401¿1401.CALL->utils.assign-o340¿¿¿¿¿PDG_CALL
1578¿PDG_OBJECT¿¿0¿1401.httpOption-o341¿¿¿¿¿PDG_OBJECT
1579¿PDG_CALL¿¿1401¿1401.CALL->HttpServer-o342¿¿¿¿¿PDG_CALL
1580¿PDG_OBJECT¿¿0¿1401.v143-o343¿¿¿¿¿PDG_OBJECT
1581¿PDG_RETURN¿¿0¿1401.RET_OBJ-o344¿¿¿¿¿PDG_RETURN
