Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
809¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Program
1486¿PDG_OBJECT¿¿0¿1413.v88-o197¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1413.v88-o198¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿0¿1413.v88.url-o199¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿0¿1413.v88-o200¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1413.v88.name-o201¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1413.mapTemplates-o202¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1413.mapTemplates-o203¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1413.mapTemplates.default-o204¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿0¿1413.mapTemplates-o205¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿0¿1413.mapTemplates.internal_action-o206¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿0¿1413.mapTemplates-o207¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿0¿1413.mapTemplates.external_actions-o208¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿0¿1413.mapTemplates-o209¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1413.mapTemplates.external_webhooks-o210¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1415.this-o211¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1413.getDevRevSnapInTemplate-o212¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1430.this-o213¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1430.defaultName-o214¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1430.newName-o215¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1413.renameDefault-o216¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1435.this-o217¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1435.url-o218¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1435.outputPath-o219¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1413.downloadAndExtractZip-o220¿¿¿¿¿PDG_OBJECT
1510¿PDG_CALL¿¿1413¿1413.CALL->getDevRevSnapInTemplate-o221¿¿¿¿¿PDG_CALL
1511¿PDG_OBJECT¿¿0¿1413.v162-o222¿¿¿¿¿PDG_OBJECT
1512¿PDG_CALL¿¿1415¿1415.CALL->checkDevRevCLI-o223¿¿¿¿¿PDG_CALL
1513¿PDG_OBJECT¿¿0¿1415.devrevCLICheck-o224¿¿¿¿¿PDG_OBJECT
1514¿PDG_CALL¿¿1415¿1415.CALL->console.error-o225¿¿¿¿¿PDG_CALL
1515¿PDG_OBJECT¿¿0¿1415.v90-o226¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1415.v91.2-o227¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1415.v93-o228¿¿¿¿¿PDG_OBJECT
1518¿PDG_CALL¿¿1415¿1415.CALL->console.error-o229¿¿¿¿¿PDG_CALL
1519¿PDG_OBJECT¿¿0¿1415.v95-o230¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1415.mapTemplates.default-o231¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1415.v96.url-o232¿¿¿¿¿PDG_OBJECT
1522¿PDG_CALL¿¿1415¿1415.CALL->process.cwd-o233¿¿¿¿¿PDG_CALL
1523¿PDG_OBJECT¿¿0¿1415.v98-o234¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1415.v99.name-o235¿¿¿¿¿PDG_OBJECT
1525¿PDG_CALL¿¿1415¿1415.CALL->renameDefault-o236¿¿¿¿¿PDG_CALL
1526¿PDG_OBJECT¿¿0¿1415.v101-o237¿¿¿¿¿PDG_OBJECT
1527¿PDG_CALL¿¿1415¿1415.CALL->console.log-o238¿¿¿¿¿PDG_CALL
1528¿PDG_OBJECT¿¿0¿1415.v121-o239¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1415.mapTemplates.internal_action-o240¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1415.v102.url-o241¿¿¿¿¿PDG_OBJECT
1531¿PDG_CALL¿¿1415¿1415.CALL->process.cwd-o242¿¿¿¿¿PDG_CALL
1532¿PDG_OBJECT¿¿0¿1415.v104-o243¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1415.v105.name-o244¿¿¿¿¿PDG_OBJECT
1534¿PDG_CALL¿¿1415¿1415.CALL->renameDefault-o245¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1415.v107-o246¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1415.mapTemplates.external_actions-o247¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1415.v108.url-o248¿¿¿¿¿PDG_OBJECT
1538¿PDG_CALL¿¿1415¿1415.CALL->process.cwd-o249¿¿¿¿¿PDG_CALL
1539¿PDG_OBJECT¿¿0¿1415.v110-o250¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1415.v111.name-o251¿¿¿¿¿PDG_OBJECT
1541¿PDG_CALL¿¿1415¿1415.CALL->renameDefault-o252¿¿¿¿¿PDG_CALL
1542¿PDG_OBJECT¿¿0¿1415.v113-o253¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿0¿1415.v114.url-o254¿¿¿¿¿PDG_OBJECT
1544¿PDG_CALL¿¿1415¿1415.CALL->process.cwd-o255¿¿¿¿¿PDG_CALL
1545¿PDG_OBJECT¿¿0¿1415.v116-o256¿¿¿¿¿PDG_OBJECT
1546¿PDG_CALL¿¿1415¿1415.CALL->renameDefault-o257¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1415.v119-o258¿¿¿¿¿PDG_OBJECT
1548¿PDG_CALL¿¿1415¿1415.CALL->console.log-o259¿¿¿¿¿PDG_CALL
1549¿PDG_OBJECT¿¿0¿1415.v120-o260¿¿¿¿¿PDG_OBJECT
1550¿PDG_CALL¿¿1430¿1430.CALL->console.error-o261¿¿¿¿¿PDG_CALL
1551¿PDG_OBJECT¿¿0¿1430.v125-o262¿¿¿¿¿PDG_OBJECT
1552¿PDG_CALL¿¿1430¿1430.CALL->fs.existsSync-o263¿¿¿¿¿PDG_CALL
1553¿PDG_OBJECT¿¿0¿1430.v126-o264¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1430.v128-o265¿¿¿¿¿PDG_OBJECT
1555¿PDG_CALL¿¿1430¿1430.CALL->console.error-o266¿¿¿¿¿PDG_CALL
1556¿PDG_OBJECT¿¿0¿1430.v129-o267¿¿¿¿¿PDG_OBJECT
1557¿PDG_CALL¿¿1430¿1430.CALL->fs.renameSync-o268¿¿¿¿¿PDG_CALL
1558¿PDG_OBJECT¿¿0¿1430.v130-o269¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1430.v131-o270¿¿¿¿¿PDG_OBJECT
1560¿PDG_CALL¿¿1430¿1430.CALL->console.log-o271¿¿¿¿¿PDG_CALL
1561¿PDG_OBJECT¿¿0¿1430.v132-o272¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1430.error-o273¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1430.error.message-o274¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1430.v134-o275¿¿¿¿¿PDG_OBJECT
1565¿PDG_CALL¿¿1430¿1430.CALL->console.error-o276¿¿¿¿¿PDG_CALL
1566¿PDG_OBJECT¿¿0¿1430.v135-o277¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1437.this-o278¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1437.resolve-o279¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1437.reject-o280¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1435.v160-o281¿¿¿¿¿PDG_OBJECT
1571¿PDG_CALL¿¿1435¿1435.CALL->Promise-o282¿¿¿¿¿PDG_CALL
1572¿PDG_OBJECT¿¿0¿1435.v161-o283¿¿¿¿¿PDG_OBJECT
1573¿PDG_RETURN¿¿0¿1435.RET_OBJ-o284¿¿¿¿¿PDG_RETURN
1574¿PDG_OBJECT¿¿0¿1437.v136-o285¿¿¿¿¿PDG_OBJECT
1575¿PDG_CALL¿¿1437¿1437.CALL->axios-o286¿¿¿¿¿PDG_CALL
1576¿PDG_OBJECT¿¿0¿1437.v137-o287¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1439.this-o288¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1439.response-o289¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1437.v152-o290¿¿¿¿¿PDG_OBJECT
1580¿PDG_CALL¿¿1437¿1437.CALL->v137.then-o291¿¿¿¿¿PDG_CALL
1581¿PDG_OBJECT¿¿0¿1437.v153-o292¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1445.this-o293¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1445.err-o294¿¿¿¿¿PDG_OBJECT
1584¿PDG_OBJECT¿¿0¿1437.v158-o295¿¿¿¿¿PDG_OBJECT
1585¿PDG_CALL¿¿1437¿1437.CALL->v153.catch-o296¿¿¿¿¿PDG_CALL
1586¿PDG_OBJECT¿¿0¿1437.v159-o297¿¿¿¿¿PDG_OBJECT
1587¿PDG_OBJECT¿¿0¿1439.response.data-o298¿¿¿¿¿PDG_OBJECT
1588¿PDG_OBJECT¿¿0¿1439.v139-o299¿¿¿¿¿PDG_OBJECT
1589¿PDG_CALL¿¿1439¿1439.CALL->unzipper.Extract-o300¿¿¿¿¿PDG_CALL
1590¿PDG_OBJECT¿¿0¿1439.v140-o301¿¿¿¿¿PDG_OBJECT
1591¿PDG_CALL¿¿1439¿1439.CALL->v138.pipe-o302¿¿¿¿¿PDG_CALL
1592¿PDG_OBJECT¿¿0¿1439.v141-o303¿¿¿¿¿PDG_OBJECT
1593¿PDG_OBJECT¿¿0¿1441.this-o304¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1439.v144-o305¿¿¿¿¿PDG_OBJECT
1595¿PDG_CALL¿¿1439¿1439.CALL->v141.on-o306¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1439.v145-o307¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1443.this-o308¿¿¿¿¿PDG_OBJECT
1598¿PDG_OBJECT¿¿0¿1443.err-o309¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1439.v150-o310¿¿¿¿¿PDG_OBJECT
1600¿PDG_CALL¿¿1439¿1439.CALL->v145.on-o311¿¿¿¿¿PDG_CALL
1601¿PDG_OBJECT¿¿0¿1439.v151-o312¿¿¿¿¿PDG_OBJECT
1602¿PDG_CALL¿¿1441¿1441.CALL->console.log-o313¿¿¿¿¿PDG_CALL
1603¿PDG_OBJECT¿¿0¿1441.v142-o314¿¿¿¿¿PDG_OBJECT
1604¿PDG_CALL¿¿1441¿1441.CALL->resolve-o315¿¿¿¿¿PDG_CALL
1605¿PDG_OBJECT¿¿0¿1441.v143-o316¿¿¿¿¿PDG_OBJECT
1606¿PDG_OBJECT¿¿0¿1443.err.message-o317¿¿¿¿¿PDG_OBJECT
1607¿PDG_OBJECT¿¿0¿1443.v147-o318¿¿¿¿¿PDG_OBJECT
1608¿PDG_CALL¿¿1443¿1443.CALL->console.error-o319¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1443.v148-o320¿¿¿¿¿PDG_OBJECT
1610¿PDG_CALL¿¿1443¿1443.CALL->reject-o321¿¿¿¿¿PDG_CALL
1611¿PDG_OBJECT¿¿0¿1443.v149-o322¿¿¿¿¿PDG_OBJECT
1612¿PDG_OBJECT¿¿0¿1445.err.message-o323¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1445.v155-o324¿¿¿¿¿PDG_OBJECT
1614¿PDG_CALL¿¿1445¿1445.CALL->console.error-o325¿¿¿¿¿PDG_CALL
1615¿PDG_OBJECT¿¿0¿1445.v156-o326¿¿¿¿¿PDG_OBJECT
1616¿PDG_CALL¿¿1445¿1445.CALL->reject-o327¿¿¿¿¿PDG_CALL
1617¿PDG_OBJECT¿¿0¿1445.v157-o328¿¿¿¿¿PDG_OBJECT
