Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":97,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Program
1672¿LogicalExpression¿&&¿1850¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿LogicalExpression
1673¿Identifier¿¿1850¿v189¿¿¿¿¿Identifier
1674¿Identifier¿¿1850¿v191¿¿¿¿¿Identifier
1675¿IfStatement¿¿1850¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":80,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿IfStatement
1676¿Identifier¿¿1850¿v192¿¿¿¿¿Identifier
1677¿VariableDeclarator¿¿1850¿txt¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1678¿CallExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1679¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1680¿Identifier¿¿1850¿fs¿¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1681¿Identifier¿¿1850¿readFileSync¿¿¿{"start":{"line":76,"column":21},"end":{"line":76,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1682¿Identifier¿¿1850¿p¿¿¿{"start":{"line":76,"column":34},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1683¿Literal¿string¿1850¿¿'utf8'¿¿{"start":{"line":76,"column":37},"end":{"line":76,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1684¿VariableDeclarator¿¿1850¿v193¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1685¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1686¿Identifier¿¿1850¿req¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1687¿Identifier¿¿1850¿query¿¿¿{"start":{"line":77,"column":27},"end":{"line":77,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1688¿VariableDeclarator¿¿1850¿v194¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1689¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1690¿Identifier¿¿1850¿v193¿¿¿¿¿Identifier
1691¿Identifier¿¿1850¿q¿¿¿{"start":{"line":77,"column":33},"end":{"line":77,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1692¿VariableDeclarator¿¿1850¿v195¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1693¿LogicalExpression¿||¿1850¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿LogicalExpression
1694¿Identifier¿¿1850¿v194¿¿¿¿¿Identifier
1695¿Literal¿string¿1850¿¿''¿¿{"start":{"line":77,"column":38},"end":{"line":77,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1696¿VariableDeclarator¿¿1850¿v196¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1697¿CallExpression¿¿1850¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1698¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1699¿Identifier¿¿1850¿txt¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1700¿Identifier¿¿1850¿includes¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1701¿Identifier¿¿1850¿v195¿¿¿¿¿Identifier
1702¿IfStatement¿¿1850¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":79,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿IfStatement
1703¿Identifier¿¿1850¿v196¿¿¿¿¿Identifier
1704¿VariableDeclarator¿¿1850¿v197¿¿¿{"start":{"line":78,"column":35},"end":{"line":78,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1705¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":78,"column":35},"end":{"line":78,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1706¿Identifier¿¿1850¿txt¿¿¿{"start":{"line":78,"column":35},"end":{"line":78,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1707¿Identifier¿¿1850¿length¿¿¿{"start":{"line":78,"column":39},"end":{"line":78,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1708¿VariableDeclarator¿¿1850¿v198¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1709¿ObjectExpression¿¿1850¿¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ObjectExpression
1710¿Property¿¿1850¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Property
1711¿Identifier¿¿1850¿file¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1712¿Identifier¿¿1850¿f¿¿¿{"start":{"line":78,"column":26},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1713¿Property¿¿1850¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Property
1714¿Identifier¿¿1850¿size¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1715¿Identifier¿¿1850¿v197¿¿¿¿¿Identifier
1716¿VariableDeclarator¿¿1850¿v199¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1717¿CallExpression¿¿1850¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1718¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1719¿Identifier¿¿1850¿hits¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1720¿Identifier¿¿1850¿push¿¿¿{"start":{"line":78,"column":13},"end":{"line":78,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1721¿Identifier¿¿1850¿v198¿¿¿¿¿Identifier
1722¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1723¿Identifier¿¿1850¿v199¿¿¿¿¿Identifier
1724¿BlockStatement¿¿1850¿¿¿¿{"start":{"line":77,"column":43},"end":{"line":79,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1725¿BlockStatement¿¿1850¿¿¿¿{"start":{"line":75,"column":75},"end":{"line":80,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1726¿BlockStatement¿¿1850¿¿¿¿{"start":{"line":73,"column":21},"end":{"line":81,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1727¿VariableDeclarator¿¿1848¿v201¿¿¿{"start":{"line":73,"column":2},"end":{"line":81,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1728¿CallExpression¿¿1848¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":81,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1729¿MemberExpression¿¿1848¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1730¿Identifier¿¿1848¿files¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1731¿Identifier¿¿1848¿forEach¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1732¿Identifier¿¿1848¿v200¿¿¿¿¿Identifier
1733¿ExpressionStatement¿¿1848¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":81,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1734¿Identifier¿¿1848¿v201¿¿¿¿¿Identifier
1735¿VariableDeclarator¿¿1848¿v202¿¿¿{"start":{"line":82,"column":11},"end":{"line":82,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1736¿ObjectExpression¿¿1848¿¿¿¿{"start":{"line":82,"column":11},"end":{"line":82,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ObjectExpression
1737¿Property¿¿1848¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Property
1738¿Identifier¿¿1848¿hits¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1739¿Identifier¿¿1848¿hits¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1740¿VariableDeclarator¿¿1848¿v203¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1741¿CallExpression¿¿1848¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1742¿MemberExpression¿¿1848¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1743¿Identifier¿¿1848¿res¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1744¿Identifier¿¿1848¿json¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1745¿Identifier¿¿1848¿v202¿¿¿¿¿Identifier
1746¿ExpressionStatement¿¿1848¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1747¿Identifier¿¿1848¿v203¿¿¿¿¿Identifier
1748¿BlockStatement¿¿1848¿¿¿¿{"start":{"line":70,"column":33},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1749¿VariableDeclarator¿¿1823¿v205¿¿¿{"start":{"line":70,"column":0},"end":{"line":83,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1750¿CallExpression¿¿1823¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":83,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1751¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1752¿Identifier¿¿1823¿app¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1753¿Identifier¿¿1823¿get¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1754¿Literal¿string¿1823¿¿'/search'¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1755¿Identifier¿¿1823¿v204¿¿¿¿¿Identifier
1756¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":83,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1757¿Identifier¿¿1823¿v205¿¿¿¿¿Identifier
1758¿VariableDeclarator¿¿1823¿v209¿¿¿{"start":{"line":85,"column":13},"end":{"line":94,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1759¿ArrowFunctionExpression¿¿1823¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":94,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrowFunctionExpression
1760¿Identifier¿¿0¿_req¿¿¿{"start":{"line":85,"column":14},"end":{"line":85,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1761¿Identifier¿¿0¿res¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1762¿VariableDeclarator¿¿1854¿v206¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1763¿CallExpression¿¿1854¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1764¿MemberExpression¿¿1854¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1765¿Identifier¿¿1854¿res¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1766¿Identifier¿¿1854¿type¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1767¿Literal¿string¿1854¿¿'text/html'¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1768¿VariableDeclarator¿¿1854¿v207¿¿¿{"start":{"line":86,"column":29},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1769¿TemplateLiteral¿¿1854¿¿¿¿{"start":{"line":86,"column":29},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿TemplateLiteral
1770¿VariableDeclarator¿¿1854¿v208¿¿¿{"start":{"line":86,"column":2},"end":{"line":94,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1771¿CallExpression¿¿1854¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":94,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1772¿MemberExpression¿¿1854¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1773¿Identifier¿¿1854¿v206¿¿¿¿¿Identifier
1774¿Identifier¿¿1854¿send¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1775¿Identifier¿¿1854¿v207¿¿¿¿¿Identifier
1776¿ReturnStatement¿¿1854¿¿¿¿¿¿ReturnStatement
1777¿Identifier¿¿1854¿v208¿¿¿¿¿Identifier
1778¿BlockStatement¿¿1854¿¿¿¿¿¿BlockStatement
1779¿VariableDeclarator¿¿1823¿v210¿¿¿{"start":{"line":85,"column":0},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1780¿CallExpression¿¿1823¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1781¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1782¿Identifier¿¿1823¿app¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1783¿Identifier¿¿1823¿get¿¿¿{"start":{"line":85,"column":4},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1784¿Literal¿string¿1823¿¿'/'¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1785¿Identifier¿¿1823¿v209¿¿¿¿¿Identifier
1786¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":94,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1787¿Identifier¿¿1823¿v210¿¿¿¿¿Identifier
1788¿VariableDeclarator¿¿1823¿v211¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1789¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1790¿Identifier¿¿1823¿process¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1791¿Identifier¿¿1823¿env¿¿¿{"start":{"line":96,"column":21},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1792¿VariableDeclarator¿¿1823¿v212¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1793¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1794¿Identifier¿¿1823¿v211¿¿¿¿¿Identifier
1795¿Identifier¿¿1823¿PORT¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1796¿VariableDeclarator¿¿1823¿port¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1797¿LogicalExpression¿||¿1823¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿LogicalExpression
1798¿Identifier¿¿1823¿v212¿¿¿¿¿Identifier
1799¿Literal¿number¿1823¿¿5011¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
