Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
874¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Program
1488¿Identifier¿¿1542¿options¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1489¿Identifier¿¿1542¿verbose¿¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1490¿IfStatement¿¿1542¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":111,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1491¿Identifier¿¿1542¿v167¿¿¿¿¿Identifier
1492¿VariableDeclarator¿¿1542¿v168¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1493¿CallExpression¿¿1542¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1494¿MemberExpression¿¿1542¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1495¿Identifier¿¿1542¿console¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1496¿Identifier¿¿1542¿log¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1497¿Identifier¿¿1542¿command¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1498¿ExpressionStatement¿¿1542¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1499¿Identifier¿¿1542¿v168¿¿¿¿¿Identifier
1500¿BlockStatement¿¿1542¿¿¿¿{"start":{"line":109,"column":23},"end":{"line":111,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1501¿VariableDeclarator¿¿1542¿v169¿¿¿{"start":{"line":113,"column":9},"end":{"line":113,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1502¿CallExpression¿¿1542¿¿¿¿{"start":{"line":113,"column":9},"end":{"line":113,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1503¿Identifier¿¿1542¿execLintCommand¿¿¿{"start":{"line":113,"column":9},"end":{"line":113,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1504¿Identifier¿¿1542¿command¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1505¿Identifier¿¿1542¿options¿¿¿{"start":{"line":113,"column":34},"end":{"line":113,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1506¿ReturnStatement¿¿1542¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ReturnStatement
1507¿Identifier¿¿1542¿v169¿¿¿¿¿Identifier
1508¿BlockStatement¿¿1542¿¿¿¿{"start":{"line":106,"column":46},"end":{"line":114,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1509¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":106,"column":0},"end":{"line":114,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1510¿AssignmentExpression¿=¿1515¿¿¿¿{"start":{"line":106,"column":0},"end":{"line":114,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1511¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":106,"column":0},"end":{"line":106,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1512¿Identifier¿¿1515¿module¿¿¿{"start":{"line":106,"column":0},"end":{"line":106,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1513¿Identifier¿¿1515¿exports¿¿¿{"start":{"line":106,"column":7},"end":{"line":106,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1514¿Identifier¿¿1515¿v170¿¿¿¿¿Identifier
1515¿CFG_F_START¿¿1515¿__main__¿¿¿¿¿CFG_F_START
1516¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1517¿CFG_F_START¿¿1517¿932_anon¿¿¿¿¿CFG_F_START
1518¿CFG_F_END¿¿0¿932_anon¿¿¿¿¿CFG_F_END
1519¿CFG_IF_END¿¿0¿956¿¿¿¿¿CFG_IF_END
1520¿CFG_F_START¿¿1520¿1003_anon¿¿¿¿¿CFG_F_START
1521¿CFG_F_END¿¿0¿1003_anon¿¿¿¿¿CFG_F_END
1522¿CFG_F_START¿¿1522¿1007_anon¿¿¿¿¿CFG_F_START
1523¿CFG_F_END¿¿0¿1007_anon¿¿¿¿¿CFG_F_END
1524¿CFG_IF_END¿¿0¿1106¿¿¿¿¿CFG_IF_END
1525¿CFG_F_START¿¿1525¿1157_anon¿¿¿¿¿CFG_F_START
1526¿CFG_F_END¿¿0¿1157_anon¿¿¿¿¿CFG_F_END
1527¿CFG_IF_END¿¿0¿1081¿¿¿¿¿CFG_IF_END
1528¿CFG_F_START¿¿1528¿1196_anon¿¿¿¿¿CFG_F_START
1529¿CFG_F_END¿¿0¿1196_anon¿¿¿¿¿CFG_F_END
1530¿CFG_F_START¿¿1530¿1222_anon¿¿¿¿¿CFG_F_START
1531¿CFG_F_END¿¿0¿1222_anon¿¿¿¿¿CFG_F_END
1532¿CFG_F_START¿¿1532¿1226_anon¿¿¿¿¿CFG_F_START
1533¿CFG_F_END¿¿0¿1226_anon¿¿¿¿¿CFG_F_END
1534¿CFG_F_START¿¿1534¿1235_anon¿¿¿¿¿CFG_F_START
1535¿CFG_F_END¿¿0¿1235_anon¿¿¿¿¿CFG_F_END
1536¿CFG_IF_END¿¿0¿1310¿¿¿¿¿CFG_IF_END
1537¿CFG_IF_END¿¿0¿1339¿¿¿¿¿CFG_IF_END
1538¿CFG_IF_END¿¿0¿1291¿¿¿¿¿CFG_IF_END
1539¿CFG_IF_END¿¿0¿1430¿¿¿¿¿CFG_IF_END
1540¿CFG_IF_END¿¿0¿1397¿¿¿¿¿CFG_IF_END
1541¿CFG_IF_END¿¿0¿1281¿¿¿¿¿CFG_IF_END
1542¿CFG_F_START¿¿1542¿1478_anon¿¿¿¿¿CFG_F_START
1543¿CFG_F_END¿¿0¿1478_anon¿¿¿¿¿CFG_F_END
1544¿CFG_IF_END¿¿0¿1490¿¿¿¿¿CFG_IF_END
1545¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1546¿PDG_CALL¿¿1515¿1515.CALL->require-o198¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1515.Promise-o199¿¿¿¿¿PDG_OBJECT
1548¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1549¿PDG_CALL¿¿1515¿1515.CALL->require-o200¿¿¿¿¿PDG_CALL
1550¿PDG_OBJECT¿¿0¿1515.checkstyle-o201¿¿¿¿¿PDG_OBJECT
1551¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1552¿PDG_CALL¿¿1515¿1515.CALL->require-o202¿¿¿¿¿PDG_CALL
1553¿PDG_OBJECT¿¿0¿1515.dargs-o203¿¿¿¿¿PDG_OBJECT
1554¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1555¿PDG_CALL¿¿1515¿1515.CALL->require-o204¿¿¿¿¿PDG_CALL
1556¿PDG_OBJECT¿¿0¿1515.child_process-o205¿¿¿¿¿PDG_OBJECT
1557¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1558¿PDG_OBJECT¿¿0¿1515.scssLintCodes-o206¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1515.scssLintCodes-o207¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1515.scssLintCodes.'64'-o208¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1515.scssLintCodes-o209¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1515.scssLintCodes.'66'-o210¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1515.scssLintCodes-o211¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1515.scssLintCodes.'69'-o212¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1515.scssLintCodes-o213¿¿¿¿¿PDG_OBJECT
1566¿PDG_OBJECT¿¿0¿1515.scssLintCodes.'70'-o214¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1515.scssLintCodes-o215¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1515.scssLintCodes.'78'-o216¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1515.scssLintCodes-o217¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1515.scssLintCodes.'127'-o218¿¿¿¿¿PDG_OBJECT
1571¿PDG_OBJECT¿¿0¿1517.this-o219¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1517.filePaths-o220¿¿¿¿¿PDG_OBJECT
1573¿PDG_OBJECT¿¿0¿1517.options-o221¿¿¿¿¿PDG_OBJECT
1574¿PDG_OBJECT¿¿0¿1515.generateCommand-o222¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1520.this-o223¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1520.command-o224¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1520.options-o225¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1515.execCommand-o226¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1528.this-o227¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿0¿1528.report-o228¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1528.options-o229¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1515.configFileReadError-o230¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1530.this-o231¿¿¿¿¿PDG_OBJECT
1584¿PDG_OBJECT¿¿0¿1530.command-o232¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1530.options-o233¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1515.execLintCommand-o234¿¿¿¿¿PDG_OBJECT
1587¿PDG_OBJECT¿¿0¿1542.this-o235¿¿¿¿¿PDG_OBJECT
1588¿PDG_OBJECT¿¿0¿1542.filePaths-o236¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1542.options-o237¿¿¿¿¿PDG_OBJECT
1590¿PDG_OBJECT¿¿0¿1515.v170-o238¿¿¿¿¿PDG_OBJECT
1591¿PDG_OBJECT¿¿0¿1515.module-o239¿¿¿¿¿PDG_OBJECT
1592¿PDG_OBJECT¿¿0¿1515.module.exports-o240¿¿¿¿¿PDG_OBJECT
1593¿PDG_OBJECT¿¿0¿1517.commandParts-o241¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1517.commandParts.0-o242¿¿¿¿¿PDG_OBJECT
1595¿PDG_OBJECT¿¿0¿1517.excludes-o243¿¿¿¿¿PDG_OBJECT
1596¿PDG_OBJECT¿¿0¿1517.excludes.0-o244¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1517.excludes.1-o245¿¿¿¿¿PDG_OBJECT
1598¿PDG_OBJECT¿¿0¿1517.excludes.2-o246¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1517.excludes.3-o247¿¿¿¿¿PDG_OBJECT
1600¿PDG_OBJECT¿¿0¿1517.excludes.4-o248¿¿¿¿¿PDG_OBJECT
1601¿PDG_OBJECT¿¿0¿1517.excludes.5-o249¿¿¿¿¿PDG_OBJECT
1602¿PDG_OBJECT¿¿0¿1517.excludes.6-o250¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1517.excludes.7-o251¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1517.excludes.8-o252¿¿¿¿¿PDG_OBJECT
1605¿PDG_OBJECT¿¿0¿1517.excludes.9-o253¿¿¿¿¿PDG_OBJECT
1606¿PDG_OBJECT¿¿0¿1517.excludes.10-o254¿¿¿¿¿PDG_OBJECT
1607¿PDG_OBJECT¿¿0¿1517.excludes.11-o255¿¿¿¿¿PDG_OBJECT
1608¿PDG_OBJECT¿¿0¿1517.options.bundleExec-o256¿¿¿¿¿PDG_OBJECT
1609¿PDG_CALL¿¿1517¿1517.CALL->commandParts.unshift-o257¿¿¿¿¿PDG_CALL
1610¿PDG_OBJECT¿¿0¿1517.v87-o258¿¿¿¿¿PDG_OBJECT
1611¿PDG_CALL¿¿1517¿1517.CALL->excludes.push-o259¿¿¿¿¿PDG_CALL
1612¿PDG_OBJECT¿¿0¿1517.v88-o260¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1517.v89-o261¿¿¿¿¿PDG_OBJECT
1614¿PDG_CALL¿¿1517¿1517.CALL->dargs-o262¿¿¿¿¿PDG_CALL
1615¿PDG_OBJECT¿¿0¿1517.optionsArgs-o263¿¿¿¿¿PDG_OBJECT
1616¿PDG_CALL¿¿1517¿1517.CALL->commandParts.concat-o264¿¿¿¿¿PDG_CALL
1617¿PDG_OBJECT¿¿0¿1517.v90-o265¿¿¿¿¿PDG_OBJECT
1618¿PDG_CALL¿¿1517¿1517.CALL->v90.join-o266¿¿¿¿¿PDG_CALL
1619¿PDG_OBJECT¿¿0¿1517.v91-o267¿¿¿¿¿PDG_OBJECT
1620¿PDG_RETURN¿¿0¿1517.RET_OBJ-o268¿¿¿¿¿PDG_RETURN
1621¿PDG_OBJECT¿¿0¿1522.this-o269¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1522.resolve-o270¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1522.reject-o271¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1520.v114-o272¿¿¿¿¿PDG_OBJECT
1625¿PDG_CALL¿¿1520¿1520.CALL->Promise-o273¿¿¿¿¿PDG_CALL
1626¿PDG_OBJECT¿¿0¿1520.v115-o274¿¿¿¿¿PDG_OBJECT
1627¿PDG_RETURN¿¿0¿1520.RET_OBJ-o275¿¿¿¿¿PDG_RETURN
1628¿PDG_OBJECT¿¿0¿1522.process-o276¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1522.process.env-o277¿¿¿¿¿PDG_OBJECT
1630¿PDG_CALL¿¿1522¿1522.CALL->process.cwd-o278¿¿¿¿¿PDG_CALL
1631¿PDG_OBJECT¿¿0¿1522.v93-o279¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1522.options.maxBuffer-o280¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1522.v95-o281¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1522.options.shell-o282¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1522.commandOptions-o283¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1522.commandOptions-o284¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1522.commandOptions.env-o285¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1522.commandOptions-o286¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1522.commandOptions.cwd-o287¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1522.commandOptions-o288¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1522.commandOptions.maxBuffer-o289¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1522.commandOptions-o290¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1522.commandOptions.shell-o291¿¿¿¿¿PDG_OBJECT
1644¿PDG_CALL¿¿1522¿1522.CALL->command.split-o292¿¿¿¿¿PDG_CALL
1645¿PDG_OBJECT¿¿0¿1522.command-o293¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1522.options.sync-o294¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1522.options.endless-o295¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1522.command.0-o296¿¿¿¿¿PDG_OBJECT
1649¿PDG_CALL¿¿1522¿1522.CALL->command.slice-o297¿¿¿¿¿PDG_CALL
1650¿PDG_OBJECT¿¿0¿1522.v102-o298¿¿¿¿¿PDG_OBJECT
1651¿PDG_CALL¿¿1522¿1522.CALL->child_process.execFileSync-o299¿¿¿¿¿PDG_CALL
1652¿PDG_OBJECT¿¿0¿1522.commandResult-o300¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1522.commandResult.status-o301¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1522.error-o302¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1522.error.code-o303¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1522.error-o304¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1522.error-o305¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1522.commandResult.stdout-o306¿¿¿¿¿PDG_OBJECT
1659¿PDG_OBJECT¿¿0¿1522.v106-o307¿¿¿¿¿PDG_OBJECT
1660¿PDG_CALL¿¿1522¿1522.CALL->resolve-o308¿¿¿¿¿PDG_CALL
1661¿PDG_OBJECT¿¿0¿1522.v107-o309¿¿¿¿¿PDG_OBJECT
1662¿PDG_CALL¿¿1522¿1522.CALL->command.slice-o310¿¿¿¿¿PDG_CALL
1663¿PDG_OBJECT¿¿0¿1522.v109-o311¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1525.this-o312¿¿¿¿¿PDG_OBJECT
1665¿PDG_OBJECT¿¿0¿1525.error-o313¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1525.report-o314¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1522.v112-o315¿¿¿¿¿PDG_OBJECT
1668¿PDG_CALL¿¿1522¿1522.CALL->child_process.execFile-o316¿¿¿¿¿PDG_CALL
1669¿PDG_OBJECT¿¿0¿1522.v113-o317¿¿¿¿¿PDG_OBJECT
1670¿TAINT_SINK¿¿0¿execFile¿¿¿¿¿TAINT_SINK
1671¿PDG_OBJECT¿¿0¿1525.v110-o318¿¿¿¿¿PDG_OBJECT
1672¿PDG_CALL¿¿1525¿1525.CALL->resolve-o319¿¿¿¿¿PDG_CALL
1673¿PDG_OBJECT¿¿0¿1525.v111-o320¿¿¿¿¿PDG_OBJECT
1674¿PDG_OBJECT¿¿0¿1528.options.config-o321¿¿¿¿¿PDG_OBJECT
1675¿PDG_OBJECT¿¿0¿1528.v117-o322¿¿¿¿¿PDG_OBJECT
1676¿PDG_CALL¿¿1528¿1528.CALL->RegExp-o323¿¿¿¿¿PDG_CALL
1677¿PDG_OBJECT¿¿0¿1528.re-o324¿¿¿¿¿PDG_OBJECT
1678¿PDG_CALL¿¿1528¿1528.CALL->re.test-o325¿¿¿¿¿PDG_CALL
1679¿PDG_OBJECT¿¿0¿1528.v118-o326¿¿¿¿¿PDG_OBJECT
1680¿PDG_RETURN¿¿0¿1528.RET_OBJ-o327¿¿¿¿¿PDG_RETURN
1681¿PDG_OBJECT¿¿0¿1532.this-o328¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿0¿1532.resolve-o329¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿0¿1532.reject-o330¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿0¿1530.v165-o331¿¿¿¿¿PDG_OBJECT
1685¿PDG_CALL¿¿1530¿1530.CALL->Promise-o332¿¿¿¿¿PDG_CALL
1686¿PDG_OBJECT¿¿0¿1530.v166-o333¿¿¿¿¿PDG_OBJECT
1687¿PDG_RETURN¿¿0¿1530.RET_OBJ-o334¿¿¿¿¿PDG_RETURN
1688¿PDG_CALL¿¿1532¿1532.CALL->execCommand-o335¿¿¿¿¿PDG_CALL
1689¿PDG_OBJECT¿¿0¿1532.v119-o336¿¿¿¿¿PDG_OBJECT
1690¿PDG_OBJECT¿¿0¿1534.this-o337¿¿¿¿¿PDG_OBJECT
1691¿PDG_OBJECT¿¿0¿1534.result-o338¿¿¿¿¿PDG_OBJECT
1692¿PDG_OBJECT¿¿0¿1532.v163-o339¿¿¿¿¿PDG_OBJECT
1693¿PDG_CALL¿¿1532¿1532.CALL->v119.then-o340¿¿¿¿¿PDG_CALL
1694¿PDG_OBJECT¿¿0¿1532.v164-o341¿¿¿¿¿PDG_OBJECT
1695¿PDG_OBJECT¿¿0¿1534.result.error-o342¿¿¿¿¿PDG_OBJECT
1696¿PDG_OBJECT¿¿0¿1534.result.report-o343¿¿¿¿¿PDG_OBJECT
1697¿PDG_OBJECT¿¿0¿1534.error.code-o344¿¿¿¿¿PDG_OBJECT
1698¿PDG_OBJECT¿¿0¿1534.v121-o345¿¿¿¿¿PDG_OBJECT
1699¿PDG_OBJECT¿¿0¿1534.v122-o346¿¿¿¿¿PDG_OBJECT
1700¿PDG_OBJECT¿¿0¿1534.v124-o347¿¿¿¿¿PDG_OBJECT
1701¿PDG_OBJECT¿¿0¿1534.v125-o348¿¿¿¿¿PDG_OBJECT
1702¿PDG_OBJECT¿¿0¿1534.v127-o349¿¿¿¿¿PDG_OBJECT
1703¿PDG_OBJECT¿¿0¿1534.v128-o350¿¿¿¿¿PDG_OBJECT
1704¿PDG_OBJECT¿¿0¿1534.scssLintCodes.*-o351¿¿¿¿¿PDG_OBJECT
1705¿PDG_OBJECT¿¿0¿1534.v132-o352¿¿¿¿¿PDG_OBJECT
1706¿PDG_CALL¿¿1534¿1534.CALL->configFileReadError-o353¿¿¿¿¿PDG_CALL
1707¿PDG_OBJECT¿¿0¿1534.v133-o354¿¿¿¿¿PDG_OBJECT
1708¿PDG_OBJECT¿¿0¿1534.v134-o355¿¿¿¿¿PDG_OBJECT
1709¿PDG_CALL¿¿1534¿1534.CALL->reject-o356¿¿¿¿¿PDG_CALL
1710¿PDG_OBJECT¿¿0¿1534.v135-o357¿¿¿¿¿PDG_OBJECT
1711¿PDG_CALL¿¿1534¿1534.CALL->reject-o358¿¿¿¿¿PDG_CALL
1712¿PDG_OBJECT¿¿0¿1534.v138-o359¿¿¿¿¿PDG_OBJECT
1713¿PDG_OBJECT¿¿0¿1534.v141-o360¿¿¿¿¿PDG_OBJECT
1714¿PDG_OBJECT¿¿0¿1534.v142-o361¿¿¿¿¿PDG_OBJECT
1715¿PDG_OBJECT¿¿0¿1534.v143-o362¿¿¿¿¿PDG_OBJECT
1716¿PDG_CALL¿¿1534¿1534.CALL->reject-o363¿¿¿¿¿PDG_CALL
1717¿PDG_OBJECT¿¿0¿1534.v144-o364¿¿¿¿¿PDG_OBJECT
1718¿PDG_CALL¿¿1534¿1534.CALL->reject-o365¿¿¿¿¿PDG_CALL
1719¿PDG_OBJECT¿¿0¿1534.v145-o366¿¿¿¿¿PDG_OBJECT
1720¿PDG_OBJECT¿¿0¿1534.v147-o367¿¿¿¿¿PDG_OBJECT
1721¿PDG_OBJECT¿¿0¿1534.v148-o368¿¿¿¿¿PDG_OBJECT
1722¿PDG_OBJECT¿¿0¿1534.report.length-o369¿¿¿¿¿PDG_OBJECT
1723¿PDG_OBJECT¿¿0¿1534.v150-o370¿¿¿¿¿PDG_OBJECT
1724¿PDG_OBJECT¿¿0¿1534.v151-o371¿¿¿¿¿PDG_OBJECT
1725¿PDG_OBJECT¿¿0¿1534.v153-o372¿¿¿¿¿PDG_OBJECT
1726¿PDG_OBJECT¿¿0¿1534.v154-o373¿¿¿¿¿PDG_OBJECT
1727¿PDG_OBJECT¿¿0¿1534.v155-o374¿¿¿¿¿PDG_OBJECT
1728¿PDG_CALL¿¿1534¿1534.CALL->reject-o375¿¿¿¿¿PDG_CALL
1729¿PDG_OBJECT¿¿0¿1534.v156-o376¿¿¿¿¿PDG_OBJECT
1730¿PDG_OBJECT¿¿0¿1534.options.format-o377¿¿¿¿¿PDG_OBJECT
1731¿PDG_OBJECT¿¿0¿1534.v158-o378¿¿¿¿¿PDG_OBJECT
1732¿PDG_CALL¿¿1534¿1534.CALL->JSON.parse-o379¿¿¿¿¿PDG_CALL
1733¿PDG_OBJECT¿¿0¿1534.v159-o380¿¿¿¿¿PDG_OBJECT
1734¿PDG_OBJECT¿¿0¿1534.v160-o381¿¿¿¿¿PDG_OBJECT
1735¿PDG_OBJECT¿¿0¿1534.v160.0-o382¿¿¿¿¿PDG_OBJECT
1736¿PDG_CALL¿¿1534¿1534.CALL->resolve-o383¿¿¿¿¿PDG_CALL
1737¿PDG_OBJECT¿¿0¿1534.v161-o384¿¿¿¿¿PDG_OBJECT
1738¿PDG_CALL¿¿1534¿1534.CALL->checkstyle.toJSON-o385¿¿¿¿¿PDG_CALL
