Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4329¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1142,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Program
5569¿VariableDeclarator¿¿7649¿v503¿¿¿{"start":{"line":414,"column":6},"end":{"line":414,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5570¿UnaryExpression¿typeof¿7649¿¿¿¿{"start":{"line":414,"column":6},"end":{"line":414,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UnaryExpression
5571¿Identifier¿¿7649¿path¿¿¿{"start":{"line":414,"column":13},"end":{"line":414,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5572¿VariableDeclarator¿¿7649¿v504¿¿¿{"start":{"line":414,"column":6},"end":{"line":414,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5573¿BinaryExpression¿!==¿7649¿¿¿¿{"start":{"line":414,"column":6},"end":{"line":414,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
5574¿Identifier¿¿7649¿v503¿¿¿¿¿Identifier
5575¿Literal¿string¿7649¿¿'string'¿¿{"start":{"line":414,"column":22},"end":{"line":414,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
5576¿IfStatement¿¿7649¿¿¿¿{"start":{"line":414,"column":2},"end":{"line":416,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
5577¿Identifier¿¿7649¿v504¿¿¿¿¿Identifier
5578¿VariableDeclarator¿¿7649¿v505¿¿¿{"start":{"line":415,"column":10},"end":{"line":415,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5579¿NewExpression¿¿7649¿¿¿¿{"start":{"line":415,"column":10},"end":{"line":415,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿NewExpression
5580¿Identifier¿¿7649¿TypeError¿¿¿{"start":{"line":415,"column":14},"end":{"line":415,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5581¿Literal¿string¿7649¿¿'path must be a string to res.sendFile'¿¿{"start":{"line":415,"column":24},"end":{"line":415,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
5582¿ThrowStatement¿¿7649¿¿¿¿{"start":{"line":415,"column":4},"end":{"line":415,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThrowStatement
5583¿Identifier¿¿7649¿v505¿¿¿¿¿Identifier
5584¿BlockStatement¿¿7649¿¿¿¿{"start":{"line":414,"column":32},"end":{"line":416,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
5585¿VariableDeclarator¿¿7649¿v506¿¿¿{"start":{"line":419,"column":6},"end":{"line":419,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5586¿UnaryExpression¿typeof¿7649¿¿¿¿{"start":{"line":419,"column":6},"end":{"line":419,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UnaryExpression
5587¿Identifier¿¿7649¿options¿¿¿{"start":{"line":419,"column":13},"end":{"line":419,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5588¿VariableDeclarator¿¿7649¿v507¿¿¿{"start":{"line":419,"column":6},"end":{"line":419,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5589¿BinaryExpression¿===¿7649¿¿¿¿{"start":{"line":419,"column":6},"end":{"line":419,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
5590¿Identifier¿¿7649¿v506¿¿¿¿¿Identifier
5591¿Literal¿string¿7649¿¿'function'¿¿{"start":{"line":419,"column":25},"end":{"line":419,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
5592¿IfStatement¿¿7649¿¿¿¿{"start":{"line":419,"column":2},"end":{"line":422,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
5593¿Identifier¿¿7649¿v507¿¿¿¿¿Identifier
5594¿ExpressionStatement¿¿7649¿¿¿¿{"start":{"line":420,"column":4},"end":{"line":420,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
5595¿AssignmentExpression¿=¿7649¿¿¿¿{"start":{"line":420,"column":4},"end":{"line":420,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
5596¿Identifier¿¿7649¿done¿¿¿{"start":{"line":420,"column":4},"end":{"line":420,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5597¿Identifier¿¿7649¿options¿¿¿{"start":{"line":420,"column":11},"end":{"line":420,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5598¿ExpressionStatement¿¿7649¿¿¿¿{"start":{"line":421,"column":4},"end":{"line":421,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
5599¿AssignmentExpression¿=¿7649¿¿¿¿{"start":{"line":421,"column":4},"end":{"line":421,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
5600¿Identifier¿¿7649¿opts¿¿¿{"start":{"line":421,"column":4},"end":{"line":421,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5601¿ObjectExpression¿¿7649¿¿¿¿¿¿ObjectExpression
5602¿BlockStatement¿¿7649¿¿¿¿{"start":{"line":419,"column":37},"end":{"line":422,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
5603¿VariableDeclarator¿¿7649¿v508¿¿¿{"start":{"line":424,"column":7},"end":{"line":424,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5604¿MemberExpression¿¿7649¿¿¿¿{"start":{"line":424,"column":7},"end":{"line":424,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
5605¿Identifier¿¿7649¿opts¿¿¿{"start":{"line":424,"column":7},"end":{"line":424,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5606¿Identifier¿¿7649¿root¿¿¿{"start":{"line":424,"column":12},"end":{"line":424,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5607¿VariableDeclarator¿¿7649¿v509¿¿¿{"start":{"line":424,"column":6},"end":{"line":424,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5608¿UnaryExpression¿!¿7649¿¿¿¿{"start":{"line":424,"column":6},"end":{"line":424,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UnaryExpression
5609¿Identifier¿¿7649¿v508¿¿¿¿¿Identifier
5610¿VariableDeclarator¿¿7649¿v510¿¿¿{"start":{"line":424,"column":21},"end":{"line":424,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5611¿CallExpression¿¿7649¿¿¿¿{"start":{"line":424,"column":21},"end":{"line":424,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
5612¿Identifier¿¿7649¿isAbsolute¿¿¿{"start":{"line":424,"column":21},"end":{"line":424,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5613¿Identifier¿¿7649¿path¿¿¿{"start":{"line":424,"column":32},"end":{"line":424,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5614¿VariableDeclarator¿¿7649¿v511¿¿¿{"start":{"line":424,"column":20},"end":{"line":424,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5615¿UnaryExpression¿!¿7649¿¿¿¿{"start":{"line":424,"column":20},"end":{"line":424,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UnaryExpression
5616¿Identifier¿¿7649¿v510¿¿¿¿¿Identifier
5617¿VariableDeclarator¿¿7649¿v512¿¿¿{"start":{"line":424,"column":6},"end":{"line":424,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5618¿LogicalExpression¿&&¿7649¿¿¿¿{"start":{"line":424,"column":6},"end":{"line":424,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿LogicalExpression
5619¿Identifier¿¿7649¿v509¿¿¿¿¿Identifier
5620¿Identifier¿¿7649¿v511¿¿¿¿¿Identifier
5621¿IfStatement¿¿7649¿¿¿¿{"start":{"line":424,"column":2},"end":{"line":426,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
5622¿Identifier¿¿7649¿v512¿¿¿¿¿Identifier
5623¿VariableDeclarator¿¿7649¿v513¿¿¿{"start":{"line":425,"column":10},"end":{"line":425,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5624¿NewExpression¿¿7649¿¿¿¿{"start":{"line":425,"column":10},"end":{"line":425,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿NewExpression
5625¿Identifier¿¿7649¿TypeError¿¿¿{"start":{"line":425,"column":14},"end":{"line":425,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5626¿Literal¿string¿7649¿¿'path must be absolute or specify root to res.sendFile'¿¿{"start":{"line":425,"column":24},"end":{"line":425,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
5627¿ThrowStatement¿¿7649¿¿¿¿{"start":{"line":425,"column":4},"end":{"line":425,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThrowStatement
5628¿Identifier¿¿7649¿v513¿¿¿¿¿Identifier
5629¿BlockStatement¿¿7649¿¿¿¿{"start":{"line":424,"column":39},"end":{"line":426,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
5630¿VariableDeclarator¿¿7649¿pathname¿¿¿{"start":{"line":429,"column":6},"end":{"line":429,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5631¿CallExpression¿¿7649¿¿¿¿{"start":{"line":429,"column":17},"end":{"line":429,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
5632¿Identifier¿¿7649¿encodeURI¿¿¿{"start":{"line":429,"column":17},"end":{"line":429,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5633¿Identifier¿¿7649¿path¿¿¿{"start":{"line":429,"column":27},"end":{"line":429,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5634¿VariableDeclarator¿¿7649¿file¿¿¿{"start":{"line":430,"column":6},"end":{"line":430,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5635¿CallExpression¿¿7649¿¿¿¿{"start":{"line":430,"column":13},"end":{"line":430,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
5636¿Identifier¿¿7649¿send¿¿¿{"start":{"line":430,"column":13},"end":{"line":430,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5637¿Identifier¿¿7649¿req¿¿¿{"start":{"line":430,"column":18},"end":{"line":430,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5638¿Identifier¿¿7649¿pathname¿¿¿{"start":{"line":430,"column":23},"end":{"line":430,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5639¿Identifier¿¿7649¿opts¿¿¿{"start":{"line":430,"column":33},"end":{"line":430,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5640¿VariableDeclarator¿¿7649¿v526¿¿¿{"start":{"line":433,"column":28},"end":{"line":441,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5641¿FunctionExpression¿¿7649¿anon¿¿¿{"start":{"line":433,"column":28},"end":{"line":441,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
5642¿Identifier¿¿0¿err¿¿¿{"start":{"line":433,"column":38},"end":{"line":433,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5643¿IfStatement¿¿7655¿¿¿¿{"start":{"line":434,"column":4},"end":{"line":434,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
5644¿Identifier¿¿7655¿done¿¿¿{"start":{"line":434,"column":8},"end":{"line":434,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5645¿VariableDeclarator¿¿7655¿v514¿¿¿{"start":{"line":434,"column":21},"end":{"line":434,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5646¿CallExpression¿¿7655¿¿¿¿{"start":{"line":434,"column":21},"end":{"line":434,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
5647¿Identifier¿¿7655¿done¿¿¿{"start":{"line":434,"column":21},"end":{"line":434,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5648¿Identifier¿¿7655¿err¿¿¿{"start":{"line":434,"column":26},"end":{"line":434,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5649¿ReturnStatement¿¿7655¿¿¿¿{"start":{"line":434,"column":14},"end":{"line":434,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ReturnStatement
5650¿Identifier¿¿7655¿v514¿¿¿¿¿Identifier
5651¿BlockStatement¿¿7655¿¿¿¿¿¿BlockStatement
5652¿VariableDeclarator¿¿7655¿v515¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5653¿MemberExpression¿¿7655¿¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
5654¿Identifier¿¿7655¿err¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5655¿Identifier¿¿7655¿code¿¿¿{"start":{"line":435,"column":19},"end":{"line":435,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5656¿VariableDeclarator¿¿7655¿v516¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
5657¿BinaryExpression¿===¿7655¿¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
