Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1007¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Program
1666¿Identifier¿¿1740¿v194¿¿¿¿¿Identifier
1667¿ExpressionStatement¿¿1740¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":92,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1668¿Identifier¿¿1740¿v195¿¿¿¿¿Identifier
1669¿BlockStatement¿¿1740¿¿¿¿{"start":{"line":62,"column":31},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1670¿VariableDeclarator¿¿1719¿v197¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1671¿ObjectExpression¿¿1719¿¿¿¿¿¿ObjectExpression
1672¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1673¿AssignmentExpression¿=¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿AssignmentExpression
1674¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1675¿Identifier¿¿1719¿v197¿¿¿¿¿Identifier
1676¿Identifier¿¿1719¿updateConfig¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1677¿Identifier¿¿1719¿v101¿¿¿¿¿Identifier
1678¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1679¿AssignmentExpression¿=¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿AssignmentExpression
1680¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1681¿Identifier¿¿1719¿v197¿¿¿¿¿Identifier
1682¿Identifier¿¿1719¿pandoc¿¿¿{"start":{"line":14,"column":4},"end":{"line":14,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1683¿Identifier¿¿1719¿v123¿¿¿¿¿Identifier
1684¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1685¿AssignmentExpression¿=¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿AssignmentExpression
1686¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1687¿Identifier¿¿1719¿v197¿¿¿¿¿Identifier
1688¿Identifier¿¿1719¿template¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1689¿Identifier¿¿1719¿v136¿¿¿¿¿Identifier
1690¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1691¿AssignmentExpression¿=¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿AssignmentExpression
1692¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1693¿Identifier¿¿1719¿v197¿¿¿¿¿Identifier
1694¿Identifier¿¿1719¿sty¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1695¿Identifier¿¿1719¿v146¿¿¿¿¿Identifier
1696¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1697¿AssignmentExpression¿=¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿AssignmentExpression
1698¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1699¿Identifier¿¿1719¿v197¿¿¿¿¿Identifier
1700¿Identifier¿¿1719¿latex¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1701¿Identifier¿¿1719¿v162¿¿¿¿¿Identifier
1702¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1703¿AssignmentExpression¿=¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿AssignmentExpression
1704¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1705¿Identifier¿¿1719¿v197¿¿¿¿¿Identifier
1706¿Identifier¿¿1719¿bibtex¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1707¿Identifier¿¿1719¿v196¿¿¿¿¿Identifier
1708¿ReturnStatement¿¿1719¿¿¿¿{"start":{"line":10,"column":2},"end":{"line":94,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ReturnStatement
1709¿Identifier¿¿1719¿v197¿¿¿¿¿Identifier
1710¿BlockStatement¿¿1719¿¿¿¿{"start":{"line":9,"column":34},"end":{"line":95,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1711¿ExpressionStatement¿¿1717¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":95,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1712¿AssignmentExpression¿=¿1717¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":95,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿AssignmentExpression
1713¿MemberExpression¿¿1717¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":9,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1714¿Identifier¿¿1717¿module¿¿¿{"start":{"line":9,"column":0},"end":{"line":9,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1715¿Identifier¿¿1717¿exports¿¿¿{"start":{"line":9,"column":7},"end":{"line":9,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1716¿Identifier¿¿1717¿v198¿¿¿¿¿Identifier
1717¿CFG_F_START¿¿1717¿__main__¿¿¿¿¿CFG_F_START
1718¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1719¿CFG_F_START¿¿1719¿1041_anon¿¿¿¿¿CFG_F_START
1720¿CFG_F_END¿¿0¿1041_anon¿¿¿¿¿CFG_F_END
1721¿CFG_F_START¿¿1721¿1044_anon¿¿¿¿¿CFG_F_START
1722¿CFG_F_END¿¿0¿1044_anon¿¿¿¿¿CFG_F_END
1723¿CFG_F_START¿¿1723¿1052_anon¿¿¿¿¿CFG_F_START
1724¿CFG_F_END¿¿0¿1052_anon¿¿¿¿¿CFG_F_END
1725¿CFG_F_START¿¿1725¿1116_anon¿¿¿¿¿CFG_F_START
1726¿CFG_F_END¿¿0¿1116_anon¿¿¿¿¿CFG_F_END
1727¿CFG_IF_END¿¿0¿1122¿¿¿¿¿CFG_IF_END
1728¿CFG_F_START¿¿1728¿1162_anon¿¿¿¿¿CFG_F_START
1729¿CFG_F_END¿¿0¿1162_anon¿¿¿¿¿CFG_F_END
1730¿CFG_F_START¿¿1730¿1188_anon¿¿¿¿¿CFG_F_START
1731¿CFG_F_END¿¿0¿1188_anon¿¿¿¿¿CFG_F_END
1732¿CFG_F_START¿¿1732¿1272_anon¿¿¿¿¿CFG_F_START
1733¿CFG_F_END¿¿0¿1272_anon¿¿¿¿¿CFG_F_END
1734¿CFG_F_START¿¿1734¿1342_anon¿¿¿¿¿CFG_F_START
1735¿CFG_F_END¿¿0¿1342_anon¿¿¿¿¿CFG_F_END
1736¿CFG_F_START¿¿1736¿1388_anon¿¿¿¿¿CFG_F_START
1737¿CFG_F_END¿¿0¿1388_anon¿¿¿¿¿CFG_F_END
1738¿CFG_F_START¿¿1738¿1412_anon¿¿¿¿¿CFG_F_START
1739¿CFG_F_END¿¿0¿1412_anon¿¿¿¿¿CFG_F_END
1740¿CFG_F_START¿¿1740¿1438_anon¿¿¿¿¿CFG_F_START
1741¿CFG_F_END¿¿0¿1438_anon¿¿¿¿¿CFG_F_END
1742¿CFG_F_START¿¿1742¿1441_anon¿¿¿¿¿CFG_F_START
1743¿CFG_F_END¿¿0¿1441_anon¿¿¿¿¿CFG_F_END
1744¿CFG_F_START¿¿1744¿1515_anon¿¿¿¿¿CFG_F_START
1745¿CFG_F_END¿¿0¿1515_anon¿¿¿¿¿CFG_F_END
1746¿CFG_F_START¿¿1746¿1561_anon¿¿¿¿¿CFG_F_START
1747¿CFG_F_END¿¿0¿1561_anon¿¿¿¿¿CFG_F_END
1748¿CFG_F_START¿¿1748¿1583_anon¿¿¿¿¿CFG_F_START
1749¿CFG_F_END¿¿0¿1583_anon¿¿¿¿¿CFG_F_END
1750¿CFG_F_START¿¿1750¿1622_anon¿¿¿¿¿CFG_F_START
1751¿CFG_F_END¿¿0¿1622_anon¿¿¿¿¿CFG_F_END
1752¿CFG_F_START¿¿1752¿1651_anon¿¿¿¿¿CFG_F_START
1753¿CFG_F_END¿¿0¿1651_anon¿¿¿¿¿CFG_F_END
1754¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1755¿PDG_CALL¿¿1717¿1717.CALL->require-o246¿¿¿¿¿PDG_CALL
1756¿PDG_OBJECT¿¿0¿1717.fs-o247¿¿¿¿¿PDG_OBJECT
1757¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1758¿PDG_CALL¿¿1717¿1717.CALL->require-o248¿¿¿¿¿PDG_CALL
1759¿PDG_OBJECT¿¿0¿1717.path-o249¿¿¿¿¿PDG_OBJECT
1760¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1761¿PDG_CALL¿¿1717¿1717.CALL->require-o250¿¿¿¿¿PDG_CALL
1762¿PDG_OBJECT¿¿0¿1717.chalk-o251¿¿¿¿¿PDG_OBJECT
1763¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1764¿PDG_CALL¿¿1717¿1717.CALL->require-o252¿¿¿¿¿PDG_CALL
1765¿PDG_OBJECT¿¿0¿1717.utils-o253¿¿¿¿¿PDG_OBJECT
1766¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1767¿PDG_CALL¿¿1717¿1717.CALL->require-o254¿¿¿¿¿PDG_CALL
1768¿PDG_OBJECT¿¿0¿1717.v100-o255¿¿¿¿¿PDG_OBJECT
1769¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1770¿PDG_OBJECT¿¿0¿1717.v100.spawn-o256¿¿¿¿¿PDG_OBJECT
1771¿PDG_CALL¿¿1717¿1717.CALL->require-o257¿¿¿¿¿PDG_CALL
1772¿PDG_OBJECT¿¿0¿1717.async-o258¿¿¿¿¿PDG_OBJECT
1773¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1774¿PDG_CALL¿¿1717¿1717.CALL->require-o259¿¿¿¿¿PDG_CALL
1775¿PDG_OBJECT¿¿0¿1717.lodashStreamer-o260¿¿¿¿¿PDG_OBJECT
1776¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1777¿PDG_OBJECT¿¿0¿1719.this-o261¿¿¿¿¿PDG_OBJECT
1778¿PDG_OBJECT¿¿0¿1719.config-o262¿¿¿¿¿PDG_OBJECT
1779¿PDG_OBJECT¿¿0¿1717.v198-o263¿¿¿¿¿PDG_OBJECT
1780¿PDG_OBJECT¿¿0¿1717.module-o264¿¿¿¿¿PDG_OBJECT
1781¿PDG_OBJECT¿¿0¿1717.module.exports-o265¿¿¿¿¿PDG_OBJECT
1782¿PDG_OBJECT¿¿0¿1721.this-o266¿¿¿¿¿PDG_OBJECT
1783¿PDG_OBJECT¿¿0¿1721.c-o267¿¿¿¿¿PDG_OBJECT
1784¿PDG_OBJECT¿¿0¿1719.v101-o268¿¿¿¿¿PDG_OBJECT
1785¿PDG_OBJECT¿¿0¿1723.this-o269¿¿¿¿¿PDG_OBJECT
1786¿PDG_OBJECT¿¿0¿1723.sourceFile-o270¿¿¿¿¿PDG_OBJECT
1787¿PDG_OBJECT¿¿0¿1723.callback-o271¿¿¿¿¿PDG_OBJECT
1788¿PDG_OBJECT¿¿0¿1719.v123-o272¿¿¿¿¿PDG_OBJECT
1789¿PDG_OBJECT¿¿0¿1730.this-o273¿¿¿¿¿PDG_OBJECT
1790¿PDG_OBJECT¿¿0¿1730.sourceFile-o274¿¿¿¿¿PDG_OBJECT
1791¿PDG_OBJECT¿¿0¿1730.callback-o275¿¿¿¿¿PDG_OBJECT
1792¿PDG_OBJECT¿¿0¿1719.v136-o276¿¿¿¿¿PDG_OBJECT
1793¿PDG_OBJECT¿¿0¿1732.this-o277¿¿¿¿¿PDG_OBJECT
1794¿PDG_OBJECT¿¿0¿1732.sourceFile-o278¿¿¿¿¿PDG_OBJECT
1795¿PDG_OBJECT¿¿0¿1732.callback-o279¿¿¿¿¿PDG_OBJECT
1796¿PDG_OBJECT¿¿0¿1719.v146-o280¿¿¿¿¿PDG_OBJECT
1797¿PDG_OBJECT¿¿0¿1734.this-o281¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1734.callback-o282¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1719.v162-o283¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿0¿1740.this-o284¿¿¿¿¿PDG_OBJECT
1801¿PDG_OBJECT¿¿0¿1740.callback-o285¿¿¿¿¿PDG_OBJECT
1802¿PDG_OBJECT¿¿0¿1719.v196-o286¿¿¿¿¿PDG_OBJECT
1803¿PDG_OBJECT¿¿0¿1719.v197-o287¿¿¿¿¿PDG_OBJECT
1804¿PDG_OBJECT¿¿0¿1719.v197-o288¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿0¿1719.v197.updateConfig-o289¿¿¿¿¿PDG_OBJECT
1806¿PDG_OBJECT¿¿0¿1719.v197-o290¿¿¿¿¿PDG_OBJECT
1807¿PDG_OBJECT¿¿0¿1719.v197.pandoc-o291¿¿¿¿¿PDG_OBJECT
1808¿PDG_OBJECT¿¿0¿1719.v197-o292¿¿¿¿¿PDG_OBJECT
1809¿PDG_OBJECT¿¿0¿1719.v197.template-o293¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿0¿1719.v197-o294¿¿¿¿¿PDG_OBJECT
1811¿PDG_OBJECT¿¿0¿1719.v197.sty-o295¿¿¿¿¿PDG_OBJECT
1812¿PDG_OBJECT¿¿0¿1719.v197-o296¿¿¿¿¿PDG_OBJECT
1813¿PDG_OBJECT¿¿0¿1719.v197.latex-o297¿¿¿¿¿PDG_OBJECT
1814¿PDG_OBJECT¿¿0¿1719.v197-o298¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿0¿1719.v197.bibtex-o299¿¿¿¿¿PDG_OBJECT
1816¿PDG_RETURN¿¿0¿1719.RET_OBJ-o300¿¿¿¿¿PDG_RETURN
1817¿PDG_CALL¿¿1723¿1723.CALL->chalk.yellow-o301¿¿¿¿¿PDG_CALL
1818¿PDG_OBJECT¿¿0¿1723.v102-o302¿¿¿¿¿PDG_OBJECT
1819¿PDG_OBJECT¿¿0¿1723.v103-o303¿¿¿¿¿PDG_OBJECT
1820¿PDG_CALL¿¿1723¿1723.CALL->console.log-o304¿¿¿¿¿PDG_CALL
1821¿PDG_OBJECT¿¿0¿1723.v104-o305¿¿¿¿¿PDG_OBJECT
1822¿PDG_OBJECT¿¿0¿1723.config.contentFolder-o306¿¿¿¿¿PDG_OBJECT
1823¿PDG_CALL¿¿1723¿1723.CALL->path.join-o307¿¿¿¿¿PDG_CALL
1824¿PDG_OBJECT¿¿0¿1723.v106-o308¿¿¿¿¿PDG_OBJECT
1825¿PDG_OBJECT¿¿0¿1723.config.tmpFolder-o309¿¿¿¿¿PDG_OBJECT
1826¿PDG_CALL¿¿1723¿1723.CALL->utils.mdToTex-o310¿¿¿¿¿PDG_CALL
1827¿PDG_OBJECT¿¿0¿1723.v108-o311¿¿¿¿¿PDG_OBJECT
1828¿PDG_CALL¿¿1723¿1723.CALL->path.join-o312¿¿¿¿¿PDG_CALL
1829¿PDG_OBJECT¿¿0¿1723.v109-o313¿¿¿¿¿PDG_OBJECT
1830¿PDG_OBJECT¿¿0¿1723.v110-o314¿¿¿¿¿PDG_OBJECT
1831¿PDG_OBJECT¿¿0¿1723.v110.0-o315¿¿¿¿¿PDG_OBJECT
1832¿PDG_OBJECT¿¿0¿1723.v110.1-o316¿¿¿¿¿PDG_OBJECT
1833¿PDG_OBJECT¿¿0¿1723.v110.2-o317¿¿¿¿¿PDG_OBJECT
1834¿PDG_OBJECT¿¿0¿1723.v110.3-o318¿¿¿¿¿PDG_OBJECT
1835¿PDG_OBJECT¿¿0¿1723.v110.4-o319¿¿¿¿¿PDG_OBJECT
1836¿PDG_OBJECT¿¿0¿1723.v110.5-o320¿¿¿¿¿PDG_OBJECT
1837¿PDG_OBJECT¿¿0¿1723.v110.6-o321¿¿¿¿¿PDG_OBJECT
1838¿PDG_CALL¿¿1723¿1723.CALL->spawn-o322¿¿¿¿¿PDG_CALL
1839¿PDG_OBJECT¿¿0¿1723.compile-o323¿¿¿¿¿PDG_OBJECT
1840¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
1841¿PDG_OBJECT¿¿0¿1725.this-o324¿¿¿¿¿PDG_OBJECT
1842¿PDG_OBJECT¿¿0¿1725.code-o325¿¿¿¿¿PDG_OBJECT
1843¿PDG_OBJECT¿¿0¿1723.v116-o326¿¿¿¿¿PDG_OBJECT
1844¿PDG_CALL¿¿1723¿1723.CALL->compile.on-o327¿¿¿¿¿PDG_CALL
1845¿PDG_OBJECT¿¿0¿1723.v117-o328¿¿¿¿¿PDG_OBJECT
1846¿PDG_OBJECT¿¿0¿1723.compile.stderr-o329¿¿¿¿¿PDG_OBJECT
1847¿PDG_OBJECT¿¿0¿1728.this-o330¿¿¿¿¿PDG_OBJECT
1848¿PDG_OBJECT¿¿0¿1728.data-o331¿¿¿¿¿PDG_OBJECT
1849¿PDG_OBJECT¿¿0¿1723.v121-o332¿¿¿¿¿PDG_OBJECT
1850¿PDG_CALL¿¿1723¿1723.CALL->v118.on-o333¿¿¿¿¿PDG_CALL
1851¿PDG_OBJECT¿¿0¿1723.v122-o334¿¿¿¿¿PDG_OBJECT
1852¿PDG_OBJECT¿¿0¿1725.v111-o335¿¿¿¿¿PDG_OBJECT
1853¿PDG_OBJECT¿¿0¿1725.v112-o336¿¿¿¿¿PDG_OBJECT
1854¿PDG_CALL¿¿1725¿1725.CALL->Error-o337¿¿¿¿¿PDG_CALL
1855¿PDG_OBJECT¿¿0¿1725.v113-o338¿¿¿¿¿PDG_OBJECT
1856¿PDG_CALL¿¿1725¿1725.CALL->callback-o339¿¿¿¿¿PDG_CALL
1857¿PDG_OBJECT¿¿0¿1725.v114-o340¿¿¿¿¿PDG_OBJECT
1858¿PDG_CALL¿¿1725¿1725.CALL->callback-o341¿¿¿¿¿PDG_CALL
1859¿PDG_OBJECT¿¿0¿1725.v115-o342¿¿¿¿¿PDG_OBJECT
1860¿PDG_OBJECT¿¿0¿1728.v119-o343¿¿¿¿¿PDG_OBJECT
1861¿PDG_CALL¿¿1728¿1728.CALL->console.log-o344¿¿¿¿¿PDG_CALL
1862¿PDG_OBJECT¿¿0¿1728.v120-o345¿¿¿¿¿PDG_OBJECT
1863¿PDG_CALL¿¿1730¿1730.CALL->chalk.yellow-o346¿¿¿¿¿PDG_CALL
1864¿PDG_OBJECT¿¿0¿1730.v124-o347¿¿¿¿¿PDG_OBJECT
1865¿PDG_OBJECT¿¿0¿1730.v125-o348¿¿¿¿¿PDG_OBJECT
1866¿PDG_CALL¿¿1730¿1730.CALL->console.log-o349¿¿¿¿¿PDG_CALL
1867¿PDG_OBJECT¿¿0¿1730.v126-o350¿¿¿¿¿PDG_OBJECT
1868¿PDG_CALL¿¿1730¿1730.CALL->path.join-o351¿¿¿¿¿PDG_CALL
1869¿PDG_OBJECT¿¿0¿1730.v128-o352¿¿¿¿¿PDG_OBJECT
1870¿PDG_CALL¿¿1730¿1730.CALL->fs.createWriteStream-o353¿¿¿¿¿PDG_CALL
1871¿PDG_OBJECT¿¿0¿1730.out-o354¿¿¿¿¿PDG_OBJECT
1872¿PDG_CALL¿¿1730¿1730.CALL->out.on-o355¿¿¿¿¿PDG_CALL
1873¿PDG_OBJECT¿¿0¿1730.v129-o356¿¿¿¿¿PDG_OBJECT
1874¿PDG_OBJECT¿¿0¿1730.config.templateFolder-o357¿¿¿¿¿PDG_OBJECT
1875¿PDG_CALL¿¿1730¿1730.CALL->path.join-o358¿¿¿¿¿PDG_CALL
1876¿PDG_OBJECT¿¿0¿1730.v131-o359¿¿¿¿¿PDG_OBJECT
1877¿PDG_CALL¿¿1730¿1730.CALL->fs.createReadStream-o360¿¿¿¿¿PDG_CALL
1878¿PDG_OBJECT¿¿0¿1730.v132-o361¿¿¿¿¿PDG_OBJECT
1879¿TAINT_SINK¿¿0¿createReadStream¿¿¿¿¿TAINT_SINK
1880¿PDG_CALL¿¿1730¿1730.CALL->lodashStreamer-o362¿¿¿¿¿PDG_CALL
1881¿PDG_OBJECT¿¿0¿1730.v133-o363¿¿¿¿¿PDG_OBJECT
1882¿PDG_CALL¿¿1730¿1730.CALL->v132.pipe-o364¿¿¿¿¿PDG_CALL
1883¿PDG_OBJECT¿¿0¿1730.v134-o365¿¿¿¿¿PDG_OBJECT
1884¿PDG_CALL¿¿1730¿1730.CALL->v134.pipe-o366¿¿¿¿¿PDG_CALL
1885¿PDG_OBJECT¿¿0¿1730.v135-o367¿¿¿¿¿PDG_OBJECT
1886¿PDG_CALL¿¿1732¿1732.CALL->chalk.yellow-o368¿¿¿¿¿PDG_CALL
1887¿PDG_OBJECT¿¿0¿1732.v137-o369¿¿¿¿¿PDG_OBJECT
1888¿PDG_OBJECT¿¿0¿1732.v138-o370¿¿¿¿¿PDG_OBJECT
1889¿PDG_CALL¿¿1732¿1732.CALL->console.log-o371¿¿¿¿¿PDG_CALL
1890¿PDG_OBJECT¿¿0¿1732.v139-o372¿¿¿¿¿PDG_OBJECT
1891¿PDG_CALL¿¿1732¿1732.CALL->path.join-o373¿¿¿¿¿PDG_CALL
1892¿PDG_OBJECT¿¿0¿1732.v141-o374¿¿¿¿¿PDG_OBJECT
1893¿PDG_CALL¿¿1732¿1732.CALL->fs.createWriteStream-o375¿¿¿¿¿PDG_CALL
1894¿PDG_OBJECT¿¿0¿1732.out-o376¿¿¿¿¿PDG_OBJECT
1895¿PDG_CALL¿¿1732¿1732.CALL->out.on-o377¿¿¿¿¿PDG_CALL
1896¿PDG_OBJECT¿¿0¿1732.v142-o378¿¿¿¿¿PDG_OBJECT
1897¿PDG_CALL¿¿1732¿1732.CALL->path.join-o379¿¿¿¿¿PDG_CALL
1898¿PDG_OBJECT¿¿0¿1732.v143-o380¿¿¿¿¿PDG_OBJECT
1899¿PDG_CALL¿¿1732¿1732.CALL->fs.createReadStream-o381¿¿¿¿¿PDG_CALL
1900¿PDG_OBJECT¿¿0¿1732.v144-o382¿¿¿¿¿PDG_OBJECT
1901¿TAINT_SINK¿¿0¿createReadStream¿¿¿¿¿TAINT_SINK
1902¿PDG_CALL¿¿1732¿1732.CALL->v144.pipe-o383¿¿¿¿¿PDG_CALL
1903¿PDG_OBJECT¿¿0¿1732.v145-o384¿¿¿¿¿PDG_OBJECT
1904¿PDG_CALL¿¿1734¿1734.CALL->chalk.magenta-o385¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿0¿1734.v147-o386¿¿¿¿¿PDG_OBJECT
1906¿PDG_OBJECT¿¿0¿1734.v148-o387¿¿¿¿¿PDG_OBJECT
1907¿PDG_CALL¿¿1734¿1734.CALL->console.log-o388¿¿¿¿¿PDG_CALL
1908¿PDG_OBJECT¿¿0¿1734.v149-o389¿¿¿¿¿PDG_OBJECT
1909¿PDG_OBJECT¿¿0¿1734.config.engine-o390¿¿¿¿¿PDG_OBJECT
1910¿PDG_OBJECT¿¿0¿1734.v151-o391¿¿¿¿¿PDG_OBJECT
1911¿PDG_OBJECT¿¿0¿1734.v151.0-o392¿¿¿¿¿PDG_OBJECT
1912¿PDG_OBJECT¿¿0¿1734.v151.1-o393¿¿¿¿¿PDG_OBJECT
